,recall,precision,f1,word_count,rel_count,sys_relations,question,gold_relations,system_relations,question_type
322,0.5,0.2,0.28571428571428575,21,2,5,What is the total number of other restingplace of the politicians whose one of the restingplace is East Norwalk Historical Cemetery?,"[['dbp:restingplace'], ['dbp:restingplace']]","['dbo:restingPlace', 'dbp:placeOfBurial', 'dbp:placeofburial', 'dbp:restingPlace', 'dbp:restingplace']",factoid
324,0.5,0.25,0.3333333333333333,12,2,4,What are some other services of the company whose service is Onedrive?,"[['dbo:service'], ['dbp:services']]","['dbo:product', 'dbp:foundation', 'dbp:products', 'dbp:services']",factoid
347,0.0,0.0,0.0,10,2,6,In which municipalities does the NYC housing authority own buildings?,"[['dbo:owningOrganisation'], ['dbo:municipality']]","['dbo:builder', 'dbo:city', 'dbo:location', 'dbo:maintainedBy', 'dbo:tenant', 'dbp:owner']",factoid
367,0.0,0.0,0.0,7,1,0,Is Pixar Canada a subsidiary of Pixar?,[['dbo:subsidiary']],[],boolean
371,0.0,0.0,0.0,8,1,3,Name the branch of Carroll E. Lanier ?,[['dbp:branch']],"['dbo:militaryBranch', 'dbo:relation', 'dbo:relative']",list
374,0.0,0.0,0.0,6,1,2,what state is mountain view from?,[['dbo:location']],"['dbo:country', 'dbo:isPartOf']",factoid
384,0.0,0.0,0.0,7,1,1,kwyi's mainly plays what type of music?,[['dbo:programmeFormat']],['dbo:genre'],list
388,0.0,0.0,0.0,6,1,2,Give me the Apollo 14 astronauts.,[['dbo:mission']],"['dbp:mission', 'dbp:type']",list
400,0.5,0.16666666666666666,0.25,8,2,6,How many people have written for Gangan Comics?,"[['dbp:magazine'], ['dbp:author']]","['dbo:author', 'dbo:basedOn', 'dbo:writer', 'dbp:author', 'dbp:writer', 'dbp:writers']",count
402,0.5,0.25,0.3333333333333333,13,2,4,List the destinations of the airlines which also serves Mediterranean  Sea ?,"[['dbp:destinations'], ['dbp:destinations']]","['dbo:destination', 'dbo:hubAirport', 'dbo:targetAirport', 'dbp:destinations']",list
410,0.0,0.0,0.0,7,1,4,Was Yabanc Damat first aired in UAE?,[['dbp:firstAired']],"['dbo:country', 'dbo:network', 'dbp:broadcastArea', 'dbp:network']",boolean
424,0.0,0.0,0.0,6,1,1,who are some miss michigan usa?,[['dbp:title']],['dbo:country'],factoid
429,0.0,0.0,0.0,12,2,1,What is the country of the Hirth Acrostar and the Cobra missile?,"[['dbo:origin'], ['dbo:origin']]",['dbo:country'],factoid
448,0.5,0.16666666666666666,0.25,17,2,6,Whihc place of birth of the Union State is also the largest city of Union Staete ?,"[['dbp:placeOfBirth'], ['dbp:largestCity']]","['dbo:birthPlace', 'dbo:capital', 'dbo:largestCity', 'dbp:birthPlace', 'dbp:birthplace', 'dbp:placeOfBirth']",list
471,0.0,0.0,0.0,6,1,1,Which country is greg demos from,[['dbo:nationality']],['dbo:artist'],factoid
475,0.5,0.2,0.28571428571428575,12,2,5,List the things for which people of New Orleans are famous for?,"[['dbp:placeOfBirth'], ['dbp:knownFor']]","['dbo:almaMater', 'dbo:field', 'dbo:knownFor', 'dbp:education', 'dbp:knownFor']",list
487,0.0,0.0,0.0,8,1,0,What basketball league's champion is Golden State Warriors,[['dbp:champion']],[],factoid
515,0.0,0.0,0.0,7,1,1,What is aneek dhar's place of birth,[['dbo:hometown']],['dbo:birthPlace'],factoid
522,0.5,0.25,0.3333333333333333,8,2,4,Food in which countries has shallot in it?,"[['dbo:ingredient'], ['dbo:country']]","['dbo:country', 'dbo:location', 'dbp:country', 'dbp:locationCountry']",list
529,0.0,0.0,0.0,9,1,1,How many states does the Pioneer corporation operate in?,[['dbp:country']],['dbo:location'],count
549,0.0,0.0,0.0,7,1,1,Was the USS Tillamook built in Seattle?,[['dbp:shipBuilder']],['dbo:launchSite'],boolean
567,0.0,0.0,0.0,7,1,1,what position did bill fulcher ever play,[['dbp:playerPositions']],['dbo:position'],factoid
571,0.5,0.2,0.28571428571428575,12,2,5,"Who were the opponents of employees of Henry Howard, the Northampton Earl?","[['dbo:employer'], ['dbo:opponent']]","['dbo:award', 'dbo:opponent', 'dbo:president', 'dbo:vicePresident', 'dbp:president']",factoid
574,0.0,0.0,0.0,11,2,6,"Which parties have their members live in the PM House, Colombo?","[['dbo:leader'], ['dbp:residence']]","['dbo:leaderName', 'dbo:party', 'dbo:residence', 'dbp:constituency', 'dbp:leader', 'dbp:party']",factoid
576,0.0,0.0,0.0,6,1,2,what state is sugar loaf in?,[['dbo:locatedInArea']],"['dbo:country', 'dbo:isPartOf']",factoid
577,0.0,0.0,0.0,5,1,3,where was michael pinnella was,[['dbo:birthPlace']],"['dbo:country', 'dbo:isPartOf', 'dbo:region']",factoid
585,0.5,0.2,0.28571428571428575,13,2,5,Which TV show's producer is Stephen E. Ambrose and company is DreamWorks Television?,"[['dbo:company'], ['dbo:producer']]","['dbo:executiveProducer', 'dbo:producer', 'dbp:company', 'dbp:distributor', 'dbp:producer']",factoid
586,0.5,0.14285714285714285,0.22222222222222224,15,2,7,Which producer of  the Eristoff is also the  distributor of  Bombay Sapphire?,"[['dbp:distributor'], ['dbp:manufacturer']]","['dbo:distributor', 'dbo:executiveProducer', 'dbo:producer', 'dbp:company', 'dbp:distributor', 'dbp:producer', 'dbp:studio']",factoid
598,0.0,0.0,0.0,8,1,1,"Where was Live in Detroit, MI recorded ?",[['dbo:recordedIn']],['dbo:hometown'],factoid
610,0.0,0.0,0.0,7,1,0,Which U.S. state has the abbreviation MN?,[['dbp:postalabbreviation']],[],factoid
618,0.5,0.2,0.28571428571428575,17,2,5,"How many awards have been received by graduates of University of Melbourne, Faculty of VCA & MCM?","[['dbo:training'], ['dbo:award']]","['dbo:almaMater', 'dbo:award', 'dbp:almaMater', 'dbp:awards', 'dbp:prizes']",count
621,0.0,0.0,0.0,11,1,1,What is an example of a song by john lee hooker,[['dbo:writer']],['dbo:artist'],factoid
634,0.0,0.0,0.0,11,2,0,What is the common genere of Abhijit Kunte and Kasparov ?,"[['dbp:knownFor'], ['dbo:genre']]",[],factoid
648,0.0,0.0,0.0,8,1,2,"which county is whitley heights, los angeles in",[['dbo:location']],"['dbo:country', 'dbo:isPartOf']",factoid
649,0.5,0.25,0.3333333333333333,18,2,4,Which parent company of the Cornell University Press is also the alma mater of the Mario Garca Menocal?,"[['dbo:parentCompany'], ['dbo:almaMater']]","['dbo:almaMater', 'dbo:president', 'dbp:keyPeople', 'dbp:owner']",factoid
657,0.0,0.0,0.0,9,2,3,What was developed by someone working in Cockroach Labs?,"[['dbp:employer'], ['dbp:author']]","['dbo:developer', 'dbo:operatingSystem', 'dbp:developer']",factoid
658,0.5,0.25,0.3333333333333333,17,2,4,List the stadium of the teams which uses Nea Smyrni  as one of the stadium ?,"[['dbp:stadium'], ['dbp:stadium']]","['dbo:tenant', 'dbp:stadium', 'dbp:tenants', 'dbp:venue']",list
688,0.5,0.3333333333333333,0.4,17,2,3,Count the number of other services of the companies which provides the Microsoft Azure as service ?,"[['dbp:services'], ['dbp:services']]","['dbo:product', 'dbp:products', 'dbp:services']",count
690,0.5,0.3333333333333333,0.4,19,2,3,Which city is the route start of the Moscow-Kazan high-speed railway and birth place of the Ilya Savelev ?,"[['dbo:birthPlace'], ['dbo:routeStart']]","['dbo:hometown', 'dbo:routeEnd', 'dbo:routeStart']",factoid
708,0.0,0.0,0.0,3,1,2,Who created Wikipedia?,[['dbo:author']],"['dbo:creator', 'dbp:creators']",factoid
709,0.0,0.0,0.0,8,1,6,Name the associate acts of  Martin Pugh?,[['dbp:associatedActs']],"['dbo:associatedBand', 'dbo:associatedMusicalArtist', 'dbp:artist', 'dbp:music', 'dbp:starring', 'dbp:themeMusicComposer']",list
717,0.0,0.0,0.0,5,1,1,Who wrote the red violin?,[['dbo:writer']],['dbo:instrument'],factoid
718,0.5,0.3333333333333333,0.4,15,2,3,Which river's source mountain is Baikal Mountains and it's mouth is Lena Delta Wildlife Reserve?,"[['dbo:riverMouth'], ['dbo:sourceMountain']]","['dbo:mouthMountain', 'dbo:outflow', 'dbo:riverMouth']",factoid
726,0.0,0.0,0.0,7,1,1,how would you label maurice gibb's music,[['dbo:genre']],['dbo:recordLabel'],factoid
728,0.0,0.0,0.0,6,1,1,which country was louis tellier born,[['dbp:birthPlace']],['dbo:birthPlace'],factoid
737,0.0,0.0,0.0,14,2,2,"What all are in the states whose anthem is Ja, vi esker dette landet?","[['dbo:anthem'], ['dbo:country']]","['dbo:capital', 'dbo:currency']",factoid
756,0.0,0.0,0.0,7,1,1,What genre is king of the hill,[['dbo:genre']],['dbo:literaryGenre'],factoid
777,0.0,0.0,0.0,7,1,4,Who was on the Apollo 11 mission?,[['dbp:crewMembers']],"['dbo:musicComposer', 'dbp:mission', 'dbp:modes', 'dbp:type']",factoid
795,0.5,0.2,0.28571428571428575,15,2,5,List the subjects of the books whose one of the topics is Pau Broca ?,"[['dbp:subject'], ['dbp:subject']]","['dbo:nonFictionSubject', 'dbo:notableWork', 'dbp:fields', 'dbp:mainInterests', 'dbp:subject']",list
803,0.5,0.14285714285714285,0.22222222222222224,14,2,7,Where is the head quarters of the parent company of Mall of America located?,"[['dbp:owned'], ['dbp:headquarters']]","['dbo:founder', 'dbo:location', 'dbo:locationCity', 'dbp:company', 'dbp:foundation', 'dbp:headquarters', 'dbp:owner']",factoid
814,0.5,0.14285714285714285,0.22222222222222224,11,2,7,"In which region is the rival school of Somerset, Massachusetts located?","[['dbp:rival'], ['dbo:region']]","['dbo:city', 'dbo:country', 'dbo:isPartOf', 'dbo:locatedInArea', 'dbo:location', 'dbo:region', 'dbo:state']",factoid
832,0.0,0.0,0.0,6,1,1,What style tv program is blood-c?,[['dbp:genre']],['dbo:genre'],factoid
838,0.5,0.3333333333333333,0.4,12,2,3,Which leader of Trump Entertainment Resorts is a relative of Maryanne Barry?,"[['dbo:relation'], ['dbo:keyPerson']]","['dbo:relation', 'dbp:keyPeople', 'dbp:president']",factoid
841,0.0,0.0,0.0,10,2,1,Which U.S. states are in the same timezone as Utah?,"[['dbp:timezone'], ['dbp:timezone']]",['dbo:timeZone'],factoid
854,0.5,0.16666666666666666,0.25,14,2,6,What is the largest city of the country which hosted the 1951 Asian Games?,"[['dbp:hostCity'], ['dbo:largestCity']]","['dbo:capital', 'dbo:country', 'dbo:largestCity', 'dbo:location', 'dbp:country', 'dbp:locationCountry']",factoid
879,0.0,0.0,0.0,9,1,1,What is an album by the royal philharmonic orchestra,[['dbo:artist']],['dbo:type'],factoid
887,0.5,0.25,0.3333333333333333,10,2,4,Where can i find companies which were started in Toronto?,"[['dbo:foundationPlace'], ['dbp:locations']]","['dbo:foundationPlace', 'dbo:hometown', 'dbo:locationCity', 'dbp:foundation']",factoid
891,0.5,0.25,0.3333333333333333,13,2,4,How many have order (taxonomy) as Bacillales and division as Firmicutes are there?,"[['dbo:division'], ['dbo:order']]","['dbo:family', 'dbo:order', 'dbo:phylum', 'dbp:domain']",count
893,0.5,0.14285714285714285,0.22222222222222224,15,2,7,List all the collaborators of the artist which has collaborated with sanremo Music Festival ?,"[['dbo:associatedMusicalArtist'], ['dbo:associatedMusicalArtist']]","['dbo:associatedBand', 'dbo:associatedMusicalArtist', 'dbo:musicComposer', 'dbo:recordLabel', 'dbp:associatedActs', 'dbp:label', 'dbp:music']",list
896,0.5,0.5,0.5,8,2,2,Who offers the services of OneDrive and Outlook.com?,"[['dbp:services'], ['dbp:services']]","['dbo:industry', 'dbp:services']",factoid
904,0.0,0.0,0.0,10,1,1,What type of rock is new ipswich mountain made of,[['dbo:type']],['dbo:genre'],factoid
908,0.0,0.0,0.0,16,2,3,Name the TV show whose composer is Judy Hart Angelo and company as Paramount Television ?,"[['dbo:composer'], ['dbp:company']]","['dbp:themeMusicComposer', 'dbp:voices', 'dbp:writer']",list
909,0.0,0.0,0.0,6,1,2,What US state is watervale located?,[['dbo:location']],"['dbo:country', 'dbo:isPartOf']",factoid
936,0.5,0.25,0.3333333333333333,8,2,4,Who founded the sister stations of Discovery Communications?,"[['dbp:sisterNames'], ['dbp:founder']]","['dbo:board', 'dbo:foundedBy', 'dbp:foundation', 'dbp:founder']",factoid
940,0.5,0.2,0.28571428571428575,9,2,5,Who acted in the work written by Colin Brake?,"[['dbp:writer'], ['dbp:starring']]","['dbo:author', 'dbo:notableWork', 'dbo:writer', 'dbp:author', 'dbp:writer']",factoid
941,0.5,0.25,0.3333333333333333,15,2,4,"Name the common architecture of the Grand Serail of Aleppo and Shaheed Minar, Kolkata ?","[['dbo:architecturalStyle'], ['dbo:architecturalStyle']]","['dbo:architect', 'dbo:architecturalStyle', 'dbo:tenant', 'dbp:address']",list
947,0.5,0.125,0.2,16,2,8,Which company of Ford Theatre is the owning organization of F0ord Kansa City Assemply Plant ?,"[['dbo:owningOrganisation'], ['dbp:company']]","['dbo:locationCity', 'dbo:owningCompany', 'dbp:company', 'dbp:foundation', 'dbp:headquarters', 'dbp:owner', 'dbp:parent', 'dbp:products']",factoid
954,0.0,0.0,0.0,7,1,3,Who is the founder of Penguin Books?,[['dbo:founder']],"['dbo:author', 'dbo:foundedBy', 'dbo:publisher']",factoid
973,0.0,0.0,0.0,12,1,1,Who was the writer for the episode titled old money (the simpsons),[['dbp:writer']],['dbo:writer'],factoid
987,0.5,0.2,0.28571428571428575,10,2,5,Who has fought in the conflicts around the Mississippi river?,"[['dbp:place'], ['dbp:combatant']]","['dbo:battle', 'dbo:commander', 'dbo:territory', 'dbp:battles', 'dbp:combatant']",factoid
990,0.0,0.0,0.0,8,1,2,"what type of style is jama masjid, delhi?",[['dbp:architectureStyle']],"['dbo:architecturalStyle', 'dbo:genre']",factoid
1006,0.5,0.16666666666666666,0.25,9,2,6,How many different writers have written for Jump Square?,"[['dbp:magazine'], ['dbp:author']]","['dbo:author', 'dbo:musicBy', 'dbo:writer', 'dbp:author', 'dbp:writer', 'dbp:writers']",count
1013,0.0,0.0,0.0,5,1,1,what anime aired in 1968?,[['dbo:language']],['dbp:genre'],factoid
1030,0.0,0.0,0.0,6,1,0,What is the wavelength of Indigo?,[['dbo:wavelength']],[],factoid
1031,0.5,0.25,0.3333333333333333,16,2,4,In how many  territories were the wars fought where Fusil Gras Mile 1874 were used?,"[['dbo:usedInWar'], ['dbo:territory']]","['dbo:commander', 'dbo:territory', 'dbp:battles', 'dbp:combatant']",count
1050,0.5,0.3333333333333333,0.4,7,2,3,Titus software publishes which genre of games?,"[['dbp:publisher'], ['dbo:genre']]","['dbo:genre', 'dbo:publisher', 'dbp:genre']",list
1054,0.5,0.2,0.28571428571428575,13,2,5,What is the war in which both K Fordice and P Fitzwallace fight?,"[['dbp:battles'], ['dbp:battles']]","['dbo:battle', 'dbo:commander', 'dbo:territory', 'dbp:battles', 'dbp:combatant']",factoid
1058,0.5,0.16666666666666666,0.25,10,2,6,How many services does the company who made Onedrive provide?,"[['dbo:service'], ['dbp:services']]","['dbo:developer', 'dbo:manufacturer', 'dbo:product', 'dbp:foundation', 'dbp:products', 'dbp:services']",count
1060,0.5,0.1111111111111111,0.1818181818181818,12,2,9,How many cities are around the sea which flows into the Atlantic?,"[['dbp:cities'], ['dbo:inflow']]","['dbo:mouthMountain', 'dbo:mouthPlace', 'dbo:outflow', 'dbo:river', 'dbo:riverMouth', 'dbo:sourcePlace', 'dbp:cities', 'dbp:mouthLocation', 'dbp:outflow']",count
1068,0.0,0.0,0.0,5,1,2,Where was pallavi purohit born,[['dbo:nationality']],"['dbo:birthPlace', 'dbp:birthPlace']",factoid
1078,0.5,0.25,0.3333333333333333,14,2,4,Which team has had both Martin prochzka and garry unger as its players ?,"[['dbo:formerTeam'], ['dbo:formerTeam']]","['dbo:formerTeam', 'dbo:team', 'dbp:nationalteam', 'dbp:playedFor']",factoid
1103,0.0,0.0,0.0,11,1,4,Did the New Way party merge in the One Israel party?,[['dbo:mergedIntoParty']],"['dbo:leader', 'dbo:leaderName', 'dbp:constituency', 'dbp:party']",boolean
1119,0.0,0.0,0.0,5,1,4,Which rivers start in Wyoming?,[['dbo:sourceRegion']],"['dbo:city', 'dbo:hometown', 'dbo:sourceMountain', 'dbo:state']",factoid
1137,0.0,0.0,0.0,9,1,3,Was the body of Elsie Paroubek discovered in Chicago?,[['dbo:bodyDiscovered']],"['dbo:discoverer', 'dbo:location', 'dbp:discoverer']",boolean
1138,0.0,0.0,0.0,7,1,3,how was beat street sold in stores,[['dbo:type']],"['dbo:distributor', 'dbo:foundationPlace', 'dbo:publisher']",factoid
1141,0.0,0.0,0.0,12,2,4,List the other members of the team where Jason Hayne currently plays?,"[['dbo:currentMember'], ['dbp:name']]","['dbo:formerTeam', 'dbo:team', 'dbp:nationalteam', 'dbp:playedFor']",list
1146,0.0,0.0,0.0,9,1,0,What is the automobile platform of Chiva bus ?,[['dbo:automobilePlatform']],[],factoid
1151,0.0,0.0,0.0,15,1,2,When is the movie Worst Case Scenario going to be in cinemas in the Netherlands?,[['dbo:releaseDate']],"['dbo:cinematography', 'dbo:country']",factoid
1153,0.0,0.0,0.0,6,1,1,what kind of album is reallive!,[['dbo:type']],['dbo:genre'],factoid
1165,0.0,0.0,0.0,8,1,2,Which country did anthony acid have nationality in,[['dbo:hometown']],"['dbo:birthPlace', 'dbo:nationality']",factoid
1173,0.5,0.3333333333333333,0.4,18,2,3, Name the city whose province is Metropolitan City of Venice and has leader as Luigi Brugnaro ?,"[['dbo:leaderName'], ['dbp:province']]","['dbo:capital', 'dbo:leader', 'dbo:leaderName']",list
1199,0.0,0.0,0.0,13,2,5, Wringer (novel) and Maniac Magee is the notable work of which author?,"[['dbp:notableworks'], ['dbp:notableworks']]","['dbo:author', 'dbo:literaryGenre', 'dbo:nonFictionSubject', 'dbo:notableWork', 'dbp:author']",list
1212,0.5,0.2,0.28571428571428575,11,2,5,Who was engaged in wars of Fort Gadsden and Fort Barrancas?,"[['dbo:battle'], ['dbo:battle']]","['dbo:battle', 'dbo:commander', 'dbo:territory', 'dbp:battles', 'dbp:combatant']",factoid
1223,0.0,0.0,0.0,9,1,1,Name a military leader from the battle of culloden,[['dbo:battle']],['dbo:place'],list
1251,0.0,0.0,0.0,15,2,6,Which district of Fort Heath radar station is also the state of Joesph Story ?,"[['dbp:district'], ['dbp:state']]","['dbo:broadcastArea', 'dbo:city', 'dbo:location', 'dbp:area', 'dbp:broadcastArea', 'dbp:city']",factoid
1279,0.0,0.0,0.0,8,1,1,what is a work by donovan leitch (actor),[['dbo:director']],['dbo:writer'],factoid
1291,0.0,0.0,0.0,8,1,2,which country is john jones a citizen of,[['dbo:hometown']],"['dbo:birthPlace', 'dbo:nationality']",factoid
1322,0.5,0.3333333333333333,0.4,18,2,3,What city was recorded in Live in detroit which is also the official residence of ken Holland ?,"[['dbo:residence'], ['dbo:recordedIn']]","['dbo:hometown', 'dbo:residence', 'dbp:residence']",factoid
1329,0.5,0.5,0.5,14,2,2,What are all the prizes won by the writer of A Grand Day Out?,"[['dbo:writer'], ['dbo:award']]","['dbo:award', 'dbp:awards']",factoid
1347,0.5,0.5,0.5,21,2,2,Count the total number of launch site of the rockets which have been launched form Cape Canaveral Air Force Station ?,"[['dbo:launchSite'], ['dbo:launchSite']]","['dbo:launchSite', 'dbo:manufacturer']",count
1349,0.0,0.0,0.0,12,2,2,What are some team members of the team based in Camp Nou?,"[['dbo:homeStadium'], ['dbp:name']]","['dbo:ground', 'dbo:locationCity']",factoid
1355,0.0,0.0,0.0,10,1,3,President of Ghana is the leader title of which country?,[['dbp:leaderTitle']],"['dbo:country', 'dbo:leader', 'dbp:allegiance']",list
1367,0.0,0.0,0.0,6,1,1,Where was jim mitchell (cartoonist) born?,[['dbp:birthPlace']],['dbo:birthPlace'],factoid
1373,0.5,0.25,0.3333333333333333,8,2,4,What are some famous veterinary physicians known for?,"[['dbp:field'], ['dbp:knownFor']]","['dbo:field', 'dbo:knownFor', 'dbo:occupation', 'dbp:knownFor']",factoid
1379,0.0,0.0,0.0,8,1,1,Name an album from the Black Label Society,[['dbo:genre']],['dbo:recordLabel'],list
1382,0.0,0.0,0.0,15,2,1,"Enumerate all the first teams of the GPs which were held in Watkins Glen, NY?","[['dbp:location'], ['dbp:firstTeam']]",['dbo:locationCity'],count
1385,0.5,0.2,0.28571428571428575,11,2,5,Which appliance's CPU is Cell (microprocessor) and predecessor is PlayStation 2?,"[['dbo:cpu'], ['dbo:predecessor']]","['dbo:manufacturer', 'dbo:predecessor', 'dbo:successor', 'dbp:predecessor', 'dbp:related']",factoid
1395,0.0,0.0,0.0,12,1,6,How many television shows have  Fox Broadcasting Company as their channel?,[['dbp:channel']],"['dbo:channel', 'dbo:network', 'dbp:company', 'dbp:network', 'dbp:sisterNames', 'dbp:voices']",count
1401,0.0,0.0,0.0,8,1,1,Name a game published by delta tao software?,[['dbo:developer']],['dbo:publisher'],list
1402,0.5,0.3333333333333333,0.4,13,2,3,How many artists have their works in the Sao Paolo Museum of Art?,"[['dbp:artist'], ['dbp:museum']]","['dbo:field', 'dbo:movement', 'dbp:artist']",count
1406,0.0,0.0,0.0,7,1,2,Who are currently playing for Barcelona FC?,[['dbp:currentclub']],"['dbo:formerTeam', 'dbo:team']",factoid
1418,0.0,0.0,0.0,9,2,1,Who composed songs in the Mr Tambourine Man album?,"[['dbp:album'], ['dbo:composer']]",['dbo:writer'],factoid
1428,0.0,0.0,0.0,10,1,1,In which company is Raymond Conner at an important position?,[['dbo:keyPerson']],['dbp:keyPeople'],factoid
1444,0.5,0.5,0.5,13,2,2,Who are the relatives of the character after which Quagmire's Quagmire was made?,"[['dbo:subsequentWork'], ['dbo:relative']]","['dbo:relative', 'dbp:relatives']",factoid
1455,0.0,0.0,0.0,6,1,4,Where is Richard Stites located ?,[['dbo:birthPlace']],"['dbo:country', 'dbo:district', 'dbo:isPartOf', 'dbo:region']",factoid
1459,0.5,0.5,0.5,9,2,2,List the producers who produced movies starring Michael Jackson.,"[['dbp:starring'], ['dbp:producer']]","['dbo:producer', 'dbp:producer']",list
1470,0.0,0.0,0.0,8,1,2,When did the Boston Tea Party take place?,[['dbp:date']],"['dbo:leaderName', 'dbo:place']",factoid
1472,0.5,0.1,0.16666666666666669,16,2,10,How many things are manufactured by the company whose subsidiary is Sony Corporation shareholders and subsidiaries?,"[['dbo:subsidiary'], ['dbo:manufacturer']]","['dbo:manufacturer', 'dbo:product', 'dbo:successor', 'dbp:company', 'dbp:keyPeople', 'dbp:owner', 'dbp:parent', 'dbp:predecessor', 'dbp:products', 'dbp:services']",count
1475,0.5,0.25,0.3333333333333333,10,2,4,"What are Breann McGregor and Anika Knudsen, both known for?","[['dbp:knownFor'], ['dbp:knownFor']]","['dbo:field', 'dbo:knownFor', 'dbo:occupation', 'dbp:knownFor']",factoid
1490,0.0,0.0,0.0,6,1,1,what language is kaffe written in?,[['dbo:programmingLanguage']],['dbo:language'],factoid
1494,0.0,0.0,0.0,10,1,1,Was A foreign policy on freedom covered by John Trumbull?,[['dbp:coverArtist']],['dbo:type'],boolean
