,recall_x,precision_x,f1_x,word_count_x,rel_count_x,sys_relations_x,question,gold_relations_x,system_relations_x,question_type_x,recall_y,precision_y,f1_y,word_count_y,rel_count_y,sys_relations_y,gold_relations_y,system_relations_y,question_type_y
15,0.5,0.3333333333333333,0.4,6,2,3,What do typically NGOs work for?,"[['dbp:type'], ['dbp:purpose']]","['dbo:foundedBy', 'dbo:industry', 'dbp:purpose']",factoid,0.5,0.3333333333333333,0.4,6,2,3,"[['dbp:type'], ['dbp:purpose']]","['dbo:industry', 'dbo:occupation', 'dbp:purpose']",factoid
16,0.5,0.3333333333333333,0.4,22,2,3,What is the city of the Maine School of Science and Mathematics is also the resting place of Charles A. Boutelle ?,"[['dbp:restingplace'], ['dbo:authority']]","['dbo:restingPlace', 'dbp:restingPlace', 'dbp:restingplace']",factoid,0.0,0.0,0.0,22,2,3,"[['dbp:restingplace'], ['dbo:authority']]","['dbo:location', 'dbo:restingPlace', 'dbp:restingPlace']",factoid
17,0.5,0.3333333333333333,0.4,15,2,3,Which show's network is Prime time Entertainment and has Douglas Netter as executive producer ?,"[['dbo:executiveProducer'], ['dbp:network']]","['dbo:executiveProducer', 'dbo:network', 'dbp:executiveProducer']",factoid,0.5,0.3333333333333333,0.4,15,2,3,"[['dbo:executiveProducer'], ['dbp:network']]","['dbo:executiveProducer', 'dbp:company', 'dbp:distributor']",factoid
18,0.5,0.3333333333333333,0.4,15,2,3,Rashid Behbudov State Song Theatre and Baku Puppet Theatre can be found in which country?,"[['dbo:locationCountry'], ['dbo:locationCountry']]","['dbo:genre', 'dbo:locationCountry', 'dbp:genre']",list,0.0,0.0,0.0,15,2,3,"[['dbo:locationCountry'], ['dbo:locationCountry']]","['dbo:country', 'dbo:location', 'dbo:starring']",list
19,0.5,0.3333333333333333,0.4,20,2,3,What religions are followed by members of the societies whose architectural influences can be seen on the Sanggar Agung ?,"[['dbp:architecturalStyle'], ['dbo:religion']]","['dbo:religion', 'dbp:related', 'dbp:religion']",factoid,0.5,0.3333333333333333,0.4,20,2,3,"[['dbp:architecturalStyle'], ['dbo:religion']]","['dbo:movement', 'dbo:religion', 'dbp:religion']",factoid
20,0.5,0.3333333333333333,0.4,11,2,3,List the television shows whose network's executive officer is Steve Burke.,"[['dbo:network'], ['dbo:keyPerson']]","['dbo:executiveProducer', 'dbo:network', 'dbp:network']",list,0.5,0.3333333333333333,0.4,11,2,3,"[['dbo:network'], ['dbo:keyPerson']]","['dbo:network', 'dbp:network', 'dbp:voices']",list
21,0.5,0.3333333333333333,0.4,19,2,3,What is the home town of the Band which is the previous work of Sammy Hagar & Friends ?,"[['dbo:previousWork'], ['dbo:hometown']]","['dbo:hometown', 'dbo:subsequentWork', 'dbp:deathPlace']",factoid,0.5,0.3333333333333333,0.4,19,2,3,"[['dbo:previousWork'], ['dbo:hometown']]","['dbo:previousWork', 'dbo:subsequentWork', 'dbp:artist']",factoid
22,0.0,0.0,0.0,9,1,3,Does Air 2000 fly to the north american continent?,[['dbo:destination']],"['dbo:artist', 'dbo:successor', 'dbp:destinations']",boolean,0.0,0.0,0.0,9,1,3,[['dbo:destination']],"['dbo:hubAirport', 'dbo:targetAirport', 'dbp:destinations']",boolean
23,0.5,0.3333333333333333,0.4,10,2,3,How many things belong to a division of plant kingdom?,"[['dbo:kingdom'], ['dbo:division']]","['dbo:division', 'dbo:order', 'dbp:branch']",count,0.5,0.3333333333333333,0.4,10,2,3,"[['dbo:kingdom'], ['dbo:division']]","['dbo:division', 'dbo:order', 'dbp:locationCountry']",count
24,0.0,0.0,0.0,11,2,3,Who are some people whose relation is hqed in Gold Base?,"[['dbp:headquarters'], ['dbo:religion']]","['dbo:network', 'dbo:relation', 'dbp:relatives']",factoid,0.5,0.3333333333333333,0.4,11,2,3,"[['dbp:headquarters'], ['dbo:religion']]","['dbo:leader', 'dbo:militaryUnit', 'dbp:headquarters']",factoid
25,0.5,0.3333333333333333,0.4,16,2,3,Who is the writer of the Cavalcade of America and The United States Steel Hour ?,"[['dbo:writer'], ['dbo:writer']]","['dbo:writer', 'dbp:writer', 'dbp:writers']",factoid,0.5,0.3333333333333333,0.4,16,2,3,"[['dbo:writer'], ['dbo:writer']]","['dbo:writer', 'dbp:lyrics', 'dbp:writer']",factoid
26,0.5,0.3333333333333333,0.4,17,2,3,Which producer of Wizards and the aliens is also the notable work of russell T Davies ?,"[['dbo:notableWork'], ['dbo:producer']]","['dbo:producer', 'dbo:product', 'dbp:notableworks']",factoid,0.5,0.3333333333333333,0.4,17,2,3,"[['dbo:notableWork'], ['dbo:producer']]","['dbo:executiveProducer', 'dbo:producer', 'dbp:producer']",factoid
27,0.0,0.0,0.0,13,2,3,Under which US president was a politician in opposition of John G Schmitz?,"[['dbp:opponent'], ['dbo:incumbent']]","['dbo:opponent', 'dbo:president', 'dbo:residence']",factoid,0.0,0.0,0.0,13,2,3,"[['dbp:opponent'], ['dbo:incumbent']]","['dbo:leader', 'dbo:leaderName', 'dbo:president']",factoid
28,0.5,0.3333333333333333,0.4,12,2,3,How many cities are around the sea which flows into the Atlantic?,"[['dbp:cities'], ['dbo:inflow']]","['dbo:outflow', 'dbp:cities', 'dbp:outflow']",count,0.5,0.3333333333333333,0.4,12,2,3,"[['dbp:cities'], ['dbo:inflow']]","['dbo:mouthMountain', 'dbo:riverMouth', 'dbp:cities']",count
29,0.5,0.3333333333333333,0.4,7,2,3,Titus software publishes which genre of games?,"[['dbp:publisher'], ['dbo:genre']]","['dbo:genre', 'dbo:publisher', 'dbp:genre']",list,0.5,0.3333333333333333,0.4,7,2,3,"[['dbp:publisher'], ['dbo:genre']]","['dbo:genre', 'dbo:publisher', 'dbp:genre']",list
30,0.5,0.3333333333333333,0.4,12,2,3,What is the television show whose channel's parent organisation is Fox Sports?,"[['dbo:channel'], ['dbo:parentOrganisation']]","['dbo:network', 'dbo:parentOrganisation', 'dbp:company']",factoid,0.0,0.0,0.0,12,2,3,"[['dbo:channel'], ['dbo:parentOrganisation']]","['dbo:network', 'dbp:company', 'dbp:network']",factoid
31,0.5,0.3333333333333333,0.4,17,2,3,List all binomial authority of the insects whose one of the  binomial authority is douard Mntries?,"[['dbo:binomialAuthority'], ['dbo:binomialAuthority']]","['dbo:binomialAuthority', 'dbo:localAuthority', 'dbo:order']",list,0.5,0.3333333333333333,0.4,17,2,3,"[['dbo:binomialAuthority'], ['dbo:binomialAuthority']]","['dbo:binomialAuthority', 'dbo:citizenship', 'dbo:localAuthority']",list
32,0.0,0.0,0.0,9,1,3,which california theme park is mickey's toontown located in?,[['dbp:park']],"['dbo:country', 'dbo:isPartOf', 'dbo:location']",factoid,0.0,0.0,0.0,9,1,3,[['dbp:park']],"['dbo:city', 'dbo:location', 'dbo:region']",factoid
33,0.5,0.3333333333333333,0.4,14,2,3,List the cities which share the same water body as that of Florida ?,"[['dbp:cities'], ['dbp:cities']]","['dbo:city', 'dbp:cities', 'dbp:owner']",list,0.5,0.3333333333333333,0.4,14,2,3,"[['dbp:cities'], ['dbp:cities']]","['dbo:city', 'dbp:cities', 'dbp:city']",list
34,0.0,0.0,0.0,11,2,3,What awards were presented to the person who produced Paradise place?,"[['dbp:producer'], ['dbp:awards']]","['dbo:award', 'dbo:presenter', 'dbo:producer']",factoid,0.5,0.3333333333333333,0.4,11,2,3,"[['dbp:producer'], ['dbp:awards']]","['dbo:award', 'dbo:producer', 'dbp:awards']",factoid
35,0.0,0.0,0.0,14,2,3,What is the information appliance whose successor is PlayStation 4 and maker is Foxconn?,"[['dbp:manufacturer'], ['dbp:successor']]","['dbo:cpu', 'dbo:manufacturer', 'dbo:successor']",factoid,0.0,0.0,0.0,14,2,3,"[['dbp:manufacturer'], ['dbp:successor']]","['dbo:manufacturer', 'dbo:predecessor', 'dbo:successor']",factoid
36,0.0,0.0,0.0,10,1,3,What are the names of books written by george orwell?,[['dbo:literaryGenre']],"['dbo:author', 'dbo:notableWork', 'dbo:restingPlace']",factoid,0.0,0.0,0.0,10,1,3,[['dbo:literaryGenre']],"['dbo:author', 'dbo:notableWork', 'dbp:author']",factoid
37,0.0,0.0,0.0,8,1,3,what is an work created by jack mcduff,[['dbo:artist']],"['dbo:author', 'dbo:notableWork', 'dbo:writer']",factoid,0.0,0.0,0.0,8,1,3,[['dbo:artist']],"['dbo:creator', 'dbo:producer', 'dbo:writer']",factoid
38,0.5,0.3333333333333333,0.4,12,2,3,What are some team members of the team based in Camp Nou?,"[['dbo:homeStadium'], ['dbp:name']]","['dbo:location', 'dbo:team', 'dbp:name']",factoid,0.5,0.3333333333333333,0.4,12,2,3,"[['dbo:homeStadium'], ['dbp:name']]","['dbo:ground', 'dbo:locationCity', 'dbp:name']",factoid
39,0.5,0.3333333333333333,0.4,5,2,3,Starwood operates in which places?,"[['dbp:operator'], ['dbp:address']]","['dbo:operatedBy', 'dbo:operator', 'dbp:operator']",list,0.0,0.0,0.0,5,2,3,"[['dbp:operator'], ['dbp:address']]","['dbo:broadcastArea', 'dbo:city', 'dbo:location']",list
40,0.0,0.0,0.0,7,1,3,Was Morrissey a member of the Smiths?,[['dbo:formerBandMember']],"['dbo:bandMember', 'dbp:currentMembers', 'dbp:pastMembers']",boolean,0.0,0.0,0.0,7,1,3,[['dbo:formerBandMember']],"['dbo:bandMember', 'dbp:currentMembers', 'dbp:pastMembers']",boolean
41,0.5,0.3333333333333333,0.4,10,2,3,Which awards are presented by the committee located in Stockholm?,"[['dbp:headquarters'], ['dbo:presenter']]","['dbo:country', 'dbo:presenter', 'dbo:restingPlace']",factoid,0.0,0.0,0.0,10,2,3,"[['dbp:headquarters'], ['dbo:presenter']]","['dbo:award', 'dbo:location', 'dbp:awards']",factoid
42,0.5,0.3333333333333333,0.4,15,2,3,Which tenant of New Sanno Hotel is the military branch of the Gary Holder-Winfield ?,"[['dbo:militaryBranch'], ['dbo:tenant']]","['dbo:militaryBranch', 'dbp:branch', 'dbp:office']",factoid,0.5,0.3333333333333333,0.4,15,2,3,"[['dbo:militaryBranch'], ['dbo:tenant']]","['dbo:militaryBranch', 'dbp:battles', 'dbp:mascot']",factoid
43,0.5,0.3333333333333333,0.4,15,2,3,How many other family of the mammals exists  whose family is also Hominidae ?,"[['dbo:family'], ['dbo:family']]","['dbo:family', 'dbo:order', 'dbp:children']",count,0.5,0.3333333333333333,0.4,15,2,3,"[['dbo:family'], ['dbo:family']]","['dbo:family', 'dbo:order', 'dbo:species']",count
44,0.5,0.3333333333333333,0.4,22,2,3,Name the company whose one of the product is Pixar Image Computer and has one of the key person as Edwin Catmull?,"[['dbo:keyPerson'], ['dbo:product']]","['dbo:keyPerson', 'dbp:keyPeople', 'dbp:products']",list,0.0,0.0,0.0,22,2,3,"[['dbo:keyPerson'], ['dbo:product']]","['dbp:keyPeople', 'dbp:products', 'dbp:services']",list
45,0.0,0.0,0.0,12,2,3,Radios on what topics can be tuned in to in Washington DC?,"[['dbo:broadcastArea'], ['dbo:programmeFormat']]","['dbo:deathPlace', 'dbp:music', 'dbp:subject']",list,0.5,0.3333333333333333,0.4,12,2,3,"[['dbo:broadcastArea'], ['dbo:programmeFormat']]","['dbo:instrument', 'dbo:programmeFormat', 'dbp:genre']",list
46,0.0,0.0,0.0,7,1,3,How much carbs does peanut butter have?,[['dbp:carbs']],"['dbo:city', 'dbo:ingredient', 'dbp:country']",factoid,0.0,0.0,0.0,7,1,3,[['dbp:carbs']],"['dbo:class', 'dbo:ingredient', 'dbo:order']",factoid
47,0.0,0.0,0.0,13,2,3,Who are the relatives of the character after which Quagmire's Quagmire was made?,"[['dbo:subsequentWork'], ['dbo:relative']]","['dbo:creator', 'dbo:successor', 'dbp:relatives']",factoid,0.5,0.3333333333333333,0.4,13,2,3,"[['dbo:subsequentWork'], ['dbo:relative']]","['dbo:relation', 'dbo:relative', 'dbp:relatives']",factoid
48,0.5,0.3333333333333333,0.4,19,2,3,"Of all the teams that Andrew Economos played for, which one did Jerrel Jackson play his first game for?","[['dbo:formerTeam'], ['dbo:debutTeam']]","['dbo:formerTeam', 'dbo:team', 'dbp:debutteam']",list,0.5,0.3333333333333333,0.4,19,2,3,"[['dbo:formerTeam'], ['dbo:debutTeam']]","['dbo:formerTeam', 'dbo:team', 'dbp:playedFor']",list
49,0.5,0.3333333333333333,0.4,12,2,3,Which governor of Charles Willing had a child named John Scott ?,"[['dbo:child'], ['dbo:governor']]","['dbo:child', 'dbp:children', 'dbp:governor']",factoid,0.5,0.3333333333333333,0.4,12,2,3,"[['dbo:child'], ['dbo:governor']]","['dbo:child', 'dbo:spouse', 'dbp:children']",factoid
50,0.0,0.0,0.0,6,1,3,Name a city located in yucatan.,[['dbo:isPartOf']],"['dbo:locatedInArea', 'dbo:location', 'dbo:region']",list,0.0,0.0,0.0,6,1,3,[['dbo:isPartOf']],"['dbo:locatedInArea', 'dbo:location', 'dbo:region']",list
51,0.5,0.3333333333333333,0.4,11,2,3,What is the occupation of the band members of The Shirelles?,"[['dbo:associatedMusicalArtist'], ['dbo:occupation']]","['dbo:associatedBand', 'dbo:bandMember', 'dbo:occupation']",factoid,0.5,0.3333333333333333,0.4,11,2,3,"[['dbo:associatedMusicalArtist'], ['dbo:occupation']]","['dbo:instrument', 'dbo:occupation', 'dbp:occupation']",factoid
52,0.5,0.3333333333333333,0.4,13,2,3,What is the common ethnicity of the Maike Evers and Francisco Lachowski ?,"[['dbo:ethnicity'], ['dbo:ethnicity']]","['dbo:ethnicity', 'dbp:ethnicity', 'dbp:religion']",factoid,0.5,0.3333333333333333,0.4,13,2,3,"[['dbo:ethnicity'], ['dbo:ethnicity']]","['dbo:ethnicity', 'dbp:ethnicity', 'dbp:residence']",factoid
53,0.0,0.0,0.0,9,1,3,Give me all breeds of the German Shepherd dog.,[['dbp:breed']],"['dbo:family', 'dbo:honours', 'dbp:mascot']",list,0.0,0.0,0.0,9,1,3,[['dbp:breed']],"['dbo:family', 'dbo:order', 'dbo:species']",list
54,0.5,0.3333333333333333,0.4,14,2,3,What is the ethnicity of the people working for the Philippines house of representatives?,"[['dbo:occupation'], ['dbo:ethnicity']]","['dbo:ethnicity', 'dbp:office', 'dbp:residence']",factoid,0.5,0.3333333333333333,0.4,14,2,3,"[['dbo:occupation'], ['dbo:ethnicity']]","['dbo:ethnicity', 'dbo:residence', 'dbp:ethnicity']",factoid
55,0.5,0.3333333333333333,0.4,10,2,3,"Name the university whose affiliations's foundation place is Washington, D.C.?","[['dbp:affiliations'], ['dbo:foundationPlace']]","['dbo:campus', 'dbp:affiliations', 'dbp:foundation']",list,0.5,0.3333333333333333,0.4,10,2,3,"[['dbp:affiliations'], ['dbo:foundationPlace']]","['dbo:campus', 'dbp:affiliation', 'dbp:affiliations']",list
56,0.5,0.3333333333333333,0.4,11,2,3,Count the number of different religions that field marshals have followed?,"[['dbo:militaryRank'], ['dbo:religion']]","['dbo:profession', 'dbo:religion', 'dbp:fields']",count,0.5,0.3333333333333333,0.4,11,2,3,"[['dbo:militaryRank'], ['dbo:religion']]","['dbo:militaryBranch', 'dbo:religion', 'dbp:religion']",count
57,0.5,0.3333333333333333,0.4,16,2,3,What is the home town of the musical artist who is the current members of Slapstick?,"[['dbp:currentMembers'], ['dbo:hometown']]","['dbo:associatedBand', 'dbo:hometown', 'dbo:instrument']",factoid,0.5,0.3333333333333333,0.4,16,2,3,"[['dbp:currentMembers'], ['dbo:hometown']]","['dbo:associatedBand', 'dbo:hometown', 'dbp:artist']",factoid
58,0.0,0.0,0.0,8,2,3,Where are jockeys in Dubai World Cup from?,"[['dbo:race'], ['dbp:birthPlace']]","['dbo:country', 'dbo:hometown', 'dbo:nationality']",factoid,0.0,0.0,0.0,8,2,3,"[['dbo:race'], ['dbp:birthPlace']]","['dbo:country', 'dbo:hometown', 'dbo:nationality']",factoid
59,0.5,0.3333333333333333,0.4,11,2,3,What is the deathplace of people who have worked in Ethics?,"[['dbp:mainInterests'], ['dbp:placeOfDeath']]","['dbo:deathPlace', 'dbp:deathPlace', 'dbp:placeOfDeath']",factoid,0.5,0.3333333333333333,0.4,11,2,3,"[['dbp:mainInterests'], ['dbp:placeOfDeath']]","['dbo:knownFor', 'dbp:fields', 'dbp:mainInterests']",factoid
60,0.0,0.0,0.0,10,2,3,In which municipalities does the NYC housing authority own buildings?,"[['dbo:owningOrganisation'], ['dbo:municipality']]","['dbo:location', 'dbo:tenant', 'dbp:governingBody']",factoid,0.0,0.0,0.0,10,2,3,"[['dbo:owningOrganisation'], ['dbo:municipality']]","['dbo:location', 'dbo:maintainedBy', 'dbo:tenant']",factoid
61,0.0,0.0,0.0,9,2,3,How many years was the Ford Model T manufactured?,"[['dbo:productionEndYear'], ['dbo:productionStartYear']]","['dbo:child', 'dbo:manufacturer', 'dbo:predecessor']",count,0.0,0.0,0.0,9,2,3,"[['dbo:productionEndYear'], ['dbo:productionStartYear']]","['dbo:class', 'dbo:manufacturer', 'dbo:successor']",count
62,0.0,0.0,0.0,5,1,3,where was saraswathi gora born?,[['dbo:nationality']],"['dbo:birthPlace', 'dbo:hometown', 'dbp:birthPlace']",factoid,0.0,0.0,0.0,5,1,3,[['dbo:nationality']],"['dbo:birthPlace', 'dbo:hometown', 'dbp:birthPlace']",factoid
63,0.0,0.0,0.0,6,1,3,where is el condor pasa from,[['dbo:country']],"['dbo:birthPlace', 'dbo:hometown', 'dbo:nationality']",factoid,0.0,0.0,0.0,6,1,3,[['dbo:country']],"['dbo:birthPlace', 'dbo:hometown', 'dbo:nationality']",factoid
64,0.0,0.0,0.0,6,1,3,When was Alberta admitted as province?,[['dbp:admittancedate']],"['dbo:country', 'dbo:province', 'dbo:type']",factoid,0.0,0.0,0.0,6,1,3,[['dbp:admittancedate']],"['dbo:capital', 'dbo:largestCity', 'dbp:country']",factoid
65,0.5,0.3333333333333333,0.4,10,2,3,Name some people working at someplace owned by News Corp.,"[['dbp:owners'], ['dbo:employer']]","['dbo:employer', 'dbo:occupation', 'dbo:owningCompany']",list,0.0,0.0,0.0,10,2,3,"[['dbp:owners'], ['dbo:employer']]","['dbo:location', 'dbo:owner', 'dbp:owner']",list
66,0.5,0.3333333333333333,0.4,14,2,3,List the origin of the weapons which were used in the American Revolutionary War.,"[['dbo:usedInWar'], ['dbp:origin']]","['dbo:battle', 'dbo:origin', 'dbp:origin']",list,0.0,0.0,0.0,14,2,3,"[['dbo:usedInWar'], ['dbp:origin']]","['dbo:birthPlace', 'dbo:genre', 'dbo:hometown']",list
67,0.0,0.0,0.0,10,1,3,President of Ghana is the leader title of which country?,[['dbp:leaderTitle']],"['dbo:country', 'dbo:leader', 'dbo:leaderName']",list,0.0,0.0,0.0,10,1,3,[['dbp:leaderTitle']],"['dbo:country', 'dbo:leader', 'dbp:allegiance']",list
68,0.5,0.3333333333333333,0.4,11,2,3,Where does the network cofounded by Seewoosagur Ramgoolam air its shows?,"[['dbp:founder'], ['dbp:broadcastArea']]","['dbo:foundedBy', 'dbp:founder', 'dbp:network']",factoid,0.0,0.0,0.0,11,2,3,"[['dbp:founder'], ['dbp:broadcastArea']]","['dbo:network', 'dbp:company', 'dbp:network']",factoid
69,0.5,0.3333333333333333,0.4,18,2,3,"Who  has these major shrines  : Emmitsburg, Maryland and Shrine of St. Elizabeth Ann Bayley Seton?","[['dbo:majorShrine'], ['dbo:majorShrine']]","['dbo:majorShrine', 'dbp:majorShrine', 'dbp:veneratedIn']",factoid,0.0,0.0,0.0,18,2,3,"[['dbo:majorShrine'], ['dbo:majorShrine']]","['dbo:location', 'dbp:placeOfBurial', 'dbp:restingplace']",factoid
70,0.0,0.0,0.0,9,1,3,which asian city showcasts the gloomy salad days program,[['dbo:country']],"['dbo:creator', 'dbo:genre', 'dbp:genre']",factoid,0.0,0.0,0.0,9,1,3,[['dbo:country']],"['dbo:city', 'dbo:location', 'dbp:genre']",factoid
71,0.0,0.0,0.0,7,1,3,Who was on the Apollo 11 mission?,[['dbp:crewMembers']],"['dbo:writer', 'dbp:mission', 'dbp:type']",factoid,0.0,0.0,0.0,7,1,3,[['dbp:crewMembers']],"['dbo:musicComposer', 'dbp:mission', 'dbp:modes']",factoid
72,0.5,0.3333333333333333,0.4,17,2,3,What is the television show with presentator as Ryan Seacrest and theme music composer as Julian Gingell?,"[['dbo:presenter'], ['dbp:themeMusicComposer']]","['dbp:creator', 'dbp:genre', 'dbp:themeMusicComposer']",factoid,0.5,0.3333333333333333,0.4,17,2,3,"[['dbo:presenter'], ['dbp:themeMusicComposer']]","['dbo:musicComposer', 'dbp:creator', 'dbp:themeMusicComposer']",factoid
73,0.0,0.0,0.0,6,1,3,Which county is raynham located in,[['dbo:location']],"['dbo:country', 'dbo:district', 'dbo:isPartOf']",factoid,0.0,0.0,0.0,6,1,3,[['dbo:location']],"['dbo:country', 'dbo:isPartOf', 'dbo:region']",factoid
74,0.0,0.0,0.0,13,2,3,Where is Tahual located which is also the country of Ren Romano ?,"[['dbp:citizenship'], ['dbp:location']]","['dbo:country', 'dbo:region', 'dbp:locationCountry']",factoid,0.0,0.0,0.0,13,2,3,"[['dbp:citizenship'], ['dbp:location']]","['dbo:capital', 'dbo:country', 'dbo:region']",factoid
75,0.0,0.0,0.0,11,1,3,what kind of comdey is not the end of the world,[['dbo:literaryGenre']],"['dbo:class', 'dbo:genre', 'dbo:type']",factoid,0.0,0.0,0.0,11,1,3,[['dbo:literaryGenre']],"['dbo:genre', 'dbo:type', 'dbp:genre']",factoid
76,0.5,0.3333333333333333,0.4,12,2,3,Which genre of books does the writer of The Many Hands write?,"[['dbp:author'], ['dbo:genre']]","['dbo:author', 'dbp:author', 'dbp:writer']",factoid,0.0,0.0,0.0,12,2,3,"[['dbp:author'], ['dbo:genre']]","['dbo:author', 'dbo:literaryGenre', 'dbo:notableWork']",factoid
