,recall,precision,f1,word_count,rel_count,sys_relations,question,gold_relations,system_relations,question_type,cleaned,cluster,x0,x1
3703,0.0,0.0,0.0,16,2,0,Name a queen whose parent is Ptolemy XII Auletes and consort is Ptolemy XIII Theos Philopator?,"[['dbo:parent'], ['dbp:spouse']]",[],list,name queen whose parent ptolemy xii auletes consort ptolemy xiii theos philopator ?,0,-0.01601173563584379,0.06230934959025119
3826,0.0,0.0,0.0,10,1,1,Name an animated cartoon that played on Nickelodeon during 1998-2005,[['dbo:genre']],['dbp:genre'],list,name animated cartoon played nickelodeon 1998-2005,0,-0.004049396141806258,0.08789419490075535
3983,0.0,0.0,0.0,15,2,0,Name the software whose operating system is Mac OS and programming language is C++ ?,"[['dbo:operatingSystem'], ['dbp:programmingLanguage']]",[],list,name software whose operating system mac os programming language c++ ?,0,-0.015274827623690609,0.08673903558788591
4110,0.0,0.0,0.0,12,2,0,Name the common current team of the Shaun Thong and Kaannder ?,"[['dbp:currentTeam'], ['dbp:currentTeam']]",[],list,name common current team shaun thong kaannder ?,0,-0.011013952800290794,0.0897802470235437
4202,0.0,0.0,0.0,20,2,0,Name the licensee of the WRVU who has the affiliation of  Monroe Carell Jr. Children's Hospital at Vanderbilt ?,"[['dbp:affiliation'], ['dbp:licensee']]",[],list,name licensee wrvu affiliation monroe carell jr. children 's hospital vanderbilt ?,0,-0.014912352981913833,0.0737505946022772
4371,0.0,0.0,0.0,22,2,0,Name the office holder who has a child named lori Black and Harvard Westlake school as one of the educational institute ?,"[['dbo:almaMater'], ['dbp:children']]",[],list,name office holder child named lori black harvard westlake school one educational institute ?,0,-0.013614008280174403,0.07165448101084762
4598,0.0,0.0,0.0,14,2,0,Name the people who were in a youth club managed by Luis Enrique ?,"[['dbp:manager'], ['dbp:youthclubs']]",[],list,name people youth club managed luis enrique ?,0,-0.010142184328073447,0.09599960198873078
5177,0.0,0.0,0.0,14,2,0,Name the commanders of military conflicts where Roundhead was one of the commander ?,"[['dbp:commander'], ['dbo:commander']]",[],list,name commanders military conflicts roundhead one commander ?,0,-0.009806072824512988,0.10152162681831599
5266,0.0,0.0,0.0,22,2,0,Name the company whose one of the product is Pixar Image Computer and has one of the key person as Edwin Catmull?,"[['dbo:keyPerson'], ['dbo:product']]",[],list,name company whose one product pixar image computer one key person edwin catmull ?,0,-0.02423877783943234,0.08696903626104831
5376,0.0,0.0,0.0,10,2,1,Name some politicians buried in a place near Orange Virginia?,"[['dbp:restingplace'], ['dbp:nearestCity']]",['dbo:restingPlace'],list,name politicians buried place near orange virginia ?,0,-0.019164016369025,0.11929941203433157
5500,0.0,0.0,0.0,16,2,0,Name the tenant of Ever bank field which has also has player named Dan Shamash ?,"[['dbo:team'], ['dbo:tenant']]",[],list,name tenant ever bank field also player named dan shamash ?,0,-0.018703671546387447,0.07371374652188455
5580,0.0,0.0,0.0,17,2,0,Name the appliance produced by Foxconn and its OS is provided by PlayStation 3 system software ?,"[['dbo:manufacturer'], ['dbp:os']]",[],list,name appliance produced foxconn os provided playstation 3 system software ?,0,-0.013687293631439517,0.08175757142833517
5586,0.0,0.0,0.0,10,1,0,Name few TV shows aired by Prime Time Entertainment Network?,[['dbo:network']],[],list,name tv shows aired prime time entertainment network ?,0,-0.017693531870249458,0.10557944886217097
5756,0.0,0.0,0.0,14,2,0,Give me the name of the organization hqed at  Chaeng Watthana Govt Complex?,"[['dbo:headquarter'], ['dbp:agencyName']]",[],list,give name organization hqed chaeng watthana govt complex ?,0,-0.012182704742482014,0.08041146488525062
6310,0.0,0.0,0.0,20,2,0,Name the line of the Vadodara Junction railway station which is also the  hub airport of the Pawan Hans?,"[['dbo:hubAirport'], ['dbp:line']]",[],list,name line vadodara junction railway station also hub airport pawan hans ?,0,-0.014463987939705594,0.07377323759057483
6324,0.0,0.0,0.0,15,2,0,Name the fictional character who was in Terminator and portrayer is Terminator 2: Judgment Day?,"[['dbo:portrayer'], ['dbo:series']]",[],list,name fictional character terminator portrayer terminator 2 : judgment day ?,0,-0.01316141537610846,0.07819245991302488
6420,0.0,0.0,0.0,10,2,0,Name the sitcoms whose network's owning company is Chris-Craft Industries?,"[['dbo:network'], ['dbo:owningCompany']]",[],list,name sitcoms whose network 's owning company chris-craft industries ?,0,-0.015900566181957624,0.08291680707897535
6464,0.0,0.0,0.0,21,2,0,Name a scientist whose official residence is Cape Town and also won a gold medal at the Royal Astronomical Society ?,"[['dbp:prizes'], ['dbp:residence']]",[],list,name scientist whose official residence cape town also gold medal royal astronomical society ?,0,-0.016497966769443387,0.07385881691792195
6493,0.0,0.0,0.0,9,1,0,Name the serving line of Daund Junction railway station?,[['dbo:servingRailwayLine']],[],list,name serving line daund junction railway station ?,0,-0.00850977255041543,0.09513541348081739
6686,0.0,0.0,0.0,10,1,0,Name an architect famous for the sever hall in Massachusetts.,[['dbo:architect']],[],list,name architect famous sever hall massachusetts .,0,-0.010590341873872994,0.12593238239877041
6754,0.0,0.0,0.0,9,1,0,Name a film based on a nora roberts novel,[['dbo:writer']],[],list,name film based nora roberts novel,0,-0.018218751160685998,0.11414403019716814
6898,0.0,0.0,0.0,14,1,0,What is the name of the crater on the moon named for georg ohm?,[['dbp:namedafter']],[],factoid,name crater moon named georg ohm ?,0,-0.008524346134670124,0.09961939346927214
7020,0.0,0.0,0.0,10,2,0,Name some people working at someplace owned by News Corp.,"[['dbp:owners'], ['dbo:employer']]",[],list,name people working someplace owned news corp .,0,-0.011370304562221888,0.0925047730838927
7187,0.0,0.0,0.0,7,1,1,What company produced code name: the cleaner?,[['dbo:distributor']],['dbp:studio'],factoid,company produced code name : cleaner ?,0,-0.013361364954462404,0.1275309593503157
7369,0.0,0.0,0.0,11,1,1,What is the name of a company that creates board games,[['dbo:industry']],['dbo:publisher'],factoid,name company creates board games,0,-0.0032681124584809486,0.13038967425147951
7497,0.0,0.0,0.0,15,2,0,Name the partners of the models whose one of the partner is Thom Evans ?,"[['dbo:partner'], ['dbo:partner']]",[],list,name partners models whose one partner thom evans ?,0,-0.010660263549639271,0.09015899669710228
7573,0.0,0.0,0.0,14,2,1,Name the common distributing label of the Chinga Chang Records and StandBy Records ?,"[['dbo:distributingLabel'], ['dbo:distributingLabel']]",['dbp:label'],list,name common distributing label chinga chang records standby records ?,0,-0.009330076679618193,0.09944776775788954
7695,0.0,0.0,0.0,11,2,0,Name some shows whose company is owned by the CBS Corporation?,"[['dbp:company'], ['dbo:owner']]",[],list,name shows whose company owned cbs corporation ?,0,-0.012888790949404701,0.10798829714725801
7715,0.0,0.0,0.0,12,1,0,What is the name of the homeground of football team Panionios G.S.S.?,[['dbo:ground']],[],factoid,name homeground football team panionios g.s.s . ?,0,-0.014332676400218467,0.08553374432724756
7895,0.0,0.0,0.0,16,2,0,Name the states which have been billed by the wrestlers who has also billed Georgia ?,"[['dbp:billed'], ['dbp:billed']]",[],list,name states billed wrestlers also billed georgia ?,0,-0.018657399179301,0.10680720734470013
7909,0.0,0.0,0.0,12,2,1,Name the veneration of the monarch who is the predecessor of Solomon?,"[['dbp:predecessor'], ['dbp:veneratedIn']]",['dbp:successor'],list,name veneration monarch predecessor solomon ?,0,-0.006555279028425535,0.11136547434407898
7932,0.0,0.0,0.0,10,2,0,"Name the university whose affiliations's foundation place is Washington, D.C.?","[['dbp:affiliations'], ['dbo:foundationPlace']]",[],list,"name university whose affiliations 's foundation place washington , d.c. ?",0,-0.019931984084918697,0.12212701189957015
7966,0.0,0.0,0.0,14,2,1,Name the television show whose creator is Simon Fuller and presented by Ryan Seacrest?,"[['dbo:presenter'], ['dbp:creator']]",['dbo:creator'],list,name television show whose creator simon fuller presented ryan seacrest ?,0,-0.012750399188330494,0.08029635930640819
8229,0.0,0.0,0.0,10,1,0,What is the name of the autonomous region in autonomous?,"[['dbo:locatedInArea', 'dbo:city', 'dbo:country', 'dbo:isPartOf', 'dbo:location', 'dbo:region']]",[],factoid,name autonomous region autonomous ?,0,-0.0072681344847585405,0.1109116748501511
8513,0.0,0.0,0.0,12,2,0,Name the common managing club of the Ivan Toplak and Bret Simon?,"[['dbo:managerClub'], ['dbo:managerClub']]",[],list,name common managing club ivan toplak bret simon ?,0,-0.011266458013872391,0.08374359620687657
8537,0.0,0.0,0.0,7,1,0,Name the university of Alexandre Tichonov ?,[['dbp:university']],[],list,name university alexandre tichonov ?,0,-0.005686833549218391,0.13225603362512073
8863,0.0,0.0,0.0,12,1,0,Name the home ground of  2015 Fort Lauderdale Strikers season ?,[['dbo:ground']],[],list,name home ground 2015 fort lauderdale strikers season ?,0,-0.011491248092187267,0.08194630672305502
8885,0.0,0.0,0.0,14,2,0,Name the movie written by Monty Python and distributed by Cinema International Corporation ?,"[['dbo:distributor'], ['dbp:writer']]",[],list,name movie written monty python distributed cinema international corporation ?,0,-0.01591174316855689,0.08483801340930364
8950,0.0,0.0,0.0,16,2,0,Name the TV show whose opening theme is Gary Portnoy and the subsequent work is Frasier?,"[['dbo:openingTheme'], ['dbo:subsequentWork']]",[],list,name tv show whose opening theme gary portnoy subsequent work frasier ?,0,-0.011355262678188337,0.07790140161914243
9075,0.0,0.0,0.0,10,1,0,"What is the name of a Galva, Illinois high school?",[['dbo:type']],[],factoid,"name galva , illinois high school ?",0,-0.004722985889560002,0.12448401716174663
9133,0.0,0.0,0.0,12,2,0,List the name of the soccer clubs whose chairman is Joan Laporta.,"[['dbo:chairman'], ['dbp:name']]",[],list,list name soccer clubs whose chairman joan laporta .,0,-0.013779593884524708,0.08122929112240813
9156,0.0,0.0,0.0,9,1,1,name the races where bobby beasley took part ?,[['dbo:race']],['dbp:race'],list,name races bobby beasley took part ?,0,-0.00756065221512796,0.10833341712495187
9213,0.0,0.0,0.0,11,2,0,Name the companies which are in cities under Denzil Minnan Wong?,"[['dbo:locationCity'], ['dbp:leaderName']]",[],list,name companies cities denzil minnan wong ?,0,-0.010316466419170762,0.10255675518270574
9261,0.0,0.0,0.0,7,2,1,Name some books by Spanish speaking authors.,"[['dbp:language'], ['dbp:author']]",['dbo:author'],list,name books spanish speaking authors .,0,-0.006185393837091055,0.11428575412147951
9377,0.0,0.0,0.0,8,1,0,Name the mouth country of Upper Neretva ?,[['dbo:mouthCountry']],[],list,name mouth country upper neretva ?,0,-0.020434007357006848,0.12457390896112877
9547,0.0,0.0,0.0,17,2,0,Name the office holder with predecessor as Samuel W. McCall and office in Massachusetts House of Representatives?,"[['dbp:office'], ['dbp:predecessor']]",[],list,name office holder predecessor samuel w. mccall office massachusetts house representatives ?,0,-0.014545282264038607,0.0785804332792691
9741,0.0,0.0,0.0,17,2,0,Name some people who are buried in a place governed by the US Department of the Interior?,"[['dbp:restingplace'], ['dbp:governingBody']]",[],list,name people buried place governed us department interior ?,0,-0.02136455158123627,0.10355707658303913
9917,0.0,0.0,0.0,10,2,0,Name the fictional character whose voice's animator is Hardie Gramatky?,"[['dbo:voice'], ['dbp:animator']]",[],list,name fictional character whose voice 's animator hardie gramatky ?,0,-0.013219529254210929,0.09446309356433887
9969,0.0,0.0,0.0,16,2,0,Name the president who has relations with Clinton family and had a lieutenant named Winston Bryant?,"[['dbo:lieutenant'], ['dbo:relation']]",[],list,name president relations clinton family lieutenant named winston bryant ?,0,-0.014153634640496963,0.0773163814954609
10066,0.0,0.0,0.0,7,1,0,Name the wine regions of Baco noir?,[['dbo:wineRegion']],[],list,name wine regions baco noir ?,0,-0.007325353575007022,0.10326770044558226
10080,0.0,0.0,0.0,19,2,0,"Name the writer whose one of the notable work is Adventures of Huckleberry Finn and died in Redding, Connecticut?","[['dbo:deathPlace'], ['dbo:notableWork']]",[],list,"name writer whose one notable work adventures huckleberry finn died redding , connecticut ?",0,-0.018689507393788187,0.08637072522085155
10144,0.0,0.0,0.0,15,2,0,Name the military conflict whose commander was Colin Powell and took place in israel ?,"[['dbo:commander'], ['dbo:place']]",[],list,name military conflict whose commander colin powell took place israel ?,0,-0.022942987414431057,0.09514679574036128
10226,0.0,0.0,0.0,21,2,0,What  is the meaning of the Isa (name) which is also a relegion of Sacred Heart Convent School (Bangkok) ?,"[['dbp:meaning'], ['dbo:type']]",[],factoid,meaning isa ( name ) also relegion sacred heart convent school ( bangkok ) ?,0,-0.01254572304540033,0.0701568983607867
