,recall,precision,f1,word_count,rel_count,sys_relations,question,gold_relations,system_relations,question_type,cleaned,cluster,x0,x1
1223,0.0,0.0,0.0,9,1,1,Name a military leader from the battle of culloden,[['dbo:battle']],['dbo:place'],list,name military leader battle culloden,0,-0.007515375711103413,0.12735437139205433
1268,0.5,1.0,0.6666666666666666,16,2,1,Name the television show with opening theme as Te Deum and is composed by Marc-Antoine Charpentier?,"[['dbo:openingTheme'], ['dbp:themeMusicComposer']]",['dbp:themeMusicComposer'],list,name television show opening theme te deum composed marc-antoine charpentier ?,0,-0.01111690586730898,0.07059973511420393
1370,1.0,1.0,1.0,11,1,1,what is the name of a  left fielder baseball player,[['dbo:position']],['dbo:position'],factoid,name left fielder baseball player,0,-0.0137256575522941,0.11291872552052448
1380,1.0,1.0,1.0,10,1,1,"what's the name of a high school in independence, missouri",[['dbo:type']],['dbo:type'],list,"'s name high school independence , missouri",0,-0.00505178091500454,0.12587480344325322
1401,0.0,0.0,0.0,8,1,1,Name a game published by delta tao software?,[['dbo:developer']],['dbo:publisher'],list,name game published delta tao software ?,0,-0.008014054750139162,0.11207409949873835
1727,0.0,0.0,0.0,15,2,0,Name a few whose live in a place where Indian English is an official language,"[['dbo:officialLanguage'], ['dbo:residence']]",[],list,name whose live place indian english official language,0,-0.017293353703003146,0.12195067307237052
1731,1.0,1.0,1.0,7,1,1,Name a song composed by mike shinoda.,[['dbo:writer']],['dbo:writer'],list,name song composed mike shinoda .,0,-0.005098781125004453,0.1327553379610498
1799,1.0,1.0,1.0,11,1,1,what is the name of the croatian amphitheatre with roman architecture,[['dbo:architecturalStyle']],['dbo:architecturalStyle'],factoid,name croatian amphitheatre roman architecture,0,-0.006477817427934258,0.11112196684734055
1826,0.0,0.0,0.0,13,2,0,Name a fictional character whose relative is Uncle Henry and species is Human?,"[['dbo:relative'], ['dbo:species']]",[],list,name fictional character whose relative uncle henry species human ?,0,-0.014046448355702002,0.0878820711371385
2052,0.0,0.0,0.0,13,1,1,what is the name of the production company that released fright night ii?,[['dbo:distributor']],['dbp:studio'],factoid,name production company released fright night ii ?,0,-0.004232853847216055,0.11069960736776056
2058,1.0,1.0,1.0,12,1,2,Whats the name of a lake thats in glacier national park (u.s.),"[['dbo:locatedInArea', 'dbo:location']]","['dbo:locatedInArea', 'dbo:location']",factoid,whats name lake thats glacier national park ( u.s . ),0,-0.006437715432367574,0.12373070884211489
2077,1.0,1.0,1.0,7,1,1,Name a work written by jhumpa lahiri,"[['dbo:author', 'dbo:notableWork']]",['dbo:author'],list,name work written jhumpa lahiri,0,-0.009731243220031265,0.1250044964484791
2126,0.0,0.0,0.0,11,1,0,Name the home Stadium of Kenya national under-20 football team ?,[['dbp:homeStadium']],[],list,name home stadium kenya national under-20 football team ?,0,-0.019923358096675288,0.05835645217107768
2159,0.0,0.0,0.0,10,1,1,What is the country whose leader name is Grard Larcher?,[['dbp:leaderName']],['dbo:leader'],factoid,country whose leader name grard larcher ?,0,-0.02201274082595402,0.1155488211384275
2173,1.0,1.0,1.0,10,1,1,Name a song that siouxsie sioux wrote the lyrics for.,[['dbo:writer']],['dbo:writer'],list,name song siouxsie sioux wrote lyrics .,0,-0.01805834804077099,0.11461080729129343
2275,0.0,0.0,0.0,20,2,0,Name the scientist whose supervisor was John Robert Woodyard and has won Norbert Wiener Award for Social and Professional Responsibility?,"[['dbp:doctoralAdvisor'], ['dbp:prizes']]",[],list,name scientist whose supervisor john robert woodyard norbert wiener award social professional responsibility ?,0,-0.02017667071102544,0.06607013515761216
2367,0.0,0.0,0.0,10,1,0,Name the movies writtten by the group Monty Python ?,[['dbp:writer']],[],list,name movies writtten group monty python ?,0,-0.005649402463028121,0.10435642195509545
2373,1.0,1.0,1.0,9,1,1,"Name the son of the Fulk, King of Jerusalem.",[['dbo:parent']],['dbo:parent'],list,"name son fulk , king jerusalem .",0,-0.00539756184229553,0.11459305802235589
2503,1.0,1.0,1.0,8,1,1,Name a composition by andrew william harvey taylor,[['dbo:writer']],['dbo:writer'],list,name composition andrew william harvey taylor,0,-0.00955404828674255,0.11319986342489965
2710,1.0,0.5,0.6666666666666666,8,1,2,Name the awards won by Elie Wiesel ?,[['dbp:awards']],"['dbo:award', 'dbp:awards']",list,name awards elie wiesel ?,0,-0.0041440555157214965,0.12824692463754217
2761,0.5,1.0,0.6666666666666666,8,2,1,Name some sports played in institutions of Maharashtra?,"[['dbp:state'], ['dbo:sport']]",['dbo:sport'],list,name sports played institutions maharashtra ?,0,-0.0007728013594815509,0.11551991556677817
2772,1.0,1.0,1.0,7,1,1,Name the biography written by Milton Meltzer?,[['dbo:literaryGenre']],['dbo:literaryGenre'],list,name biography written milton meltzer ?,0,-0.00893078906732837,0.1221594639636838
2958,1.0,1.0,1.0,12,1,1,what's the name of a german ace fighter from world war ii,[['dbo:battle']],['dbo:battle'],list,'s name german ace fighter world war ii,0,-0.006887316373547763,0.1033573929210897
3021,1.0,0.6666666666666666,0.8,6,1,3,"Name a dam in bundaberg, queensland","[['dbo:city', 'dbo:location']]","['dbo:city', 'dbo:country', 'dbo:location']",list,"name dam bundaberg , queensland",0,-0.004233319781890945,0.12237382502861557
3162,0.0,0.0,0.0,13,2,0,Name the subsidary of Tandem Computers which was founded by Jim Harris ?,"[['dbo:foundedBy'], ['dbo:subsidiary']]",[],list,name subsidary tandem computers founded jim harris ?,0,-0.011702675941968959,0.09078275083223637
3273,1.0,1.0,1.0,8,1,1,Name a player who plays pitcher in baseball.,[['dbo:position']],['dbo:position'],list,name player plays pitcher baseball .,0,-0.006120688631495908,0.12636240896951528
3299,1.0,0.14285714285714285,0.25,11,1,7,"what  is the name of a province in dello, lombardy",[['dbo:country']],"['dbo:city', 'dbo:country', 'dbo:isPartOf', 'dbo:locatedInArea', 'dbo:location', 'dbo:region', 'dbo:state']",factoid,"name province dello , lombardy",0,-0.005793868744999201,0.13269454770087794
3302,0.0,0.0,0.0,15,2,0,What is the settlement whose neighboring municipalities is Lancy and mayor name is Esther Alder?,"[['dbo:mayor'], ['dbp:neighboringMunicipalities']]",[],factoid,settlement whose neighboring municipalities lancy mayor name esther alder ?,0,-0.013265434251705907,0.07808213008716705
3311,1.0,1.0,1.0,12,1,1,What is the name of a game in the action-adventure game category,[['dbo:genre']],['dbo:genre'],factoid,name game action-adventure game category,0,-0.004614114790032713,0.11816888155867315
3421,1.0,1.0,1.0,12,1,1,What is the name of a game developed by free radical design,[['dbo:developer']],['dbo:developer'],factoid,name game developed free radical design,0,-0.009607263928162853,0.10730840689433539
3487,0.0,0.0,0.0,15,2,0,What was founded by pina Records which has name of Geography of Puerto Rico ?,"[['dbp:name'], ['dbp:founded']]",[],factoid,founded pina records name geography puerto rico ?,0,-0.009469358778238473,0.10446066531444025
3547,0.0,0.0,0.0,16,2,0,Name the officeholder who hasa child named Augustus and has an associate named Marcus Bibulus ?,"[['dbo:associate'], ['dbp:children']]",[],list,name officeholder hasa child named augustus associate named marcus bibulus ?,0,-0.01599183377885812,0.07230798085191861
3602,1.0,1.0,1.0,17,1,1,what is the name of a general in the Bosnian army who participated in the operation tiger,[['dbo:battle']],['dbo:battle'],factoid,name general bosnian army participated operation tiger,0,-0.008638167514098682,0.0920299830536771
3685,0.0,0.0,0.0,19,2,1,Name the office holder who has a child named Lori Black and resting place is Alta Mesa Memorial Park?,"[['dbo:child'], ['dbp:restingPlace']]",['dbp:children'],list,name office holder child named lori black resting place alta mesa memorial park ?,0,-0.019783139063167397,0.07704008773788028
3703,0.0,0.0,0.0,16,2,0,Name a queen whose parent is Ptolemy XII Auletes and consort is Ptolemy XIII Theos Philopator?,"[['dbo:parent'], ['dbp:spouse']]",[],list,name queen whose parent ptolemy xii auletes consort ptolemy xiii theos philopator ?,0,-0.01601173563584379,0.06230934959025119
3826,0.0,0.0,0.0,10,1,1,Name an animated cartoon that played on Nickelodeon during 1998-2005,[['dbo:genre']],['dbp:genre'],list,name animated cartoon played nickelodeon 1998-2005,0,-0.004049396141806258,0.08789419490075535
3983,0.0,0.0,0.0,15,2,0,Name the software whose operating system is Mac OS and programming language is C++ ?,"[['dbo:operatingSystem'], ['dbp:programmingLanguage']]",[],list,name software whose operating system mac os programming language c++ ?,0,-0.015274827623690609,0.08673903558788591
4110,0.0,0.0,0.0,12,2,0,Name the common current team of the Shaun Thong and Kaannder ?,"[['dbp:currentTeam'], ['dbp:currentTeam']]",[],list,name common current team shaun thong kaannder ?,0,-0.011013952800290794,0.0897802470235437
4192,1.0,0.5,0.6666666666666666,10,1,4,Name the river that flows through harghita county in Romania,"[['dbo:isPartOf', 'dbo:location']]","['dbo:isPartOf', 'dbo:locatedInArea', 'dbo:location', 'dbo:region']",list,name river flows harghita county romania,0,-0.023786398643710217,0.12364436813118379
4202,0.0,0.0,0.0,20,2,0,Name the licensee of the WRVU who has the affiliation of Monroe Carell Jr. Children's Hospital at Vanderbilt ?,"[['dbp:affiliation'], ['dbp:licensee']]",[],list,name licensee wrvu affiliation monroe carell jr. children 's hospital vanderbilt ?,0,-0.014912352981913833,0.0737505946022772
4371,0.0,0.0,0.0,22,2,0,Name the office holder who has a child named lori Black and Harvard Westlake school as one of the educational institute ?,"[['dbo:almaMater'], ['dbp:children']]",[],list,name office holder child named lori black harvard westlake school one educational institute ?,0,-0.013614008280174403,0.07165448101084762
4398,1.0,1.0,1.0,14,1,1,whats the name of a baseball player who plays as a  right fielder,[['dbo:position']],['dbo:position'],factoid,whats name baseball player plays right fielder,0,-0.0047335315904717635,0.1101344093217211
4408,1.0,1.0,1.0,11,1,1,whats the name of the game series silent hill: the escape,[['dbo:series']],['dbo:series'],factoid,whats name game series silent hill : escape,0,-0.0030340085955586093,0.12620267908764082
4532,1.0,1.0,1.0,9,1,1,"What is the name of forrest mars, sr.'s child?",[['dbo:parent']],['dbo:parent'],factoid,"name forrest mars , sr. 's child ?",0,-0.007052478050053483,0.11577642157111491
4545,1.0,1.0,1.0,8,1,1,Name a film produced by 20th Century Fox.,[['dbo:distributor']],['dbo:distributor'],list,name film produced 20th century fox .,0,-0.020894772664000572,0.11438410391958795
4598,0.0,0.0,0.0,14,2,0,Name the people who were in a youth club managed by Luis Enrique ?,"[['dbp:manager'], ['dbp:youthclubs']]",[],list,name people youth club managed luis enrique ?,0,-0.010142184328073447,0.09599960198873078
4647,1.0,1.0,1.0,10,1,1,Name a japanese multiplayer video game released in Super Famicon.,[['dbp:modes']],['dbp:modes'],list,name japanese multiplayer video game released super famicon .,0,-0.0019906296083468658,0.09647168322110843
4783,1.0,1.0,1.0,11,1,1,What is the name of the composer that wrote mama tried,[['dbo:writer']],['dbo:writer'],factoid,name composer wrote mama tried,0,-0.010079336995718724,0.12369157968292323
4936,1.0,1.0,1.0,8,1,1,name the mountain range of Le Gibloux ?,[['dbo:mountainRange']],['dbo:mountainRange'],list,name mountain range le gibloux ?,0,-0.009260547278731662,0.13215865294474513
5103,1.0,1.0,1.0,11,1,1,Name the Family Guy spin off show that seth macfarlane created,[['dbo:creator']],['dbo:creator'],list,name family guy spin show seth macfarlane created,0,-0.009205518014684782,0.086239354986671
5105,1.0,1.0,1.0,13,1,1,Name a gameplay mode in the game socom: u.s. navy seals tactical strike,[['dbp:modes']],['dbp:modes'],list,name gameplay mode game socom : u.s. navy seals tactical strike,0,-0.014594355440408121,0.07693939161259496
5177,0.0,0.0,0.0,14,2,0,Name the commanders of military conflicts where Roundhead was one of the commander ?,"[['dbp:commander'], ['dbo:commander']]",[],list,name commanders military conflicts roundhead one commander ?,0,-0.009806072824512988,0.10152162681831599
5266,0.0,0.0,0.0,22,2,0,Name the company whose one of the product is Pixar Image Computer and has one of the key person as Edwin Catmull?,"[['dbo:keyPerson'], ['dbo:product']]",[],list,name company whose one product pixar image computer one key person edwin catmull ?,0,-0.02423877783943234,0.08696903626104831
5376,0.0,0.0,0.0,10,2,1,Name some politicians buried in a place near Orange Virginia?,"[['dbp:restingplace'], ['dbp:nearestCity']]",['dbo:restingPlace'],list,name politicians buried place near orange virginia ?,0,-0.019164016369025,0.11929941203433157
5417,1.0,1.0,1.0,11,1,1,What is the name of a film made by relativity media,[['dbo:distributor']],['dbo:distributor'],factoid,name film made relativity media,0,-0.013042460867007173,0.12883278841202553
5431,1.0,1.0,1.0,8,1,1,Name the alma mater of Michael hahn ?,[['dbo:almaMater']],['dbo:almaMater'],list,name alma mater michael hahn ?,0,-0.00707776337699005,0.12346845692034644
5500,0.0,0.0,0.0,16,2,0,Name the tenant of Ever bank field which has also has player named Dan Shamash ?,"[['dbo:team'], ['dbo:tenant']]",[],list,name tenant ever bank field also player named dan shamash ?,0,-0.018703671546387447,0.07371374652188455
5580,0.0,0.0,0.0,17,2,0,Name the appliance produced by Foxconn and its OS is provided by PlayStation 3 system software ?,"[['dbo:manufacturer'], ['dbp:os']]",[],list,name appliance produced foxconn os provided playstation 3 system software ?,0,-0.013687293631439517,0.08175757142833517
5586,0.0,0.0,0.0,10,1,0,Name few TV shows aired by Prime Time Entertainment Network?,[['dbo:network']],[],list,name tv shows aired prime time entertainment network ?,0,-0.017693531870249458,0.10557944886217097
5622,1.0,1.0,1.0,14,1,1,What is the name of a game that was published by sce studio liverpool?,[['dbo:publisher']],['dbo:publisher'],factoid,name game published sce studio liverpool ?,0,-0.007606306556528257,0.11839615625934395
5736,1.0,1.0,1.0,7,1,1,Name a film directed by shaji kailas,[['dbo:director']],['dbo:director'],list,name film directed shaji kailas,0,-0.023579978548897457,0.12468842264215763
5737,1.0,1.0,1.0,10,1,1,name a language that falls under the germanic languages family,[['dbo:languageFamily']],['dbo:languageFamily'],list,name language falls germanic languages family,0,-0.011863321501332309,0.11110964772138265
5756,0.0,0.0,0.0,14,2,0,Give me the name of the organization hqed at  Chaeng Watthana Govt Complex?,"[['dbo:headquarter'], ['dbp:agencyName']]",[],list,give name organization hqed chaeng watthana govt complex ?,0,-0.012182704742482014,0.08041146488525062
5845,1.0,1.0,1.0,8,1,1,Name some comic characters created by Bruce Timm?,[['dbo:creator']],['dbo:creator'],list,name comic characters created bruce timm ?,0,-0.0069350251389754605,0.10856199737827535
6016,1.0,1.0,1.0,7,1,1,Name an area that hurricane ivan affected?,[['dbp:areas']],['dbp:areas'],list,name area hurricane ivan affected ?,0,-0.00802350208911842,0.12709810424024026
6089,1.0,1.0,1.0,5,1,1,Name an officer (armed forces),[['dbo:occupation']],['dbo:occupation'],list,name officer ( armed forces ),0,-0.0028921701633756124,0.1303584199024239
6116,1.0,0.5,0.6666666666666666,13,1,2,what is the name of an independent Catholic girls' secondary school in Vancouver,[['dbo:type']],"['dbo:city', 'dbo:type']",factoid,name independent catholic girls ' secondary school vancouver,0,-0.00914490376032908,0.09636807724322556
6209,1.0,0.5,0.6666666666666666,9,1,6,Name a unitary authority found in South East England?,"[['dbo:country', 'dbo:region', 'dbo:isPartOf', 'dbo:location']]","['dbo:city', 'dbo:country', 'dbo:locatedInArea', 'dbo:location', 'dbo:region', 'dbo:state']",list,name unitary authority found south east england ?,0,-0.013261217762229731,0.10833656504309884
6310,0.0,0.0,0.0,20,2,0,Name the line of the Vadodara Junction railway station which is also the  hub airport of the Pawan Hans?,"[['dbo:hubAirport'], ['dbp:line']]",[],list,name line vadodara junction railway station also hub airport pawan hans ?,0,-0.014463987939705594,0.07377323759057483
6324,0.0,0.0,0.0,15,2,0,Name the fictional character who was in Terminator and portrayer is Terminator 2: Judgment Day?,"[['dbo:portrayer'], ['dbo:series']]",[],list,name fictional character terminator portrayer terminator 2 : judgment day ?,0,-0.01316141537610846,0.07819245991302488
6420,0.0,0.0,0.0,10,2,0,Name the sitcoms whose network's owning company is Chris-Craft Industries?,"[['dbo:network'], ['dbo:owningCompany']]",[],list,name sitcoms whose network 's owning company chris-craft industries ?,0,-0.015900566181957624,0.08291680707897535
6464,0.0,0.0,0.0,21,2,0,Name a scientist whose official residence is Cape Town and also won a gold medal at the Royal Astronomical Society ?,"[['dbp:prizes'], ['dbp:residence']]",[],list,name scientist whose official residence cape town also gold medal royal astronomical society ?,0,-0.016497966769443387,0.07385881691792195
6484,1.0,1.0,1.0,11,1,1,what's the name of a movie that samuel z. arkoff produced,[['dbo:producer']],['dbo:producer'],list,'s name movie samuel z. arkoff produced,0,-0.011753867606905544,0.12982945827759101
6493,0.0,0.0,0.0,9,1,0,Name the serving line of Daund Junction railway station?,[['dbo:servingRailwayLine']],[],list,name serving line daund junction railway station ?,0,-0.00850977255041543,0.09513541348081739
6612,1.0,1.0,1.0,11,1,1,What is the name of a film that michael kahn edited,[['dbo:editing']],['dbo:editing'],factoid,name film michael kahn edited,0,-0.018662391192952644,0.13164038733083439
6620,1.0,1.0,1.0,9,1,2,what's the name of one of ghassan tueni's parents,"[['dbo:parent', 'dbo:child']]","['dbo:child', 'dbo:parent']",list,'s name one ghassan tueni 's parents,0,-0.00470878957491737,0.11803701543494273
6686,0.0,0.0,0.0,10,1,0,Name an architect famous for the sever hall in Massachusetts.,[['dbo:architect']],[],list,name architect famous sever hall massachusetts .,0,-0.010590341873872994,0.12593238239877041
6705,1.0,1.0,1.0,8,1,1,Name the office holder whose constituency is Haight-Ashbury?,[['dbp:constituency']],['dbp:constituency'],list,name office holder whose constituency haight-ashbury ?,0,-0.010213046421231864,0.09894058676166506
6754,0.0,0.0,0.0,9,1,0,Name a film based on a nora roberts novel,[['dbo:writer']],[],list,name film based nora roberts novel,0,-0.018218751160685998,0.11414403019716814
6785,1.0,1.0,1.0,9,1,1,Name an Indian serial killer executed under capital punishment.,[['dbo:deathCause']],['dbo:deathCause'],list,name indian serial killer executed capital punishment .,0,-0.011341591820527883,0.08615648507109781
6898,0.0,0.0,0.0,14,1,0,What is the name of the crater on the moon named for georg ohm?,[['dbp:namedafter']],[],factoid,name crater moon named georg ohm ?,0,-0.008524346134670124,0.09961939346927214
7020,0.0,0.0,0.0,10,2,0,Name some people working at someplace owned by News Corp.,"[['dbp:owners'], ['dbo:employer']]",[],list,name people working someplace owned news corp .,0,-0.011370304562221888,0.0925047730838927
7056,1.0,1.0,1.0,9,1,1,Name the constituency of  Jonas Gahr Stre ?,[['dbp:constituency']],['dbp:constituency'],list,name constituency jonas gahr stre ?,0,-0.007055739071977447,0.10540134584241588
7187,0.0,0.0,0.0,7,1,1,What company produced code name: the cleaner?,[['dbo:distributor']],['dbp:studio'],factoid,company produced code name : cleaner ?,0,-0.013361364954462404,0.1275309593503157
7266,1.0,1.0,1.0,8,1,2,Name a tv episode written by bryan fuller?,"[['dbo:writer', 'dbp:writer']]","['dbo:writer', 'dbp:writer']",list,name tv episode written bryan fuller ?,0,-0.01031232869249714,0.11799400286753295
7342,1.0,1.0,1.0,11,1,2,What is the name of a high school in chula vista,"[['dbo:city', 'dbo:isPartOf', 'dbo:location']]","['dbo:city', 'dbo:location']",factoid,name high school chula vista,0,-0.005123602697366835,0.11810552346949356
7355,1.0,1.0,1.0,6,1,2,Name one of mariska hargitay's parents.,"[['dbo:parent', 'dbo:child']]","['dbo:child', 'dbo:parent']",list,name one mariska hargitay 's parents .,0,-0.004708789574917378,0.1180370154349429
7369,0.0,0.0,0.0,11,1,1,What is the name of a company that creates board games,[['dbo:industry']],['dbo:publisher'],factoid,name company creates board games,0,-0.0032681124584809486,0.13038967425147951
7391,1.0,1.0,1.0,10,1,1,Name someone who contributed to the film isaac bashevis singer,[['dbo:writer']],['dbo:writer'],list,name someone contributed film isaac bashevis singer,0,-0.022034441220959967,0.12862943070761754
7497,0.0,0.0,0.0,15,2,0,Name the partners of the models whose one of the partner is Thom Evans ?,"[['dbo:partner'], ['dbo:partner']]",[],list,name partners models whose one partner thom evans ?,0,-0.010660263549639271,0.09015899669710228
7529,1.0,1.0,1.0,12,1,1,what's the name of a battle that george armstrong custer participated in,[['dbo:battle']],['dbo:battle'],list,'s name battle george armstrong custer participated,0,-0.012205983355722379,0.10452012327657996
7573,0.0,0.0,0.0,14,2,1,Name the common distributing label of the Chinga Chang Records and StandBy Records ?,"[['dbo:distributingLabel'], ['dbo:distributingLabel']]",['dbp:label'],list,name common distributing label chinga chang records standby records ?,0,-0.009330076679618193,0.09944776775788954
7628,1.0,1.0,1.0,8,1,1,Name a popular racing game for the Xbox.,[['dbo:genre']],['dbo:genre'],list,name popular racing game xbox .,0,-0.002422843483102184,0.12722783084626224
7676,1.0,1.0,1.0,12,1,1,Where in the United States did trip hop artist nile come from?,[['dbo:hometown']],['dbo:hometown'],factoid,united states trip hop artist nile come ?,0,0.00013974804436253728,0.06471761253929388
7695,0.0,0.0,0.0,11,2,0,Name some shows whose company is owned by the CBS Corporation?,"[['dbp:company'], ['dbo:owner']]",[],list,name shows whose company owned cbs corporation ?,0,-0.012888790949404701,0.10798829714725801
7715,0.0,0.0,0.0,12,1,0,What is the name of the homeground of football team Panionios G.S.S.?,[['dbo:ground']],[],factoid,name homeground football team panionios g.s.s . ?,0,-0.014332676400218467,0.08553374432724756
7895,0.0,0.0,0.0,16,2,0,Name the states which have been billed by the wrestlers who has also billed Georgia ?,"[['dbp:billed'], ['dbp:billed']]",[],list,name states billed wrestlers also billed georgia ?,0,-0.018657399179301,0.10680720734470013
7909,0.0,0.0,0.0,12,2,1,Name the veneration of the monarch who is the predecessor of Solomon?,"[['dbp:predecessor'], ['dbp:veneratedIn']]",['dbp:successor'],list,name veneration monarch predecessor solomon ?,0,-0.006555279028425535,0.11136547434407898
7932,0.0,0.0,0.0,10,2,0,"Name the university whose affiliations's foundation place is Washington, D.C.?","[['dbp:affiliations'], ['dbo:foundationPlace']]",[],list,"name university whose affiliations 's foundation place washington , d.c. ?",0,-0.019931984084918697,0.12212701189957015
7966,0.0,0.0,0.0,14,2,1,Name the television show whose creator is Simon Fuller and presented by Ryan Seacrest?,"[['dbo:presenter'], ['dbp:creator']]",['dbo:creator'],list,name television show whose creator simon fuller presented ryan seacrest ?,0,-0.012750399188330494,0.08029635930640819
8102,1.0,1.0,1.0,13,1,1,Name a gameplay mode that can be found in the videogame sonic shuffle.,[['dbp:modes']],['dbp:modes'],list,name gameplay mode found videogame sonic shuffle .,0,-0.010283611299890456,0.10230554484326371
8183,1.0,1.0,1.0,13,1,1,whats the name of a player who is a  defenceman (ice hockey),[['dbo:position']],['dbo:position'],factoid,whats name player defenceman ( ice hockey ),0,-0.0064407245436244875,0.1322125210526319
8212,1.0,1.0,1.0,9,1,1,Name a song that martin gore wrote and composed?,[['dbo:writer']],['dbo:writer'],list,name song martin gore wrote composed ?,0,-0.014596165180673306,0.12561070094168691
8229,0.0,0.0,0.0,10,1,0,What is the name of the autonomous region in autonomous?,"[['dbo:locatedInArea', 'dbo:city', 'dbo:country', 'dbo:isPartOf', 'dbo:location', 'dbo:region']]",[],factoid,name autonomous region autonomous ?,0,-0.0072681344847585405,0.1109116748501511
8377,1.0,1.0,1.0,9,1,1,Name some schools with a bison as their mascot?,[['dbp:mascot']],['dbp:mascot'],list,name schools bison mascot ?,0,-0.0035693098725381824,0.12969041717220292
8513,0.0,0.0,0.0,12,2,0,Name the common managing club of the Ivan Toplak and Bret Simon?,"[['dbo:managerClub'], ['dbo:managerClub']]",[],list,name common managing club ivan toplak bret simon ?,0,-0.011266458013872391,0.08374359620687657
8537,0.0,0.0,0.0,7,1,0,Name the university of Alexandre Tichonov ?,[['dbp:university']],[],list,name university alexandre tichonov ?,0,-0.005686833549218391,0.13225603362512073
8725,1.0,1.0,1.0,9,1,1,Name a military personnel involved in world war ii,[['dbo:battle']],['dbo:battle'],list,name military personnel involved world war ii,0,-0.006953100610664209,0.11429535431667819
8729,1.0,1.0,1.0,7,1,1,Name a work written by max beerbohm,[['dbo:author']],['dbo:author'],list,name work written max beerbohm,0,-0.008694202735803142,0.12959419861452648
8863,0.0,0.0,0.0,12,1,0,Name the home ground of  2015 Fort Lauderdale Strikers season ?,[['dbo:ground']],[],list,name home ground 2015 fort lauderdale strikers season ?,0,-0.011491248092187267,0.08194630672305502
8868,1.0,1.0,1.0,5,1,1,Name an armed forces officer,[['dbo:occupation']],['dbo:occupation'],list,name armed forces officer,0,-0.0028921701633756124,0.1303584199024239
8885,0.0,0.0,0.0,14,2,0,Name the movie written by Monty Python and distributed by Cinema International Corporation ?,"[['dbo:distributor'], ['dbp:writer']]",[],list,name movie written monty python distributed cinema international corporation ?,0,-0.01591174316855689,0.08483801340930364
8950,0.0,0.0,0.0,16,2,0,Name the TV show whose opening theme is Gary Portnoy and the subsequent work is Frasier?,"[['dbo:openingTheme'], ['dbo:subsequentWork']]",[],list,name tv show whose opening theme gary portnoy subsequent work frasier ?,0,-0.011355262678188337,0.07790140161914243
