,recall,precision,f1,word_count,rel_count,sys_relations,question,gold_relations,system_relations,question_type,cleaned,cluster,x0,x1
86,0.0,0.0,0.0,16,2,0,Which television show is the subsequent work of Frasier and the opening theme is Gary Portnoy?,"[['dbo:openingTheme'], ['dbo:subsequentWork']]",[],factoid,television show subsequent work frasier opening theme gary portnoy ?,0,-0.027460033315480036,-0.01688629357943484
89,0.0,0.0,0.0,8,1,1,In what country in the montessori oberschule potsdam,[['dbo:location']],['dbo:country'],factoid,country montessori oberschule potsdam,0,-0.042542956152877655,-0.015869801872867368
93,0.0,0.0,0.0,9,1,1,what country in east-central Asia is pagamsuren altantulga from,[['dbo:birthPlace']],['dbo:nationality'],factoid,country east-central asia pagamsuren altantulga,0,-0.04572459300813242,-0.012253920703061536
101,0.0,0.0,0.0,7,1,0,What is the dubai zoo membership called?,[['dbp:members']],[],factoid,dubai zoo membership called ?,0,-0.02669682947735464,-0.013718282835722535
108,0.0,0.0,0.0,16,2,0,What is the birthplace of the office holder who is the predecessor of Brian Peddle ?,"[['dbp:predecessor'], ['dbp:birthPlace']]",[],factoid,birthplace office holder predecessor brian peddle ?,0,-0.02924780690540717,-0.015793237611949677
113,0.0,0.0,0.0,7,1,1,Does Fa'a' International Airport serve tahiti too?,[['dbp:cityServed']],['dbo:city'],boolean,fa ' ' international airport serve tahiti ?,0,-0.03014299307152889,-0.013617082684328461
133,0.0,0.0,0.0,9,1,0,How many airlines are members of the Star Alliance?,[['dbo:alliance']],[],count,many airlines members star alliance ?,0,-0.03245682541702591,-0.019500271151788966
136,0.0,0.0,0.0,9,1,0,Were the 1995 south pacific games hosted in tahiti?,[['dbp:hostCity']],[],factoid,1995 south pacific games hosted tahiti ?,0,-0.0316557939476335,-0.014566874764063303
138,0.0,0.0,0.0,8,2,0,Whose opponents are Ike Clanton and Billy Clanton?,"[['dbo:opponent'], ['dbo:opponent']]",[],factoid,whose opponents ike clanton billy clanton ?,0,-0.02779535517837993,-0.016002653288217015
154,0.0,0.0,0.0,6,1,1,what country is rockingham county in?,"[['dbo:region', 'dbo:isPartOf', 'dbo:location']]",['dbo:country'],factoid,country rockingham county ?,0,-0.06762127359520627,-0.008690136380153958
162,0.0,0.0,0.0,7,1,1,What film did burton lane contribute to,[['dbo:musicComposer']],['dbo:writer'],factoid,film burton lane contribute,0,-0.04116054017105079,-0.019235947371681477
171,0.0,0.0,0.0,7,1,1,What is the successor of PlayStation 4,[['dbp:successor']],['dbo:successor'],factoid,successor playstation 4,0,-0.0285598687132224,-0.01429949258602101
173,0.0,0.0,0.0,8,1,0,List the doctoral students of Harry Harlow ?,[['dbp:doctoralStudents']],[],list,list doctoral students harry harlow ?,0,-0.030766084047877233,-0.01568699274670865
180,0.0,0.0,0.0,16,1,0,What is the religious affiliation of Hong Kong Taoist Association Tang Hin Memorial Secondary School ?,[['dbp:religiousAffiliation']],[],factoid,religious affiliation hong kong taoist association tang hin memorial secondary school ?,0,-0.028535569063831895,-0.016783462570423267
190,0.0,0.0,0.0,8,1,0,Which company's division is Audi India? Correct Question,[['dbp:divisions']],[],factoid,company 's division audi india ? correct question,0,-0.03413401243660518,-0.014684448358144623
193,0.0,0.0,0.0,10,2,0,What is manufactured by a company founded by Akio Morita?,"[['dbp:founder'], ['dbo:manufacturer']]",[],factoid,manufactured company founded akio morita ?,0,-0.03411839466023313,-0.016328402679003175
194,0.0,0.0,0.0,20,2,0,Which ceremonial County of the East Tilbury is also the local authority of the Buckhurst Hill County High School ?,"[['dbo:localAuthority'], ['dbo:ceremonialCounty']]",[],factoid,ceremonial county east tilbury also local authority buckhurst hill county high school ?,0,-0.044507283939175496,-0.01188986384991544
200,0.0,0.0,0.0,14,1,1,what is a film that was produced by  the company  cruise/wagner productions,[['dbp:studio']],['dbo:distributor'],factoid,film produced company cruise/wagner productions,0,-0.048545417016442,-0.021005143866542824
201,0.0,0.0,0.0,21,2,0,What is the local authority of the Buckhurst Hill County High School is also the birth palce of Sarah hampion ?,"[['dbo:localAuthority'], ['dbp:birthPlace']]",[],factoid,local authority buckhurst hill county high school also birth palce sarah hampion ?,0,-0.04272629122509786,-0.015747518749365846
204,0.0,0.0,0.0,4,1,0,Is lion an animal?,[['dbo:kingdom']],[],boolean,lion animal ?,0,-0.024976121356930368,-0.012873319755185507
207,0.0,0.0,0.0,11,2,0,List the television shows whose network's executive officer is Steve Burke.,"[['dbo:network'], ['dbo:keyPerson']]",[],list,list television shows whose network 's executive officer steve burke .,0,-0.03170195980912041,-0.017137836958513862
210,0.0,0.0,0.0,8,1,0,List the destinations of Novair International Airways ?,[['dbp:destinations']],[],list,list destinations novair international airways ?,0,-0.02959194228097725,-0.015493913817215885
215,0.0,0.0,0.0,17,2,0,Which architect of Marine Corps Air Station Kaneohe Bay was also tenant of New Sanno hotel /',"[['dbp:architect'], ['dbo:tenant']]",[],factoid,architect marine corps air station kaneohe bay also tenant new sanno hotel / ',0,-0.03157050223388477,-0.007754572392934546
220,0.0,0.0,0.0,12,2,0,How many universities are located in a country led by Olemic Thommessen?,"[['dbo:country'], ['dbp:leaderName']]",[],count,many universities located country led olemic thommessen ?,0,-0.067918047792639,-0.012006499761174644
228,0.0,0.0,0.0,10,1,0,List the actors of  Lucy Sullivan Is Getting Married?,[['dbp:starring']],[],list,list actors lucy sullivan getting married ?,0,-0.02948244673099074,-0.015497436894073294
235,0.0,0.0,0.0,7,1,0,who wrote rosencrantz & guildenstern are dead,[['dbo:writer']],[],factoid,wrote rosencrantz & guildenstern dead,0,-0.032171016083126634,-0.01781002957895258
245,0.0,0.0,0.0,5,1,1,What nationality is johnny clarke,[['dbo:hometown']],['dbo:birthPlace'],factoid,nationality johnny clarke,0,-0.03551580347155462,-0.022118452187034017
247,0.0,0.0,0.0,14,2,1,What is the information appliance whose successor is PlayStation 4 and maker is Foxconn?,"[['dbp:manufacturer'], ['dbp:successor']]",['dbo:successor'],factoid,information appliance whose successor playstation 4 maker foxconn ?,0,-0.029152050135781458,-0.012958769849945751
257,0.0,0.0,0.0,8,1,1,what projects did susarla dakshinamurthi primarily work on,[['dbo:genre']],['dbo:writer'],factoid,projects susarla dakshinamurthi primarily work,0,-0.028566367969358443,-0.015498134561204354
261,0.0,0.0,0.0,10,1,0,Was Zambezi originate in the north western province of zambia?,[['dbp:sourceRegion']],[],boolean,zambezi originate north western province zambia ?,0,-0.03561425349306226,-0.009142456994107902
268,0.0,0.0,0.0,13,2,0,For how many different teams have the players debuted in Houston Astros played?,"[['dbo:team'], ['dbo:debutTeam']]",[],count,many different teams players debuted houston astros played ?,0,-0.029655834902358555,-0.025236684875728024
277,0.0,0.0,0.0,4,1,2,What county is taliesin,[['dbo:location']],"['dbo:country', 'dbo:isPartOf']",factoid,county taliesin,0,-0.04676020815272387,-0.0055239093903948966
299,0.0,0.0,0.0,9,1,0,Where is the arena of WPC Dynamo Moscow situated?,[['dbp:arena']],[],factoid,arena wpc dynamo moscow situated ?,0,-0.027528326904508536,-0.012503213631957522
310,0.0,0.0,0.0,7,1,0,What mountain is a part of pyrenees,[['dbo:mountainRange']],[],factoid,mountain part pyrenees,0,-0.03145415094541366,-0.007016828863367026
322,0.0,0.0,0.0,21,2,0,What is the total number of other restingplace of the politicians whose one of the restingplace is East Norwalk Historical Cemetery?,"[['dbp:restingplace'], ['dbp:restingplace']]",[],factoid,total number restingplace politicians whose one restingplace east norwalk historical cemetery ?,0,-0.02956341954541376,-0.011982378166284434
347,0.0,0.0,0.0,10,2,0,In which municipalities does the NYC housing authority own buildings?,"[['dbo:owningOrganisation'], ['dbo:municipality']]",[],factoid,municipalities nyc housing authority buildings ?,0,-0.02829198616424682,-0.01457848992411609
354,0.0,0.0,0.0,14,2,0,Give me all the alma mater of the relatives of Samuek Moreno Rojas ?,"[['dbo:relation'], ['dbp:almaMater']]",[],list,give alma mater relatives samuek moreno rojas ?,0,-0.02916854113892368,-0.01436323467432431
361,0.0,0.0,0.0,6,1,0,which country is john berry from,[['dbo:birthPlace']],[],factoid,country john berry,0,-0.05717368480581259,-0.027776599223361457
367,0.0,0.0,0.0,7,1,0,Is Pixar Canada a subsidiary of Pixar?,[['dbo:subsidiary']],[],boolean,pixar canada subsidiary pixar ?,0,-0.029337057579489238,-0.013018985675260613
369,0.0,0.0,0.0,6,1,1,whats the nationality of mitra hajjar,[['dbo:birthPlace']],['dbo:nationality'],factoid,whats nationality mitra hajjar,0,-0.02779478309083135,0.0002498245020952202
374,0.0,0.0,0.0,6,1,1,what state is mountain view from?,[['dbo:location']],['dbo:country'],factoid,state mountain view ?,0,-0.047560111128065824,-0.0038621921328092484
376,0.0,0.0,0.0,11,2,0,What is the mascot of the alma mater of Deborah Crombie?,"[['dbo:almaMater'], ['dbp:mascot']]",[],factoid,mascot alma mater deborah crombie ?,0,-0.028914834103132624,-0.013079254462462222
388,0.0,0.0,0.0,6,1,0,Give me the Apollo 14 astronauts.,[['dbo:mission']],[],list,give apollo 14 astronauts .,0,-0.02788918265016319,-0.014902223915474265
400,0.0,0.0,0.0,8,2,0,How many people have written for Gangan Comics?,"[['dbp:magazine'], ['dbp:author']]",[],count,many people written gangan comics ?,0,-0.03799748290567253,-0.019192748169072193
402,0.0,0.0,0.0,13,2,0,List the destinations of the airlines which also serves Mediterranean  Sea ?,"[['dbp:destinations'], ['dbp:destinations']]",[],list,list destinations airlines also serves mediterranean sea ?,0,-0.031139116962546485,-0.01574695281840553
410,0.0,0.0,0.0,7,1,0,Was Yabanc Damat first aired in UAE?,[['dbp:firstAired']],[],boolean,yabanc damat first aired uae ?,0,-0.02750085367370524,-0.013557575778064533
416,0.0,0.0,0.0,10,2,0,In which company's boards does the founder of Bomis sit?,"[['dbo:foundedBy'], ['dbo:board']]",[],factoid,company 's boards founder bomis sit ?,0,-0.03177741639693822,-0.017278259783340022
424,0.0,0.0,0.0,6,1,0,who are some miss michigan usa?,[['dbp:title']],[],factoid,miss michigan usa ?,0,-0.027953450840677213,-0.013465795815964559
429,0.0,0.0,0.0,12,2,0,What is the country of the Hirth Acrostar and the Cobra missile?,"[['dbo:origin'], ['dbo:origin']]",[],factoid,country hirth acrostar cobra missile ?,0,-0.03977668501910757,-0.015366803490061162
433,0.0,0.0,0.0,5,1,1,Where is rebecca harms from?,[['dbo:nationality']],['dbo:birthPlace'],factoid,rebecca harms ?,0,-0.026994167634597933,-0.013700971159902616
447,0.0,0.0,0.0,13,2,0,What is the total number of writers whose singles are recorded in Miami?,"[['dbo:recordedIn'], ['dbp:writer']]",[],factoid,total number writers whose singles recorded miami ?,0,-0.02723432389417932,-0.01216016360131147
469,0.0,0.0,0.0,16,2,0,What is the common branch of military of Edward Joseph Schwartz  and John Tower ?,"[['dbp:branch'], ['dbo:militaryBranch']]",[],factoid,common branch military edward joseph schwartz john tower ?,0,-0.03622904432513416,-0.019878980456114522
471,0.0,0.0,0.0,6,1,1,Which country is greg demos from,[['dbo:nationality']],['dbo:artist'],factoid,country greg demos,0,-0.048192552237956626,-0.01646891734199004
475,0.0,0.0,0.0,12,2,0,List the things for which people of New Orleans are famous for?,"[['dbp:placeOfBirth'], ['dbp:knownFor']]",[],list,list things people new orleans famous ?,0,-0.03994273605323458,0.003774315553223235
487,0.0,0.0,0.0,8,1,0,What basketball league's champion is Golden State Warriors,[['dbp:champion']],[],factoid,basketball league 's champion golden state warriors,0,-0.03983549488903871,-0.01781090768180627
515,0.0,0.0,0.0,7,1,1,What is aneek dhar's place of birth,[['dbo:hometown']],['dbo:birthPlace'],factoid,aneek dhar 's place birth,0,-0.04359015754754231,-0.007170791988476094
529,0.0,0.0,0.0,9,1,0,How many states does the Pioneer corporation operate in?,[['dbp:country']],[],count,many states pioneer corporation operate ?,0,-0.040416422409250675,-0.004234435624865642
534,0.0,0.0,0.0,6,1,1,What country is lawson robinson from?,[['dbo:birthPlace']],['dbo:nationality'],factoid,country lawson robinson ?,0,-0.04729524111389073,-0.01753035282314106
538,0.0,0.0,0.0,7,1,1,What is genko slavov's country of nationality?,[['dbo:birthPlace']],['dbo:nationality'],factoid,genko slavov 's country nationality ?,0,-0.050742197583239404,-0.020679642213815685
540,0.0,0.0,0.0,7,1,1,who was the composer of momoiro sparkling?,[['dbo:musicalArtist']],['dbo:writer'],factoid,composer momoiro sparkling ?,0,-0.02743238817836247,-0.014209642038044824
549,0.0,0.0,0.0,7,1,0,Was the USS Tillamook built in Seattle?,[['dbp:shipBuilder']],[],boolean,uss tillamook built seattle ?,0,-0.02791866003321472,-0.012694429014176362
564,0.0,0.0,0.0,6,1,1,where did lee jae-won come from,[['dbo:hometown']],['dbo:birthPlace'],factoid,lee jae-won come,0,-0.030523093047034593,-0.016007580948227434
569,0.0,0.0,0.0,11,2,0,What awards were given to the screenplayer of The Motorcycle Diaries?,"[['dbp:screenplay'], ['dbp:awards']]",[],factoid,awards given screenplayer motorcycle diaries ?,0,-0.028486651348344064,-0.015041315702795368
571,0.0,0.0,0.0,12,2,0,"Who were the opponents of employees of Henry Howard, the Northampton Earl?","[['dbo:employer'], ['dbo:opponent']]",[],factoid,"opponents employees henry howard , northampton earl ?",0,-0.029502738069043088,-0.01533316037266111
572,0.0,0.0,0.0,7,1,0,What are some islands in the bahamas?,[['dbp:archipelago']],[],factoid,islands bahamas ?,0,-0.02824019374914716,-0.014173787925041748
574,0.0,0.0,0.0,11,2,0,"Which parties have their members live in the PM House, Colombo?","[['dbo:leader'], ['dbp:residence']]",[],factoid,"parties members live pm house , colombo ?",0,-0.022665765993546638,-0.015990664493140815
576,0.0,0.0,0.0,6,1,2,what state is sugar loaf in?,[['dbo:locatedInArea']],"['dbo:country', 'dbo:isPartOf']",factoid,state sugar loaf ?,0,-0.04102220864150945,-0.0121075154751092
577,0.0,0.0,0.0,5,1,1,where was michael pinnella was,[['dbo:birthPlace']],['dbo:country'],factoid,michael pinnella,0,-0.029809542290894976,-0.014597651832490661
578,0.0,0.0,0.0,16,2,0,What is the Recorded of the Kaptaan is also the headquarters of the Orient News ?,"[['dbp:recorded'], ['dbp:headquarters']]",[],factoid,recorded kaptaan also headquarters orient news ?,0,-0.027840111258043723,-0.01315846758165582
585,0.0,0.0,0.0,13,2,0,Which TV show's producer is Stephen E. Ambrose and company is DreamWorks Television?,"[['dbo:company'], ['dbo:producer']]",[],factoid,tv show 's producer stephen e. ambrose company dreamworks television ?,0,-0.03415469263881282,-0.01722577288811425
598,0.0,0.0,0.0,8,1,0,"Where was Live in Detroit, MI recorded ?",[['dbo:recordedIn']],[],factoid,"live detroit , mi recorded ?",0,-0.0186255034654348,-0.011119257530130463
607,0.0,0.0,0.0,9,1,0,What is the river whose mouth is in deadsea?,[['dbo:riverMouth']],[],factoid,river whose mouth deadsea ?,0,-0.03453725989241273,-0.009990731973211818
610,0.0,0.0,0.0,7,1,0,Which U.S. state has the abbreviation MN?,[['dbp:postalabbreviation']],[],factoid,u.s. state abbreviation mn ?,0,-0.0406450197952184,-0.012101384516615911
618,0.0,0.0,0.0,17,2,0,"How many awards have been received by graduates of University of Melbourne, Faculty of VCA & MCM?","[['dbo:training'], ['dbo:award']]",[],count,"many awards received graduates university melbourne , faculty vca & mcm ?",0,-0.033646757460980836,-0.015766186357915154
621,0.0,0.0,0.0,11,1,1,What is an example of a song by john lee hooker,[['dbo:writer']],['dbo:artist'],factoid,example song john lee hooker,0,-0.02662970535333961,-0.014868025136335531
624,0.0,0.0,0.0,8,1,0,List the writers of Tales of Suspense ?,[['dbp:writers']],[],list,list writers tales suspense ?,0,-0.02939849765302784,-0.015847081768173333
625,0.0,0.0,0.0,9,2,0,How many rivers start in an English speaking country?,"[['dbo:sourceCountry'], ['dbo:officialLanguage']]",[],count,many rivers start english speaking country ?,0,-0.047468677809844664,-0.015235689057377351
628,0.0,0.0,0.0,5,1,0,how did nicolas leblanc die,[['dbo:deathCause']],[],factoid,nicolas leblanc die,0,-0.04153056858907318,-0.0192572652432896
634,0.0,0.0,0.0,11,2,0,What is the common genere of Abhijit Kunte and Kasparov ?,"[['dbp:knownFor'], ['dbo:genre']]",[],factoid,common genere abhijit kunte kasparov ?,0,-0.02790421613199581,-0.013954685720541146
648,0.0,0.0,0.0,8,1,2,"which county is whitley heights, los angeles in",[['dbo:location']],"['dbo:country', 'dbo:isPartOf']",factoid,"county whitley heights , los angeles",0,-0.04415549908946463,-0.0020915599302933885
649,0.0,0.0,0.0,18,2,0,Which parent company of the Cornell University Press is also the alma mater of the Mario Garca Menocal?,"[['dbo:parentCompany'], ['dbo:almaMater']]",[],factoid,parent company cornell university press also alma mater mario garca menocal ?,0,-0.03592036987386879,-0.016542961896127795
651,0.0,0.0,0.0,7,1,0,To where does Lake St. Clair flow?,[['dbo:outflow']],[],factoid,lake st. clair flow ?,0,-0.03438856161845534,-0.014336086854021865
657,0.0,0.0,0.0,9,2,1,What was developed by someone working in Cockroach Labs?,"[['dbp:employer'], ['dbp:author']]",['dbo:developer'],factoid,developed someone working cockroach labs ?,0,-0.0360002182984612,0.007269812875810545
658,0.0,0.0,0.0,17,2,0,List the stadium of the teams which uses Nea Smyrni  as one of the stadium ?,"[['dbp:stadium'], ['dbp:stadium']]",[],list,list stadium teams uses nea smyrni one stadium ?,0,-0.030027061970466607,-0.01364610626457806
680,0.0,0.0,0.0,7,1,0,what country is nóirín ní riain from,[['dbo:hometown']],[],factoid,country nóirín ní riain,0,-0.04227063158004193,-0.015798745673199298
690,0.0,0.0,0.0,19,2,0,Which city is the route start of the Moscow-Kazan high-speed railway and birth place of the Ilya Savelev ?,"[['dbo:birthPlace'], ['dbo:routeStart']]",[],factoid,city route start moscow-kazan high-speed railway birth place ilya savelev ?,0,-0.05466733781713392,0.0033309675842769465
699,0.0,0.0,0.0,14,2,0,What is the ethnicity of the people working for the Philippines house of representatives?,"[['dbo:occupation'], ['dbo:ethnicity']]",[],factoid,ethnicity people working philippines house representatives ?,0,-0.030109354106548487,-0.016556671216259353
708,0.0,0.0,0.0,3,1,1,Who created Wikipedia?,[['dbo:author']],['dbo:creator'],factoid,created wikipedia ?,0,-0.027333895818652948,-0.013495380763470231
717,0.0,0.0,0.0,5,1,1,Who wrote the red violin?,[['dbo:writer']],['dbo:instrument'],factoid,wrote red violin ?,0,-0.03491463860318336,-0.019416981452966085
718,0.0,0.0,0.0,15,2,0,Which river's source mountain is Baikal Mountains and it's mouth is Lena Delta Wildlife Reserve?,"[['dbo:riverMouth'], ['dbo:sourceMountain']]",[],factoid,river 's source mountain baikal mountains 's mouth lena delta wildlife reserve ?,0,-0.033909192499956206,-0.007698160918162105
730,0.0,0.0,0.0,9,1,0,What are a few molluscas whose family is Buccinidae?,[['dbo:family']],[],factoid,molluscas whose family buccinidae ?,0,-0.02918600373074896,-0.013121886016307083
737,0.0,0.0,0.0,14,2,0,"What all are in the states whose anthem is Ja, vi esker dette landet?","[['dbo:anthem'], ['dbo:country']]",[],factoid,"states whose anthem ja , vi esker dette landet ?",0,-0.03426765785459095,-0.003939335138473142
757,0.0,0.0,0.0,7,1,0,what river does rathbun lake outflow to,[['dbo:outflow']],[],factoid,river rathbun lake outflow,0,-0.03636904097757869,-0.011426022979247923
777,0.0,0.0,0.0,7,1,0,Who was on the Apollo 11 mission?,[['dbp:crewMembers']],[],factoid,apollo 11 mission ?,0,-0.027936911157758686,-0.014577503628156754
788,0.0,0.0,0.0,6,1,1,Count the movies in Swedish language?,[['dbp:language']],['dbo:language'],count,count movies swedish language ?,0,-0.03759852331967481,-0.02143086443199861
795,0.0,0.0,0.0,15,2,0,List the subjects of the books whose one of the topics is Pau Broca ?,"[['dbp:subject'], ['dbp:subject']]",[],list,list subjects books whose one topics pau broca ?,0,-0.029968131141717248,-0.012313226961117951
801,0.0,0.0,0.0,14,1,0,michael apted was the film producer on which documentary film directed by Michael Apted?,[['dbo:producer']],[],factoid,michael apted film producer documentary film directed michael apted ?,0,-0.05202758706792331,-0.01831253676947942
803,0.0,0.0,0.0,14,2,0,Where is the head quarters of the parent company of Mall of America located?,"[['dbp:owned'], ['dbp:headquarters']]",[],factoid,head quarters parent company mall america located ?,0,-0.05670642705732644,-0.007223488377696341
814,0.0,0.0,0.0,11,2,0,"In which region is the rival school of Somerset, Massachusetts located?","[['dbp:rival'], ['dbo:region']]",[],factoid,"region rival school somerset , massachusetts located ?",0,-0.05462203413462829,-0.007258333554712674
832,0.0,0.0,0.0,6,1,1,What style tv program is blood-c?,[['dbp:genre']],['dbo:genre'],factoid,style tv program blood-c ?,0,-0.01458144640407084,-0.02846701919177111
838,0.0,0.0,0.0,12,2,0,Which leader of Trump Entertainment Resorts is a relative of Maryanne Barry?,"[['dbo:relation'], ['dbo:keyPerson']]",[],factoid,leader trump entertainment resorts relative maryanne barry ?,0,-0.02613843747410722,-0.012981909964935066
841,0.0,0.0,0.0,10,2,1,Which U.S. states are in the same timezone as Utah?,"[['dbp:timezone'], ['dbp:timezone']]",['dbo:timeZone'],factoid,u.s. states timezone utah ?,0,-0.040904524587165994,0.0033980275901815374
853,0.0,0.0,0.0,9,1,0,From where does the river Upper Neretva start flowing?,[['dbo:riverMouth']],[],factoid,river upper neretva start flowing ?,0,-0.03234668897996852,-0.013201919835987562
854,0.0,0.0,0.0,14,2,0,What is the largest city of the country which hosted the 1951 Asian Games?,"[['dbp:hostCity'], ['dbo:largestCity']]",[],factoid,largest city country hosted 1951 asian games ?,0,-0.0681233243261278,0.0021659688820345434
856,0.0,0.0,0.0,7,1,1,Which statesman is married to Dolley Madison?,[['dbp:spouse']],['dbo:spouse'],factoid,statesman married dolley madison ?,0,-0.027888454398629203,-0.014621450819681562
862,0.0,0.0,0.0,9,1,0,Was David Gilmour a former member of Pink Floyd?,[['dbo:formerBandMember']],[],boolean,david gilmour former member pink floyd ?,0,-0.03087888424166708,-0.01714560234958078
877,0.0,0.0,0.0,12,1,0,"What is the serving railway line of Warwick railway station, Perth ?",[['dbo:servingRailwayLine']],[],factoid,"serving railway line warwick railway station , perth ?",0,-0.027382400182388324,-0.013219758011917387
891,0.0,0.0,0.0,13,2,0,How many have order (taxonomy) as Bacillales and division as Firmicutes are there?,"[['dbo:division'], ['dbo:order']]",[],count,many order ( taxonomy ) bacillales division firmicutes ?,0,-0.031109991212057545,-0.017237688731877938
895,0.0,0.0,0.0,14,2,0,In how many places are the tombs of people who died in Connecticut Colony?,"[['dbo:restingPlace'], ['dbp:placeOfDeath']]",[],count,many places tombs people died connecticut colony ?,0,-0.03897412691466385,-0.015545213851646922
902,0.0,0.0,0.0,6,1,0,How many people live in Poland?,[['dbo:populationTotal']],[],count,many people live poland ?,0,-0.026920787161456985,-0.019734832933052726
911,0.0,0.0,0.0,10,1,1,in what state would you find san isabel national forest,[['dbo:location']],['dbo:country'],factoid,state would find san isabel national forest,0,-0.03989850702349216,-0.010187943945003225
924,0.0,0.0,0.0,8,1,0,How many times has Jeff Conaway been casted?,[['dbo:starring']],[],count,many times jeff conaway casted ?,0,-0.03101677259015385,-0.018672403108537797
936,0.0,0.0,0.0,8,2,0,Who founded the sister stations of Discovery Communications?,"[['dbp:sisterNames'], ['dbp:founder']]",[],factoid,founded sister stations discovery communications ?,0,-0.029816094866170262,-0.014632895914447634
940,0.0,0.0,0.0,9,2,0,Who acted in the work written by Colin Brake?,"[['dbp:writer'], ['dbp:starring']]",[],factoid,acted work written colin brake ?,0,-0.03311994120574536,-0.01667560988550173
947,0.0,0.0,0.0,16,2,0,Which company of Ford Theatre is the owning organization of F0ord Kansa City Assemply Plant ?,"[['dbo:owningOrganisation'], ['dbp:company']]",[],factoid,company ford theatre owning organization f0ord kansa city assemply plant ?,0,-0.048316002094991935,-0.0005529282875171166
954,0.0,0.0,0.0,7,1,0,Who is the founder of Penguin Books?,[['dbo:founder']],[],factoid,founder penguin books ?,0,-0.029018279174993913,-0.014313936726774891
961,0.0,0.0,0.0,17,2,0,In how many different wars have people graduated from the Army Command and General staff college fought?,"[['dbo:almaMater'], ['dbp:battles']]",[],count,many different wars people graduated army command general staff college fought ?,0,-0.03421383272610526,-0.018142896479762468
973,0.0,0.0,0.0,12,1,1,Who was the writer for the episode titled old money (the simpsons),[['dbp:writer']],['dbo:writer'],factoid,writer episode titled old money ( simpsons ),0,-0.028788259218334864,-0.013235422526511387
978,0.0,0.0,0.0,8,1,0,what is a 2013 sony computer entertainment game,[['dbo:publisher']],[],factoid,2013 sony computer entertainment game,0,-0.023337134690053822,-0.020769050299534478
987,0.0,0.0,0.0,10,2,1,Who has fought in the conflicts around the Mississippi river?,"[['dbp:place'], ['dbp:combatant']]",['dbo:battle'],factoid,fought conflicts around mississippi river ?,0,-0.033945012824119,-0.01328766021171662
989,0.0,0.0,0.0,9,1,0,How many movies have been cinematographed by Jordan Cronenweth?,[['dbp:cinematography']],[],count,many movies cinematographed jordan cronenweth ?,0,-0.03206412400000825,-0.01814715593173859
1006,0.0,0.0,0.0,9,2,1,How many different writers have written for Jump Square?,"[['dbp:magazine'], ['dbp:author']]",['dbp:writer'],count,many different writers written jump square ?,0,-0.03513376546795235,-0.018170630486377973
1011,0.0,0.0,0.0,8,1,1,What US city is mico de noche from,[['dbo:hometown']],['dbo:birthPlace'],factoid,us city mico de noche,0,-0.058801792397145385,0.006092645372882866
1013,0.0,0.0,0.0,5,1,1,what anime aired in 1968?,[['dbo:language']],['dbp:genre'],factoid,anime aired 1968 ?,0,-0.027820435882635792,-0.013297554258416866
