,recall_left,precision_left,f1_left,word_count_left,rel_count_left,sys_relations_left,question,gold_relations_left,system_relations_left,question_type_left,recall_right,precision_right,f1_right,word_count_right,rel_count_right,sys_relations_right,gold_relations_right,system_relations_right,question_type_right
145,0.5,0.5,0.5,10,2,2,What cities are around the sea which flows into Marmara?,"[['dbp:inflow'], ['dbp:cities']]","['dbo:outflow', 'dbp:cities']",factoid,0.0,0.0,0.0,10,2,0,"[['dbp:inflow'], ['dbp:cities']]",[],factoid
175,0.5,1.0,0.6666666666666666,14,2,1,What is the largest city in the country where the San Marcos River originates?,"[['dbo:sourceMountain'], ['dbo:largestCity']]",['dbo:largestCity'],factoid,0.0,0.0,0.0,14,2,0,"[['dbo:sourceMountain'], ['dbo:largestCity']]",[],factoid
192,1.0,1.0,1.0,9,1,1,who are some of the advisors of brenda milner?,[['dbo:doctoralAdvisor']],['dbo:doctoralAdvisor'],factoid,0.0,0.0,0.0,9,1,0,[['dbo:doctoralAdvisor']],[],factoid
216,1.0,1.0,1.0,12,1,1,What is the television show whose opening theme is Te Deum (Charpentier)?,[['dbo:openingTheme']],['dbo:openingTheme'],factoid,0.0,0.0,0.0,12,1,0,[['dbo:openingTheme']],[],factoid
218,0.5,1.0,0.6666666666666666,18,2,1,Which serving railway line of the Rostov-Glavny is also the  place of birth of  Nina Vislova?,"[['dbp:placeOfBirth'], ['dbo:servingRailwayLine']]",['dbo:servingRailwayLine'],factoid,0.0,0.0,0.0,18,2,0,"[['dbp:placeOfBirth'], ['dbo:servingRailwayLine']]",[],factoid
221,1.0,1.0,1.0,7,1,1,What is an album by george winston?,[['dbo:artist']],['dbo:artist'],factoid,0.0,0.0,0.0,7,1,1,[['dbo:artist']],['dbo:type'],factoid
228,0.5,0.5,0.5,15,2,2,Which show's network is Prime time Entertainment and has Douglas Netter as executive producer ?,"[['dbo:executiveProducer'], ['dbp:network']]","['dbo:executiveProducer', 'dbo:network']",factoid,0.0,0.0,0.0,15,2,0,"[['dbo:executiveProducer'], ['dbp:network']]",[],factoid
233,0.5,1.0,0.6666666666666666,12,2,1, Who astronaut from NASA was on the mission of Apollo 11?,"[['dbp:mission'], ['dbp:type']]",['dbp:mission'],factoid,0.0,0.0,0.0,12,2,0,"[['dbp:mission'], ['dbp:type']]",[],factoid
246,0.5,1.0,0.6666666666666666,20,2,1,What religions are followed by members of the societies whose architectural influences can be seen on the Sanggar Agung ?,"[['dbp:architecturalStyle'], ['dbo:religion']]",['dbo:religion'],factoid,0.0,0.0,0.0,20,2,0,"[['dbp:architecturalStyle'], ['dbo:religion']]",[],factoid
250,1.0,0.6666666666666666,0.8,10,1,3,what American rock and pop singer was born in chicago,"[['dbp:birthPlace', 'dbo:birthPlace']]","['dbo:birthPlace', 'dbo:genre', 'dbp:birthPlace']",factoid,0.0,0.0,0.0,10,1,1,"[['dbp:birthPlace', 'dbo:birthPlace']]",['dbo:genre'],factoid
255,1.0,1.0,1.0,8,1,1,what kind of album is payment of existence,[['dbo:genre']],['dbo:genre'],factoid,0.0,0.0,0.0,8,1,1,[['dbo:genre']],['dbo:type'],factoid
263,0.5,1.0,0.6666666666666666,11,2,1,List the television shows whose network's executive officer is Steve Burke.,"[['dbo:network'], ['dbo:keyPerson']]",['dbo:network'],list,0.0,0.0,0.0,11,2,0,"[['dbo:network'], ['dbo:keyPerson']]",[],list
286,1.0,1.0,1.0,7,1,1,what is the nationality of thabo nthethe,[['dbo:birthPlace']],['dbo:birthPlace'],factoid,0.0,0.0,0.0,7,1,1,[['dbo:birthPlace']],['dbo:nationality'],factoid
294,1.0,1.0,1.0,10,1,1,what is the show a step into the past about,[['dbo:genre']],['dbo:genre'],factoid,0.0,0.0,0.0,10,1,0,[['dbo:genre']],[],factoid
302,1.0,0.5,0.6666666666666666,10,1,2,Which film was beverley cross credited as a contributor for?,[['dbo:writer']],"['dbo:musicComposer', 'dbo:writer']",factoid,0.0,0.0,0.0,10,1,1,[['dbo:writer']],['dbo:musicComposer'],factoid
304,0.5,1.0,0.6666666666666666,11,2,1,What is the religion of the relatives of Carmela Soprano ?,"[['dbo:relative'], ['dbo:religion']]",['dbo:religion'],factoid,0.0,0.0,0.0,11,2,0,"[['dbo:relative'], ['dbo:religion']]",[],factoid
310,0.5,1.0,0.6666666666666666,10,2,1,How many things belong to a division of plant kingdom?,"[['dbo:kingdom'], ['dbo:division']]",['dbo:division'],count,0.0,0.0,0.0,10,2,0,"[['dbo:kingdom'], ['dbo:division']]",[],count
327,0.5,1.0,0.6666666666666666,9,2,1,Which city's neighboring municipalities are Lancy and  Pregny-Chambsy?,"[['dbo:neighboringMunicipality'], ['dbp:neighboringMunicipalities']]",['dbp:neighboringMunicipalities'],factoid,0.0,0.0,0.0,9,2,0,"[['dbo:neighboringMunicipality'], ['dbp:neighboringMunicipalities']]",[],factoid
340,1.0,1.0,1.0,10,1,1,is world gone crazy a soundtrack or a studio album,[['dbo:type']],['dbo:type'],boolean,0.0,0.0,0.0,10,1,1,[['dbo:type']],['dbo:genre'],boolean
342,0.5,0.5,0.5,16,2,2,Who is the writer of the Cavalcade of America and The United States Steel Hour ?,"[['dbo:writer'], ['dbo:writer']]","['dbo:writer', 'dbp:writer']",factoid,0.5,0.5,0.5,16,2,2,"[['dbo:writer'], ['dbo:writer']]","['dbo:writer', 'dbp:writer']",factoid
355,0.5,0.5,0.5,12,2,2,How many cities are around the sea which flows into the Atlantic?,"[['dbp:cities'], ['dbo:inflow']]","['dbo:outflow', 'dbp:cities']",count,0.0,0.0,0.0,12,2,0,"[['dbp:cities'], ['dbo:inflow']]",[],count
368,0.5,1.0,0.6666666666666666,7,2,1,Titus software publishes which genre of games?,"[['dbp:publisher'], ['dbo:genre']]",['dbo:genre'],list,0.0,0.0,0.0,7,2,1,"[['dbp:publisher'], ['dbo:genre']]",['dbo:publisher'],list
378,0.5,0.5,0.5,12,2,2,What is the television show whose channel's parent organisation is Fox Sports?,"[['dbo:channel'], ['dbo:parentOrganisation']]","['dbo:network', 'dbo:parentOrganisation']",factoid,0.0,0.0,0.0,12,2,0,"[['dbo:channel'], ['dbo:parentOrganisation']]",[],factoid
401,1.0,1.0,1.0,7,1,1,Is Amharic the official language of Ethiopia?,[['dbo:officialLanguage']],['dbo:officialLanguage'],boolean,0.0,0.0,0.0,7,1,0,[['dbo:officialLanguage']],[],boolean
405,1.0,1.0,1.0,9,1,1,Count  the journals in the field of Philosophy.,[['dbp:discipline']],['dbp:discipline'],count,0.0,0.0,0.0,9,1,0,[['dbp:discipline']],[],count
413,1.0,0.5,0.6666666666666666,7,1,2,Which music label is soulhead apart of?,[['dbo:recordLabel']],"['dbo:genre', 'dbo:recordLabel']",factoid,0.0,0.0,0.0,7,1,1,[['dbo:recordLabel']],['dbo:genre'],factoid
438,1.0,1.0,1.0,6,1,1,what game is about professional wrestling?,[['dbo:genre']],['dbo:genre'],factoid,0.0,0.0,0.0,6,1,1,[['dbo:genre']],['dbo:occupation'],factoid
463,1.0,1.0,1.0,7,1,1,What film has molly nyman contributed to,[['dbo:musicComposer']],['dbo:musicComposer'],factoid,0.0,0.0,0.0,7,1,1,[['dbo:musicComposer']],['dbo:writer'],factoid
489,1.0,1.0,1.0,8,1,1,which central american country is elvis scott from,[['dbo:birthPlace']],['dbo:birthPlace'],factoid,0.0,0.0,0.0,8,1,1,[['dbo:birthPlace']],['dbo:nationality'],factoid
519,1.0,1.0,1.0,10,1,1,How many theme musics have been composed by Julian Gingell?,[['dbp:themeMusicComposer']],['dbp:themeMusicComposer'],count,0.0,0.0,0.0,10,1,0,[['dbp:themeMusicComposer']],[],count
528,1.0,1.0,1.0,9,1,1,Which football players have Newell's Old Boys as youthclub?,[['dbp:youthclubs']],['dbp:youthclubs'],factoid,0.0,0.0,0.0,9,1,0,[['dbp:youthclubs']],[],factoid
530,0.5,0.5,0.5,17,2,2,List the pole drivers in the grand prixes where Williams Grand Prix Engineering was a first team?,"[['dbp:firstTeam'], ['dbo:poleDriver']]","['dbo:firstDriver', 'dbo:poleDriver']",list,0.0,0.0,0.0,17,2,0,"[['dbp:firstTeam'], ['dbo:poleDriver']]",[],list
542,0.5,1.0,0.6666666666666666,9,2,1,List the opponents of the relatives of Thomas Helwys?,"[['dbo:relation'], ['dbo:opponent']]",['dbo:opponent'],list,0.0,0.0,0.0,9,2,0,"[['dbo:relation'], ['dbo:opponent']]",[],list
544,1.0,1.0,1.0,7,1,1,"what nationality is roger a. pielke, jr.?",[['dbo:birthPlace']],['dbo:birthPlace'],factoid,0.0,0.0,0.0,7,1,1,[['dbo:birthPlace']],['dbo:nationality'],factoid
563,0.5,1.0,0.6666666666666666,10,2,1,Which awards are presented by the committee located in Stockholm?,"[['dbp:headquarters'], ['dbo:presenter']]",['dbo:presenter'],factoid,0.0,0.0,0.0,10,2,0,"[['dbp:headquarters'], ['dbo:presenter']]",[],factoid
571,1.0,1.0,1.0,9,1,1,What all are written in the C programming language?,[['dbp:programmingLanguage']],['dbp:programmingLanguage'],factoid,0.0,0.0,0.0,9,1,1,[['dbp:programmingLanguage']],['dbo:programmingLanguage'],factoid
589,0.5,1.0,0.6666666666666666,10,2,1,Whose youth clubs used to participate in Argentine Primera Division?,"[['dbp:league'], ['dbp:youthclubs']]",['dbp:youthclubs'],factoid,0.0,0.0,0.0,10,2,0,"[['dbp:league'], ['dbp:youthclubs']]",[],factoid
594,0.5,0.5,0.5,15,2,2,Which tenant of New Sanno Hotel is the military branch of the Gary Holder-Winfield ?,"[['dbo:militaryBranch'], ['dbo:tenant']]","['dbo:militaryBranch', 'dbp:branch']",factoid,0.0,0.0,0.0,15,2,0,"[['dbo:militaryBranch'], ['dbo:tenant']]",[],factoid
599,1.0,1.0,1.0,9,1,1,What is the draft team of Gene Conley ?,[['dbp:draftTeam']],['dbp:draftTeam'],factoid,0.0,0.0,0.0,9,1,0,[['dbp:draftTeam']],[],factoid
608,1.0,1.0,1.0,7,1,2,what mountain is located in the himalayas?,"[['dbo:country', 'dbo:locatedInArea', 'dbo:region']]","['dbo:locatedInArea', 'dbo:region']",factoid,0.0,0.0,0.0,7,1,1,"[['dbo:country', 'dbo:locatedInArea', 'dbo:region']]",['dbo:mountainRange'],factoid
616,0.5,1.0,0.6666666666666666,14,2,1,Who is the developer of the software which distributes Batman: Arkham City Lockdown ?,"[['dbp:distributor'], ['dbp:developer']]",['dbp:developer'],factoid,0.0,0.0,0.0,14,2,1,"[['dbp:distributor'], ['dbp:developer']]",['dbo:developer'],factoid
623,1.0,0.5,0.6666666666666666,7,1,2,What genre is king of the hill,[['dbo:genre']],"['dbo:genre', 'dbo:literaryGenre']",factoid,0.0,0.0,0.0,7,1,1,[['dbo:genre']],['dbo:literaryGenre'],factoid
624,0.5,1.0,0.6666666666666666,15,2,1,How many other family of the mammals exists  whose family is also Hominidae ?,"[['dbo:family'], ['dbo:family']]",['dbo:family'],count,0.0,0.0,0.0,15,2,0,"[['dbo:family'], ['dbo:family']]",[],count
645,1.0,1.0,1.0,6,1,1,what album is by Ray Charles,[['dbo:type']],['dbo:type'],factoid,0.0,0.0,0.0,6,1,1,[['dbo:type']],['dbo:artist'],factoid
650,0.5,1.0,0.6666666666666666,11,2,1,What is the mascot of the alma mater of Deborah Crombie?,"[['dbo:almaMater'], ['dbp:mascot']]",['dbp:mascot'],factoid,0.0,0.0,0.0,11,2,0,"[['dbo:almaMater'], ['dbp:mascot']]",[],factoid
658,0.5,1.0,0.6666666666666666,20,2,1,What is the alma mater of the Marshall Fletcher McCallie and has affiliation with  Vanderbilt University Medical Center ?,"[['dbp:almaMater'], ['dbp:affiliation']]",['dbp:affiliation'],factoid,0.0,0.0,0.0,20,2,0,"[['dbp:almaMater'], ['dbp:affiliation']]",[],factoid
664,1.0,1.0,1.0,7,1,1,Was Yabanc Damat first aired in UAE?,[['dbp:firstAired']],['dbp:firstAired'],boolean,0.0,0.0,0.0,7,1,0,[['dbp:firstAired']],[],boolean
713,1.0,1.0,1.0,9,1,1,"Where was Ne daj se, Nina first aired ?",[['dbp:firstAired']],['dbp:firstAired'],factoid,0.0,0.0,0.0,9,1,0,[['dbp:firstAired']],[],factoid
746,1.0,1.0,1.0,7,1,1,what kind of show was pole position?,[['dbo:genre']],['dbo:genre'],factoid,0.0,0.0,0.0,7,1,0,[['dbo:genre']],[],factoid
757,0.5,1.0,0.6666666666666666,10,2,1,In which countries is coconut used as a food ingredient?,"[['dbo:ingredient'], ['dbp:country']]",['dbo:ingredient'],factoid,0.0,0.0,0.0,10,2,0,"[['dbo:ingredient'], ['dbp:country']]",[],factoid
758,1.0,1.0,1.0,8,1,1,what is an album released by Dusty Springfield,[['dbo:type']],['dbo:type'],factoid,0.0,0.0,0.0,8,1,1,[['dbo:type']],['dbo:artist'],factoid
776,1.0,1.0,1.0,6,1,2,Where in the world is lewisport,"[['dbo:country', 'dbo:isPartOf']]","['dbo:country', 'dbo:isPartOf']",factoid,0.0,0.0,0.0,6,1,1,"[['dbo:country', 'dbo:isPartOf']]",['dbo:location'],factoid
793,1.0,1.0,1.0,8,1,1,Name the branch of Carroll E. Lanier ?,[['dbp:branch']],['dbp:branch'],list,0.0,0.0,0.0,8,1,0,[['dbp:branch']],[],list
805,1.0,1.0,1.0,11,1,1,what is the production company of the sound of music (film)?,[['dbp:studio']],['dbp:studio'],factoid,0.0,0.0,0.0,11,1,0,[['dbp:studio']],[],factoid
824,0.5,0.5,0.5,10,2,2,"Name the university whose affiliations's foundation place is Washington, D.C.?","[['dbp:affiliations'], ['dbo:foundationPlace']]","['dbp:affiliations', 'dbp:foundation']",list,0.0,0.0,0.0,10,2,0,"[['dbp:affiliations'], ['dbo:foundationPlace']]",[],list
846,0.5,1.0,0.6666666666666666,16,2,1,What is the home town of the musical artist who is the current members of Slapstick?,"[['dbp:currentMembers'], ['dbo:hometown']]",['dbo:hometown'],factoid,0.0,0.0,0.0,16,2,0,"[['dbp:currentMembers'], ['dbo:hometown']]",[],factoid
867,1.0,1.0,1.0,8,1,1,where does the mogami river flow out from,[['dbo:riverMouth']],['dbo:riverMouth'],factoid,0.0,0.0,0.0,8,1,0,[['dbo:riverMouth']],[],factoid
903,1.0,0.5,0.6666666666666666,5,1,2,What genre is twice-told tales,[['dbo:literaryGenre']],"['dbo:genre', 'dbo:literaryGenre']",factoid,0.0,0.0,0.0,5,1,1,[['dbo:literaryGenre']],['dbo:genre'],factoid
918,1.0,1.0,1.0,8,1,1,Was einstein a doctoral student of Alfred Kleiner?,[['dbo:doctoralStudent']],['dbo:doctoralStudent'],boolean,0.0,0.0,0.0,8,1,0,[['dbo:doctoralStudent']],[],boolean
931,1.0,1.0,1.0,4,1,1,what country produce guidestones,[['dbo:country']],['dbo:country'],factoid,0.0,0.0,0.0,4,1,0,[['dbo:country']],[],factoid
948,0.5,1.0,0.6666666666666666,10,2,1,Name some people working at someplace owned by News Corp.,"[['dbp:owners'], ['dbo:employer']]",['dbo:employer'],list,0.0,0.0,0.0,10,2,0,"[['dbp:owners'], ['dbo:employer']]",[],list
951,0.5,1.0,0.6666666666666666,14,2,1,List the origin of the weapons which were used in the American Revolutionary War.,"[['dbo:usedInWar'], ['dbp:origin']]",['dbp:origin'],list,0.0,0.0,0.0,14,2,0,"[['dbo:usedInWar'], ['dbp:origin']]",[],list
956,1.0,1.0,1.0,8,1,1,Who is the nominee of Jack Ryan ?,[['dbo:nominee']],['dbo:nominee'],factoid,0.0,0.0,0.0,8,1,0,[['dbo:nominee']],[],factoid
967,1.0,1.0,1.0,8,1,1,what is the headquarters of Juan Dalmau Ramerez?,[['dbp:headquarters']],['dbp:headquarters'],factoid,0.0,0.0,0.0,8,1,0,[['dbp:headquarters']],[],factoid
973,1.0,0.5,0.6666666666666666,6,1,2,Who wrote the pigman & me?,[['dbo:author']],"['dbo:author', 'dbo:writer']",factoid,0.0,0.0,0.0,6,1,1,[['dbo:author']],['dbo:writer'],factoid
985,1.0,1.0,1.0,7,1,2,Who was david a. hargrave influemced by,"[['dbo:influencedBy', 'dbo:influenced']]","['dbo:influenced', 'dbo:influencedBy']",factoid,0.0,0.0,0.0,7,1,0,"[['dbo:influencedBy', 'dbo:influenced']]",[],factoid
988,1.0,1.0,1.0,12,2,2,Which companies have launched a rocket from Cape Canaveral Air Force station?,"[['dbo:launchSite'], ['dbo:manufacturer']]","['dbo:launchSite', 'dbo:manufacturer']",factoid,0.0,0.0,0.0,12,2,0,"[['dbo:launchSite'], ['dbo:manufacturer']]",[],factoid
1104,1.0,1.0,1.0,7,1,1,Which countries were led by Pietro Parolin?,[['dbo:leader']],['dbo:leader'],factoid,0.0,0.0,0.0,7,1,0,[['dbo:leader']],[],factoid
1107,1.0,1.0,1.0,6,1,1,What country is charlie monroe from?,[['dbo:birthPlace']],['dbo:birthPlace'],factoid,0.0,0.0,0.0,6,1,1,[['dbo:birthPlace']],['dbo:nationality'],factoid
1130,0.5,1.0,0.6666666666666666,17,2,1,What is the headquarters of the public transit system which is the system of Bottineau LRT ?,"[['dbp:system'], ['dbp:headquarters']]",['dbp:headquarters'],factoid,0.0,0.0,0.0,17,2,0,"[['dbp:system'], ['dbp:headquarters']]",[],factoid
1142,0.5,1.0,0.6666666666666666,17,2,1,"How many awards have been received by graduates of University of Melbourne, Faculty of VCA & MCM?","[['dbo:training'], ['dbo:award']]",['dbo:award'],count,0.0,0.0,0.0,17,2,0,"[['dbo:training'], ['dbo:award']]",[],count
1148,0.5,1.0,0.6666666666666666,15,2,1,Which mainter of Pandaruan Bridge is also the land of Malaysia junior Hockey league ?,"[['dbo:country'], ['dbo:maintainedBy']]",['dbo:country'],factoid,0.0,0.0,0.0,15,2,0,"[['dbo:country'], ['dbo:maintainedBy']]",[],factoid
1158,1.0,1.0,1.0,6,1,1,Name a song produced by u2?,[['dbo:artist']],['dbo:artist'],list,0.0,0.0,0.0,6,1,0,[['dbo:artist']],[],list
1199,0.5,1.0,0.6666666666666666,15,2,1,What is the origin of the grape whose wine region is the Troodos Mountains ?,"[['dbo:wineRegion'], ['dbo:origin']]",['dbo:origin'],factoid,0.0,0.0,0.0,15,2,0,"[['dbo:wineRegion'], ['dbo:origin']]",[],factoid
1211,1.0,0.5,0.6666666666666666,11,1,2,What are the movies whose music is given by Laurie Johnson?,[['dbp:music']],"['dbo:musicComposer', 'dbp:music']",factoid,0.0,0.0,0.0,11,1,1,[['dbp:music']],['dbo:musicComposer'],factoid
1234,0.5,1.0,0.6666666666666666,13,2,1,What is the municipality of the Homestead Grays Bridge and Roberto Clemente Bridge?,"[['dbo:municipality'], ['dbo:municipality']]",['dbo:municipality'],factoid,0.0,0.0,0.0,13,2,0,"[['dbo:municipality'], ['dbo:municipality']]",[],factoid
1242,1.0,1.0,1.0,10,1,1,what type of album was emre: dark matter released as,[['dbo:type']],['dbo:type'],factoid,0.0,0.0,0.0,10,1,1,[['dbo:type']],['dbo:genre'],factoid
1250,1.0,1.0,1.0,5,1,1,where was winifred asprey born,[['dbo:birthPlace']],['dbo:birthPlace'],factoid,0.0,0.0,0.0,5,1,0,[['dbo:birthPlace']],[],factoid
1253,0.5,1.0,0.6666666666666666,11,2,1,"In which region is the rival school of Somerset, Massachusetts located?","[['dbp:rival'], ['dbo:region']]",['dbo:region'],factoid,0.0,0.0,0.0,11,2,0,"[['dbp:rival'], ['dbo:region']]",[],factoid
1256,1.0,1.0,1.0,9,1,1,From where does the river Upper Neretva start flowing?,[['dbo:riverMouth']],['dbo:riverMouth'],factoid,0.0,0.0,0.0,9,1,0,[['dbo:riverMouth']],[],factoid
1268,1.0,1.0,1.0,12,1,1,"What is the serving railway line of Warwick railway station, Perth ?",[['dbo:servingRailwayLine']],['dbo:servingRailwayLine'],factoid,0.0,0.0,0.0,12,1,0,[['dbo:servingRailwayLine']],[],factoid
1282,0.5,1.0,0.6666666666666666,17,2,1,Which architect of Marine Corps Air Station Kaneohe Bay was also tenant of New Sanno hotel /',"[['dbp:architect'], ['dbo:tenant']]",['dbp:architect'],factoid,0.0,0.0,0.0,17,2,0,"[['dbp:architect'], ['dbo:tenant']]",[],factoid
1311,0.5,1.0,0.6666666666666666,12,2,1,How many different people hold authority over the members of Balanidae family?,"[['dbo:family'], ['dbo:binomialAuthority']]",['dbo:family'],count,0.0,0.0,0.0,12,2,0,"[['dbo:family'], ['dbo:binomialAuthority']]",[],count
1329,1.0,1.0,1.0,7,1,1,which soviet scientist was also a commissar?,[['dbo:occupation']],['dbo:occupation'],factoid,0.0,0.0,0.0,7,1,0,[['dbo:occupation']],[],factoid
1331,1.0,1.0,1.0,7,1,1,which album is produced by Nancy Sinatra,[['dbo:type']],['dbo:type'],factoid,0.0,0.0,0.0,7,1,1,[['dbo:type']],['dbo:artist'],factoid
1335,1.0,1.0,1.0,16,2,2,Which television show is the subsequent work of Frasier and the opening theme is Gary Portnoy?,"[['dbo:openingTheme'], ['dbo:subsequentWork']]","['dbo:openingTheme', 'dbo:subsequentWork']",factoid,0.0,0.0,0.0,16,2,0,"[['dbo:openingTheme'], ['dbo:subsequentWork']]",[],factoid
1336,1.0,0.5,0.6666666666666666,9,1,2,which scientific works were written by victor j. stenger?,[['dbo:author']],"['dbo:author', 'dbo:notableWork']",factoid,0.0,0.0,0.0,9,1,0,[['dbo:author']],[],factoid
1355,1.0,0.5,0.6666666666666666,5,1,2,where is matt asiata from,[['dbo:birthPlace']],"['dbo:birthPlace', 'dbo:hometown']",factoid,0.0,0.0,0.0,5,1,1,[['dbo:birthPlace']],['dbo:hometown'],factoid
1364,0.5,0.5,0.5,13,2,2,Who created the stadiums who have been rented by the Boston Red Sox?,"[['dbo:tenant'], ['dbp:architect']]","['dbo:tenant', 'dbp:tenants']",factoid,0.0,0.0,0.0,13,2,0,"[['dbo:tenant'], ['dbp:architect']]",[],factoid
1379,0.5,0.5,0.5,8,2,2,List the colonel with branch as Militia ?,"[['dbp:branch'], ['dbp:rank']]","['dbo:militaryBranch', 'dbp:branch']",list,0.0,0.0,0.0,8,2,0,"[['dbp:branch'], ['dbp:rank']]",[],list
1409,1.0,1.0,1.0,9,1,1,What are the things Eric Schiller known for ?,[['dbo:knownFor']],['dbo:knownFor'],factoid,0.0,0.0,0.0,9,1,0,[['dbo:knownFor']],[],factoid
1449,1.0,1.0,1.0,9,1,1,what kind of album is return of the pride?,[['dbo:genre']],['dbo:genre'],factoid,0.0,0.0,0.0,9,1,1,[['dbo:genre']],['dbo:type'],factoid
1468,1.0,1.0,1.0,5,1,2,where are sparks hill located,"[['dbo:country', 'dbo:isPartOf']]","['dbo:country', 'dbo:isPartOf']",factoid,0.0,0.0,0.0,5,1,1,"[['dbo:country', 'dbo:isPartOf']]",['dbo:locatedInArea'],factoid
1490,1.0,1.0,1.0,7,1,1,Who was John F. Kennedy's vice president?,[['dbo:vicePresident']],['dbo:vicePresident'],factoid,0.0,0.0,0.0,7,1,0,[['dbo:vicePresident']],[],factoid
1491,0.5,1.0,0.6666666666666666,10,2,1,How many relatives are there of veterans of operation Barbarossa?,"[['dbo:battle'], ['dbo:relation']]",['dbo:relation'],count,0.0,0.0,0.0,10,2,0,"[['dbo:battle'], ['dbo:relation']]",[],count
1511,0.5,1.0,0.6666666666666666,9,2,1,Solon Spencer Beman has architected in how many cities?,"[['dbp:locationTown'], ['dbo:architect']]",['dbo:architect'],count,0.0,0.0,0.0,9,2,0,"[['dbp:locationTown'], ['dbo:architect']]",[],count
1515,1.0,1.0,1.0,5,1,1,what is andré gumprecht's nationality,[['dbo:birthPlace']],['dbo:birthPlace'],factoid,0.0,0.0,0.0,5,1,1,[['dbo:birthPlace']],['dbo:nationality'],factoid
1531,1.0,1.0,1.0,10,1,1,is black label society from los angeles or san diego,[['dbo:hometown']],['dbo:hometown'],boolean,0.0,0.0,0.0,10,1,1,[['dbo:hometown']],['dbo:recordLabel'],boolean
1534,1.0,1.0,1.0,5,1,1,What genre is theocracy in?,[['dbo:genre']],['dbo:genre'],factoid,0.0,0.0,0.0,5,1,1,[['dbo:genre']],['dbo:literaryGenre'],factoid
1543,1.0,0.5,0.6666666666666666,6,1,2,what country is little walter from,[['dbo:hometown']],"['dbo:country', 'dbo:hometown']",factoid,0.0,0.0,0.0,6,1,0,[['dbo:hometown']],[],factoid
1552,0.5,1.0,0.6666666666666666,11,2,1,Which ancient country had capital as Nicomedia and History of Trier?,"[['dbo:capital'], ['dbo:capital']]",['dbo:capital'],factoid,0.0,0.0,0.0,11,2,0,"[['dbo:capital'], ['dbo:capital']]",[],factoid
