,recall,precision,f1,word_count,rel_count,sys_relations,question,gold_relations,system_relations,question_type
400,0.5,0.5,0.5,8,2,2,How many people have written for Gangan Comics?,"[['dbp:magazine'], ['dbp:author']]","['dbp:author', 'dbp:writer']",count
402,0.5,0.3333333333333333,0.4,13,2,3,List the destinations of the airlines which also serves Mediterranean  Sea ?,"[['dbp:destinations'], ['dbp:destinations']]","['dbo:destination', 'dbo:targetAirport', 'dbp:destinations']",list
410,0.0,0.0,0.0,7,1,0,Was Yabanc Damat first aired in UAE?,[['dbp:firstAired']],[],boolean
424,0.0,0.0,0.0,6,1,0,who are some miss michigan usa?,[['dbp:title']],[],factoid
429,0.0,0.0,0.0,12,2,0,What is the country of the Hirth Acrostar and the Cobra missile?,"[['dbo:origin'], ['dbo:origin']]",[],factoid
443,0.0,0.0,0.0,12,1,1,What is the name of an album by an arena rock band,[['dbo:genre']],['dbo:artist'],factoid
447,0.5,0.5,0.5,13,2,2,What is the total number of writers whose singles are recorded in Miami?,"[['dbo:recordedIn'], ['dbp:writer']]","['dbo:writer', 'dbp:writer']",factoid
448,0.5,0.25,0.3333333333333333,17,2,4,Whihc place of birth of the Union State is also the largest city of Union Staete ?,"[['dbp:placeOfBirth'], ['dbp:largestCity']]","['dbo:birthPlace', 'dbo:largestCity', 'dbp:birthPlace', 'dbp:placeOfBirth']",list
469,0.5,0.5,0.5,16,2,2,What is the common branch of military of Edward Joseph Schwartz  and John Tower ?,"[['dbp:branch'], ['dbo:militaryBranch']]","['dbo:militaryBranch', 'dbo:relation']",factoid
471,0.0,0.0,0.0,6,1,1,Which country is greg demos from,[['dbo:nationality']],['dbo:artist'],factoid
475,0.5,0.3333333333333333,0.4,12,2,3,List the things for which people of New Orleans are famous for?,"[['dbp:placeOfBirth'], ['dbp:knownFor']]","['dbo:field', 'dbo:knownFor', 'dbp:knownFor']",list
487,0.0,0.0,0.0,8,1,0,What basketball league's champion is Golden State Warriors,[['dbp:champion']],[],factoid
492,0.5,0.3333333333333333,0.4,17,2,3,What are the former team of the american football players who played at gridiron football position ?,"[['dbp:position'], ['dbo:formerTeam']]","['dbo:formerTeam', 'dbo:position', 'dbo:team']",factoid
515,0.0,0.0,0.0,7,1,1,What is aneek dhar's place of birth,[['dbo:hometown']],['dbo:birthPlace'],factoid
522,0.5,0.5,0.5,8,2,2,Food in which countries has shallot in it?,"[['dbo:ingredient'], ['dbo:country']]","['dbo:country', 'dbp:country']",list
526,0.0,0.0,0.0,11,1,1,Does A foreign policy of freedom belong to the genre Politics?,[['dbo:literaryGenre']],['dbo:type'],boolean
529,0.0,0.0,0.0,9,1,0,How many states does the Pioneer corporation operate in?,[['dbp:country']],[],count
534,0.0,0.0,0.0,6,1,1,What country is lawson robinson from?,[['dbo:birthPlace']],['dbo:nationality'],factoid
540,0.0,0.0,0.0,7,1,2,who was the composer of momoiro sparkling?,[['dbo:musicalArtist']],"['dbo:writer', 'dbp:writer']",factoid
549,0.0,0.0,0.0,7,1,0,Was the USS Tillamook built in Seattle?,[['dbp:shipBuilder']],[],boolean
567,0.0,0.0,0.0,7,1,1,what position did bill fulcher ever play,[['dbp:playerPositions']],['dbo:position'],factoid
569,0.5,0.5,0.5,11,2,2,What awards were given to the screenplayer of The Motorcycle Diaries?,"[['dbp:screenplay'], ['dbp:awards']]","['dbo:award', 'dbp:awards']",factoid
571,0.5,0.5,0.5,12,2,2,"Who were the opponents of employees of Henry Howard, the Northampton Earl?","[['dbo:employer'], ['dbo:opponent']]","['dbo:opponent', 'dbo:president']",factoid
574,0.0,0.0,0.0,11,2,5,"Which parties have their members live in the PM House, Colombo?","[['dbo:leader'], ['dbp:residence']]","['dbo:leaderName', 'dbo:party', 'dbo:residence', 'dbp:constituency', 'dbp:party']",factoid
576,0.0,0.0,0.0,6,1,2,what state is sugar loaf in?,[['dbo:locatedInArea']],"['dbo:country', 'dbo:isPartOf']",factoid
577,0.0,0.0,0.0,5,1,2,where was michael pinnella was,[['dbo:birthPlace']],"['dbo:country', 'dbo:region']",factoid
578,0.0,0.0,0.0,16,2,0,What is the Recorded of the Kaptaan is also the headquarters of the Orient News ?,"[['dbp:recorded'], ['dbp:headquarters']]",[],factoid
585,0.5,0.25,0.3333333333333333,13,2,4,Which TV show's producer is Stephen E. Ambrose and company is DreamWorks Television?,"[['dbo:company'], ['dbo:producer']]","['dbo:executiveProducer', 'dbo:producer', 'dbp:company', 'dbp:producer']",factoid
586,0.5,0.3333333333333333,0.4,15,2,3,Which producer of  the Eristoff is also the  distributor of  Bombay Sapphire?,"[['dbp:distributor'], ['dbp:manufacturer']]","['dbo:distributor', 'dbo:producer', 'dbp:distributor']",factoid
598,0.0,0.0,0.0,8,1,1,"Where was Live in Detroit, MI recorded ?",[['dbo:recordedIn']],['dbo:hometown'],factoid
610,0.0,0.0,0.0,7,1,0,Which U.S. state has the abbreviation MN?,[['dbp:postalabbreviation']],[],factoid
618,0.5,0.5,0.5,17,2,2,"How many awards have been received by graduates of University of Melbourne, Faculty of VCA & MCM?","[['dbo:training'], ['dbo:award']]","['dbo:almaMater', 'dbo:award']",count
621,0.0,0.0,0.0,11,1,1,What is an example of a song by john lee hooker,[['dbo:writer']],['dbo:artist'],factoid
624,0.0,0.0,0.0,8,1,2,List the writers of Tales of Suspense ?,[['dbp:writers']],"['dbp:author', 'dbp:writer']",list
625,0.0,0.0,0.0,9,2,1,How many rivers start in an English speaking country?,"[['dbo:sourceCountry'], ['dbo:officialLanguage']]",['dbo:spokenIn'],count
634,0.0,0.0,0.0,11,2,0,What is the common genere of Abhijit Kunte and Kasparov ?,"[['dbp:knownFor'], ['dbo:genre']]",[],factoid
648,0.0,0.0,0.0,8,1,2,"which county is whitley heights, los angeles in",[['dbo:location']],"['dbo:country', 'dbo:isPartOf']",factoid
649,0.0,0.0,0.0,18,2,0,Which parent company of the Cornell University Press is also the alma mater of the Mario Garca Menocal?,"[['dbo:parentCompany'], ['dbo:almaMater']]",[],factoid
657,0.0,0.0,0.0,9,2,2,What was developed by someone working in Cockroach Labs?,"[['dbp:employer'], ['dbp:author']]","['dbo:developer', 'dbp:developer']",factoid
658,0.0,0.0,0.0,17,2,2,List the stadium of the teams which uses Nea Smyrni  as one of the stadium ?,"[['dbp:stadium'], ['dbp:stadium']]","['dbo:tenant', 'dbp:tenants']",list
680,0.0,0.0,0.0,7,1,2,what country is nóirín ní riain from,[['dbo:hometown']],"['dbo:birthPlace', 'dbo:nationality']",factoid
688,0.5,0.3333333333333333,0.4,17,2,3,Count the number of other services of the companies which provides the Microsoft Azure as service ?,"[['dbp:services'], ['dbp:services']]","['dbo:product', 'dbp:products', 'dbp:services']",count
690,0.0,0.0,0.0,19,2,0,Which city is the route start of the Moscow-Kazan high-speed railway and birth place of the Ilya Savelev ?,"[['dbo:birthPlace'], ['dbo:routeStart']]",[],factoid
708,0.0,0.0,0.0,3,1,1,Who created Wikipedia?,[['dbo:author']],['dbo:creator'],factoid
709,0.0,0.0,0.0,8,1,0,Name the associate acts of  Martin Pugh?,[['dbp:associatedActs']],[],list
717,0.0,0.0,0.0,5,1,1,Who wrote the red violin?,[['dbo:writer']],['dbo:instrument'],factoid
718,0.0,0.0,0.0,15,2,0,Which river's source mountain is Baikal Mountains and it's mouth is Lena Delta Wildlife Reserve?,"[['dbo:riverMouth'], ['dbo:sourceMountain']]",[],factoid
726,0.0,0.0,0.0,7,1,1,how would you label maurice gibb's music,[['dbo:genre']],['dbo:recordLabel'],factoid
728,0.0,0.0,0.0,6,1,1,which country was louis tellier born,[['dbp:birthPlace']],['dbo:birthPlace'],factoid
737,0.0,0.0,0.0,14,2,0,"What all are in the states whose anthem is Ja, vi esker dette landet?","[['dbo:anthem'], ['dbo:country']]",[],factoid
756,0.0,0.0,0.0,7,1,1,What genre is king of the hill,[['dbo:genre']],['dbo:literaryGenre'],factoid
757,0.0,0.0,0.0,7,1,2,what river does rathbun lake outflow to,[['dbo:outflow']],"['dbo:riverMouth', 'dbp:areas']",factoid
771,0.0,0.0,0.0,7,1,1,Which music label is soulhead apart of?,[['dbo:recordLabel']],['dbo:genre'],factoid
777,0.0,0.0,0.0,7,1,1,Who was on the Apollo 11 mission?,[['dbp:crewMembers']],['dbp:mission'],factoid
788,0.0,0.0,0.0,6,1,1,Count the movies in Swedish language?,[['dbp:language']],['dbo:language'],count
795,0.5,0.3333333333333333,0.4,15,2,3,List the subjects of the books whose one of the topics is Pau Broca ?,"[['dbp:subject'], ['dbp:subject']]","['dbo:nonFictionSubject', 'dbp:mainInterests', 'dbp:subject']",list
803,0.5,0.5,0.5,14,2,2,Where is the head quarters of the parent company of Mall of America located?,"[['dbp:owned'], ['dbp:headquarters']]","['dbp:headquarters', 'dbp:owner']",factoid
814,0.5,0.25,0.3333333333333333,11,2,4,"In which region is the rival school of Somerset, Massachusetts located?","[['dbp:rival'], ['dbo:region']]","['dbo:country', 'dbo:location', 'dbo:region', 'dbo:state']",factoid
832,0.0,0.0,0.0,6,1,1,What style tv program is blood-c?,[['dbp:genre']],['dbo:genre'],factoid
838,0.0,0.0,0.0,12,2,1,Which leader of Trump Entertainment Resorts is a relative of Maryanne Barry?,"[['dbo:relation'], ['dbo:keyPerson']]",['dbp:keyPeople'],factoid
841,0.0,0.0,0.0,10,2,1,Which U.S. states are in the same timezone as Utah?,"[['dbp:timezone'], ['dbp:timezone']]",['dbo:timeZone'],factoid
854,0.0,0.0,0.0,14,2,4,What is the largest city of the country which hosted the 1951 Asian Games?,"[['dbp:hostCity'], ['dbo:largestCity']]","['dbo:capital', 'dbo:country', 'dbo:location', 'dbp:country']",factoid
862,0.0,0.0,0.0,9,1,4,Was David Gilmour a former member of Pink Floyd?,[['dbo:formerBandMember']],"['dbo:associatedBand', 'dbo:bandMember', 'dbp:currentMembers', 'dbp:pastMembers']",boolean
877,0.0,0.0,0.0,12,1,1,"What is the serving railway line of Warwick railway station, Perth ?",[['dbo:servingRailwayLine']],['dbo:routeEnd'],factoid
879,0.0,0.0,0.0,9,1,1,What is an album by the royal philharmonic orchestra,[['dbo:artist']],['dbo:type'],factoid
887,0.5,0.3333333333333333,0.4,10,2,3,Where can i find companies which were started in Toronto?,"[['dbo:foundationPlace'], ['dbp:locations']]","['dbo:foundationPlace', 'dbo:hometown', 'dbp:foundation']",factoid
891,0.5,0.5,0.5,13,2,2,How many have order (taxonomy) as Bacillales and division as Firmicutes are there?,"[['dbo:division'], ['dbo:order']]","['dbo:order', 'dbo:phylum']",count
902,0.0,0.0,0.0,6,1,2,How many people live in Poland?,[['dbo:populationTotal']],"['dbo:residence', 'dbp:residence']",count
904,0.0,0.0,0.0,10,1,1,What type of rock is new ipswich mountain made of,[['dbo:type']],['dbo:genre'],factoid
908,0.0,0.0,0.0,16,2,1,Name the TV show whose composer is Judy Hart Angelo and company as Paramount Television ?,"[['dbo:composer'], ['dbp:company']]",['dbp:themeMusicComposer'],list
909,0.0,0.0,0.0,6,1,2,What US state is watervale located?,[['dbo:location']],"['dbo:country', 'dbo:isPartOf']",factoid
936,0.5,0.5,0.5,8,2,2,Who founded the sister stations of Discovery Communications?,"[['dbp:sisterNames'], ['dbp:founder']]","['dbp:foundation', 'dbp:founder']",factoid
940,0.5,0.3333333333333333,0.4,9,2,3,Who acted in the work written by Colin Brake?,"[['dbp:writer'], ['dbp:starring']]","['dbo:author', 'dbo:notableWork', 'dbp:writer']",factoid
941,0.5,0.5,0.5,15,2,2,"Name the common architecture of the Grand Serail of Aleppo and Shaheed Minar, Kolkata ?","[['dbo:architecturalStyle'], ['dbo:architecturalStyle']]","['dbo:architect', 'dbo:architecturalStyle']",list
947,0.0,0.0,0.0,16,2,1,Which company of Ford Theatre is the owning organization of F0ord Kansa City Assemply Plant ?,"[['dbo:owningOrganisation'], ['dbp:company']]",['dbp:owner'],factoid
954,0.0,0.0,0.0,7,1,2,Who is the founder of Penguin Books?,[['dbo:founder']],"['dbo:author', 'dbo:foundedBy']",factoid
973,0.0,0.0,0.0,12,1,1,Who was the writer for the episode titled old money (the simpsons),[['dbp:writer']],['dbo:writer'],factoid
987,0.5,0.25,0.3333333333333333,10,2,4,Who has fought in the conflicts around the Mississippi river?,"[['dbp:place'], ['dbp:combatant']]","['dbo:battle', 'dbo:commander', 'dbp:battles', 'dbp:combatant']",factoid
990,0.0,0.0,0.0,8,1,2,"what type of style is jama masjid, delhi?",[['dbp:architectureStyle']],"['dbo:architecturalStyle', 'dbo:genre']",factoid
1006,0.0,0.0,0.0,9,2,3,How many different writers have written for Jump Square?,"[['dbp:magazine'], ['dbp:author']]","['dbo:author', 'dbo:writer', 'dbp:writer']",count
1013,0.0,0.0,0.0,5,1,1,what anime aired in 1968?,[['dbo:language']],['dbp:genre'],factoid
1030,0.0,0.0,0.0,6,1,0,What is the wavelength of Indigo?,[['dbo:wavelength']],[],factoid
1031,0.5,0.5,0.5,16,2,2,In how many  territories were the wars fought where Fusil Gras Mile 1874 were used?,"[['dbo:usedInWar'], ['dbo:territory']]","['dbo:territory', 'dbp:battles']",count
1049,0.0,0.0,0.0,5,1,2,where is gustav sprick from?,"[['dbp:birthPlace', 'dbo:birthPlace']]","['dbo:hometown', 'dbo:nationality']",factoid
1050,0.5,0.3333333333333333,0.4,7,2,3,Titus software publishes which genre of games?,"[['dbp:publisher'], ['dbo:genre']]","['dbo:genre', 'dbo:publisher', 'dbp:genre']",list
1054,0.5,0.25,0.3333333333333333,13,2,4,What is the war in which both K Fordice and P Fitzwallace fight?,"[['dbp:battles'], ['dbp:battles']]","['dbo:battle', 'dbo:commander', 'dbp:battles', 'dbp:combatant']",factoid
1056,0.0,0.0,0.0,9,2,0,Which country were the associates of Hilda Duhalde from?,"[['dbo:associate'], ['dbo:nationality']]",[],factoid
1058,0.5,0.3333333333333333,0.4,10,2,3,How many services does the company who made Onedrive provide?,"[['dbo:service'], ['dbp:services']]","['dbo:product', 'dbp:products', 'dbp:services']",count
1060,0.5,0.5,0.5,12,2,2,How many cities are around the sea which flows into the Atlantic?,"[['dbp:cities'], ['dbo:inflow']]","['dbo:riverMouth', 'dbp:cities']",count
1068,0.0,0.0,0.0,5,1,2,Where was pallavi purohit born,[['dbo:nationality']],"['dbo:birthPlace', 'dbp:birthPlace']",factoid
1078,0.5,0.5,0.5,14,2,2,Which team has had both Martin prochzka and garry unger as its players ?,"[['dbo:formerTeam'], ['dbo:formerTeam']]","['dbo:formerTeam', 'dbo:team']",factoid
1103,0.0,0.0,0.0,11,1,0,Did the New Way party merge in the One Israel party?,[['dbo:mergedIntoParty']],[],boolean
1119,0.0,0.0,0.0,5,1,1,Which rivers start in Wyoming?,[['dbo:sourceRegion']],['dbo:city'],factoid
1135,0.0,0.0,0.0,8,1,3,where in somalia is mohammed awale liban from,[['dbo:birthPlace']],"['dbo:country', 'dbo:hometown', 'dbo:nationality']",factoid
1137,0.0,0.0,0.0,9,1,1,Was the body of Elsie Paroubek discovered in Chicago?,[['dbo:bodyDiscovered']],['dbo:discoverer'],boolean
1138,0.0,0.0,0.0,7,1,2,how was beat street sold in stores,[['dbo:type']],"['dbo:distributor', 'dbo:publisher']",factoid
1141,0.0,0.0,0.0,12,2,2,List the other members of the team where Jason Hayne currently plays?,"[['dbo:currentMember'], ['dbp:name']]","['dbo:formerTeam', 'dbo:team']",list
1146,0.0,0.0,0.0,9,1,0,What is the automobile platform of Chiva bus ?,[['dbo:automobilePlatform']],[],factoid
1147,0.0,0.0,0.0,10,1,2,What are the names of books written by george orwell?,[['dbo:literaryGenre']],"['dbo:author', 'dbo:notableWork']",factoid
1151,0.0,0.0,0.0,15,1,0,When is the movie Worst Case Scenario going to be in cinemas in the Netherlands?,[['dbo:releaseDate']],[],factoid
1153,0.0,0.0,0.0,6,1,1,what kind of album is reallive!,[['dbo:type']],['dbo:genre'],factoid
1165,0.0,0.0,0.0,8,1,2,Which country did anthony acid have nationality in,[['dbo:hometown']],"['dbo:birthPlace', 'dbo:nationality']",factoid
1173,0.0,0.0,0.0,18,2,1, Name the city whose province is Metropolitan City of Venice and has leader as Luigi Brugnaro ?,"[['dbo:leaderName'], ['dbp:province']]",['dbo:leader'],list
1199,0.0,0.0,0.0,13,2,3, Wringer (novel) and Maniac Magee is the notable work of which author?,"[['dbp:notableworks'], ['dbp:notableworks']]","['dbo:author', 'dbo:literaryGenre', 'dbo:notableWork']",list
1212,0.5,0.3333333333333333,0.4,11,2,3,Who was engaged in wars of Fort Gadsden and Fort Barrancas?,"[['dbo:battle'], ['dbo:battle']]","['dbo:battle', 'dbp:battles', 'dbp:combatant']",factoid
1223,0.0,0.0,0.0,9,1,1,Name a military leader from the battle of culloden,[['dbo:battle']],['dbo:place'],list
1229,0.0,0.0,0.0,11,1,1,What are the countries for which History of Trier principal to?,[['dbo:capital']],['dbo:country'],factoid
1251,0.0,0.0,0.0,15,2,0,Which district of Fort Heath radar station is also the state of Joesph Story ?,"[['dbp:district'], ['dbp:state']]",[],factoid
1268,0.5,0.5,0.5,16,2,2,Name the television show with opening theme as Te Deum and is composed by Marc-Antoine Charpentier?,"[['dbo:openingTheme'], ['dbp:themeMusicComposer']]","['dbo:subsequentWork', 'dbp:themeMusicComposer']",list
1279,0.0,0.0,0.0,8,1,1,what is a work by donovan leitch (actor),[['dbo:director']],['dbo:writer'],factoid
1288,0.0,0.0,0.0,7,1,0,Did Timm Gunn guest in Sunrise (HIMYM)?,[['dbp:guests']],[],boolean
1291,0.0,0.0,0.0,8,1,2,which country is john jones a citizen of,[['dbo:hometown']],"['dbo:birthPlace', 'dbo:nationality']",factoid
1292,0.0,0.0,0.0,10,1,1,Is Mike Babcock the head coach of Toronto Maple Leafs?,[['dbp:headCoach']],['dbo:team'],boolean
1296,0.0,0.0,0.0,8,1,0,Which state does Jerome B. Chaffee belong ?,[['dbp:state']],[],factoid
1322,0.5,0.5,0.5,18,2,2,What city was recorded in Live in detroit which is also the official residence of ken Holland ?,"[['dbo:residence'], ['dbo:recordedIn']]","['dbo:hometown', 'dbo:residence']",factoid
1329,0.5,0.5,0.5,14,2,2,What are all the prizes won by the writer of A Grand Day Out?,"[['dbo:writer'], ['dbo:award']]","['dbo:award', 'dbp:awards']",factoid
1331,0.5,0.5,0.5,14,2,2,Which ppolitical party of Yashpal Kapur is also the owner of National Herald ?,"[['dbo:owner'], ['dbo:party']]","['dbo:owner', 'dbp:owner']",factoid
1341,0.0,0.0,0.0,5,1,2,When did Michael Jackson die?,[['dbo:deathDate']],"['dbo:deathPlace', 'dbp:deathPlace']",factoid
1347,0.5,0.5,0.5,21,2,2,Count the total number of launch site of the rockets which have been launched form Cape Canaveral Air Force Station ?,"[['dbo:launchSite'], ['dbo:launchSite']]","['dbo:launchSite', 'dbo:manufacturer']",count
1349,0.0,0.0,0.0,12,2,0,What are some team members of the team based in Camp Nou?,"[['dbo:homeStadium'], ['dbp:name']]",[],factoid
1355,0.0,0.0,0.0,10,1,1,President of Ghana is the leader title of which country?,[['dbp:leaderTitle']],['dbo:leader'],list
1361,0.0,0.0,0.0,6,1,2,what state is shockoe bottom in,[['dbo:location']],"['dbo:country', 'dbo:region']",factoid
1367,0.0,0.0,0.0,6,1,1,Where was jim mitchell (cartoonist) born?,[['dbp:birthPlace']],['dbo:birthPlace'],factoid
1373,0.0,0.0,0.0,8,2,2,What are some famous veterinary physicians known for?,"[['dbp:field'], ['dbp:knownFor']]","['dbo:knownFor', 'dbo:occupation']",factoid
1379,0.0,0.0,0.0,8,1,1,Name an album from the Black Label Society,[['dbo:genre']],['dbo:recordLabel'],list
1382,0.0,0.0,0.0,15,2,0,"Enumerate all the first teams of the GPs which were held in Watkins Glen, NY?","[['dbp:location'], ['dbp:firstTeam']]",[],count
1385,0.5,0.3333333333333333,0.4,11,2,3,Which appliance's CPU is Cell (microprocessor) and predecessor is PlayStation 2?,"[['dbo:cpu'], ['dbo:predecessor']]","['dbo:manufacturer', 'dbo:predecessor', 'dbo:successor']",factoid
1388,0.5,0.5,0.5,12,2,2,What awards have been given to race horses bred by Bert Michell?,"[['dbp:trainer'], ['dbo:honours']]","['dbo:honours', 'dbp:race']",factoid
1395,0.0,0.0,0.0,12,1,2,How many television shows have  Fox Broadcasting Company as their channel?,[['dbp:channel']],"['dbo:network', 'dbp:network']",count
1401,0.0,0.0,0.0,8,1,1,Name a game published by delta tao software?,[['dbo:developer']],['dbo:publisher'],list
1402,0.5,0.3333333333333333,0.4,13,2,3,How many artists have their works in the Sao Paolo Museum of Art?,"[['dbp:artist'], ['dbp:museum']]","['dbo:field', 'dbo:movement', 'dbp:artist']",count
1405,0.0,0.0,0.0,7,1,2,Which person works at the American Magazine?,[['dbo:employer']],"['dbo:occupation', 'dbp:employer']",factoid
1406,0.0,0.0,0.0,7,1,2,Who are currently playing for Barcelona FC?,[['dbp:currentclub']],"['dbo:formerTeam', 'dbo:team']",factoid
1418,0.0,0.0,0.0,9,2,1,Who composed songs in the Mr Tambourine Man album?,"[['dbp:album'], ['dbo:composer']]",['dbo:writer'],factoid
