,recall,precision,f1,word_count,rel_count,sys_relations,question,gold_relations,system_relations,question_type
261,0.0,0.0,0.0,10,1,1,Was Zambezi originate in the north western province of zambia?,[['dbp:sourceRegion']],['dbo:origin'],boolean
277,0.0,0.0,0.0,4,1,2,What county is taliesin,[['dbo:location']],"['dbo:country', 'dbo:isPartOf']",factoid
285,0.0,0.0,0.0,10,1,1,what city in new york did joseph francis flannelly die,[['dbp:deathPlace']],['dbo:deathPlace'],factoid
299,0.0,0.0,0.0,9,1,1,Where is the arena of WPC Dynamo Moscow situated?,[['dbp:arena']],['dbo:location'],factoid
315,0.0,0.0,0.0,7,1,1,Name the incumbent of Linda Jenness ?,[['dbo:incumbent']],['dbp:deputy'],list
328,0.0,0.0,0.0,8,1,0,Name the street address of Rhodes-Haverty Building ?,[['dbp:address']],[],list
347,0.0,0.0,0.0,10,2,2,In which municipalities does the NYC housing authority own buildings?,"[['dbo:owningOrganisation'], ['dbo:municipality']]","['dbo:location', 'dbo:tenant']",factoid
354,0.0,0.0,0.0,14,2,3,Give me all the alma mater of the relatives of Samuek Moreno Rojas ?,"[['dbo:relation'], ['dbp:almaMater']]","['dbo:almaMater', 'dbo:relative', 'dbp:relatives']",list
361,0.0,0.0,0.0,6,1,2,which country is john berry from,[['dbo:birthPlace']],"['dbo:artist', 'dbo:nationality']",factoid
367,0.0,0.0,0.0,7,1,0,Is Pixar Canada a subsidiary of Pixar?,[['dbo:subsidiary']],[],boolean
371,0.0,0.0,0.0,8,1,1,Name the branch of Carroll E. Lanier ?,[['dbp:branch']],['dbo:relative'],list
374,0.0,0.0,0.0,6,1,2,what state is mountain view from?,[['dbo:location']],"['dbo:country', 'dbo:isPartOf']",factoid
384,0.0,0.0,0.0,7,1,1,kwyi's mainly plays what type of music?,[['dbo:programmeFormat']],['dbo:genre'],list
388,0.0,0.0,0.0,6,1,1,Give me the Apollo 14 astronauts.,[['dbo:mission']],['dbp:mission'],list
410,0.0,0.0,0.0,7,1,0,Was Yabanc Damat first aired in UAE?,[['dbp:firstAired']],[],boolean
424,0.0,0.0,0.0,6,1,0,who are some miss michigan usa?,[['dbp:title']],[],factoid
429,0.0,0.0,0.0,12,2,0,What is the country of the Hirth Acrostar and the Cobra missile?,"[['dbo:origin'], ['dbo:origin']]",[],factoid
443,0.0,0.0,0.0,12,1,1,What is the name of an album by an arena rock band,[['dbo:genre']],['dbo:artist'],factoid
471,0.0,0.0,0.0,6,1,1,Which country is greg demos from,[['dbo:nationality']],['dbo:artist'],factoid
487,0.0,0.0,0.0,8,1,0,What basketball league's champion is Golden State Warriors,[['dbp:champion']],[],factoid
515,0.0,0.0,0.0,7,1,1,What is aneek dhar's place of birth,[['dbo:hometown']],['dbo:birthPlace'],factoid
526,0.0,0.0,0.0,11,1,1,Does A foreign policy of freedom belong to the genre Politics?,[['dbo:literaryGenre']],['dbo:type'],boolean
529,0.0,0.0,0.0,9,1,0,How many states does the Pioneer corporation operate in?,[['dbp:country']],[],count
534,0.0,0.0,0.0,6,1,1,What country is lawson robinson from?,[['dbo:birthPlace']],['dbo:nationality'],factoid
540,0.0,0.0,0.0,7,1,2,who was the composer of momoiro sparkling?,[['dbo:musicalArtist']],"['dbo:writer', 'dbp:writer']",factoid
549,0.0,0.0,0.0,7,1,0,Was the USS Tillamook built in Seattle?,[['dbp:shipBuilder']],[],boolean
567,0.0,0.0,0.0,7,1,1,what position did bill fulcher ever play,[['dbp:playerPositions']],['dbo:position'],factoid
574,0.0,0.0,0.0,11,2,5,"Which parties have their members live in the PM House, Colombo?","[['dbo:leader'], ['dbp:residence']]","['dbo:leaderName', 'dbo:party', 'dbo:residence', 'dbp:constituency', 'dbp:party']",factoid
576,0.0,0.0,0.0,6,1,2,what state is sugar loaf in?,[['dbo:locatedInArea']],"['dbo:country', 'dbo:isPartOf']",factoid
577,0.0,0.0,0.0,5,1,2,where was michael pinnella was,[['dbo:birthPlace']],"['dbo:country', 'dbo:region']",factoid
578,0.0,0.0,0.0,16,2,0,What is the Recorded of the Kaptaan is also the headquarters of the Orient News ?,"[['dbp:recorded'], ['dbp:headquarters']]",[],factoid
598,0.0,0.0,0.0,8,1,1,"Where was Live in Detroit, MI recorded ?",[['dbo:recordedIn']],['dbo:hometown'],factoid
610,0.0,0.0,0.0,7,1,0,Which U.S. state has the abbreviation MN?,[['dbp:postalabbreviation']],[],factoid
621,0.0,0.0,0.0,11,1,1,What is an example of a song by john lee hooker,[['dbo:writer']],['dbo:artist'],factoid
624,0.0,0.0,0.0,8,1,2,List the writers of Tales of Suspense ?,[['dbp:writers']],"['dbp:author', 'dbp:writer']",list
625,0.0,0.0,0.0,9,2,1,How many rivers start in an English speaking country?,"[['dbo:sourceCountry'], ['dbo:officialLanguage']]",['dbo:spokenIn'],count
634,0.0,0.0,0.0,11,2,0,What is the common genere of Abhijit Kunte and Kasparov ?,"[['dbp:knownFor'], ['dbo:genre']]",[],factoid
648,0.0,0.0,0.0,8,1,2,"which county is whitley heights, los angeles in",[['dbo:location']],"['dbo:country', 'dbo:isPartOf']",factoid
649,0.0,0.0,0.0,18,2,0,Which parent company of the Cornell University Press is also the alma mater of the Mario Garca Menocal?,"[['dbo:parentCompany'], ['dbo:almaMater']]",[],factoid
657,0.0,0.0,0.0,9,2,2,What was developed by someone working in Cockroach Labs?,"[['dbp:employer'], ['dbp:author']]","['dbo:developer', 'dbp:developer']",factoid
658,0.0,0.0,0.0,17,2,2,List the stadium of the teams which uses Nea Smyrni  as one of the stadium ?,"[['dbp:stadium'], ['dbp:stadium']]","['dbo:tenant', 'dbp:tenants']",list
680,0.0,0.0,0.0,7,1,2,what country is nóirín ní riain from,[['dbo:hometown']],"['dbo:birthPlace', 'dbo:nationality']",factoid
690,0.0,0.0,0.0,19,2,0,Which city is the route start of the Moscow-Kazan high-speed railway and birth place of the Ilya Savelev ?,"[['dbo:birthPlace'], ['dbo:routeStart']]",[],factoid
708,0.0,0.0,0.0,3,1,1,Who created Wikipedia?,[['dbo:author']],['dbo:creator'],factoid
709,0.0,0.0,0.0,8,1,0,Name the associate acts of  Martin Pugh?,[['dbp:associatedActs']],[],list
717,0.0,0.0,0.0,5,1,1,Who wrote the red violin?,[['dbo:writer']],['dbo:instrument'],factoid
718,0.0,0.0,0.0,15,2,0,Which river's source mountain is Baikal Mountains and it's mouth is Lena Delta Wildlife Reserve?,"[['dbo:riverMouth'], ['dbo:sourceMountain']]",[],factoid
726,0.0,0.0,0.0,7,1,1,how would you label maurice gibb's music,[['dbo:genre']],['dbo:recordLabel'],factoid
728,0.0,0.0,0.0,6,1,1,which country was louis tellier born,[['dbp:birthPlace']],['dbo:birthPlace'],factoid
737,0.0,0.0,0.0,14,2,0,"What all are in the states whose anthem is Ja, vi esker dette landet?","[['dbo:anthem'], ['dbo:country']]",[],factoid
756,0.0,0.0,0.0,7,1,1,What genre is king of the hill,[['dbo:genre']],['dbo:literaryGenre'],factoid
757,0.0,0.0,0.0,7,1,2,what river does rathbun lake outflow to,[['dbo:outflow']],"['dbo:riverMouth', 'dbp:areas']",factoid
771,0.0,0.0,0.0,7,1,1,Which music label is soulhead apart of?,[['dbo:recordLabel']],['dbo:genre'],factoid
777,0.0,0.0,0.0,7,1,1,Who was on the Apollo 11 mission?,[['dbp:crewMembers']],['dbp:mission'],factoid
788,0.0,0.0,0.0,6,1,1,Count the movies in Swedish language?,[['dbp:language']],['dbo:language'],count
832,0.0,0.0,0.0,6,1,1,What style tv program is blood-c?,[['dbp:genre']],['dbo:genre'],factoid
838,0.0,0.0,0.0,12,2,1,Which leader of Trump Entertainment Resorts is a relative of Maryanne Barry?,"[['dbo:relation'], ['dbo:keyPerson']]",['dbp:keyPeople'],factoid
841,0.0,0.0,0.0,10,2,1,Which U.S. states are in the same timezone as Utah?,"[['dbp:timezone'], ['dbp:timezone']]",['dbo:timeZone'],factoid
854,0.0,0.0,0.0,14,2,4,What is the largest city of the country which hosted the 1951 Asian Games?,"[['dbp:hostCity'], ['dbo:largestCity']]","['dbo:capital', 'dbo:country', 'dbo:location', 'dbp:country']",factoid
862,0.0,0.0,0.0,9,1,4,Was David Gilmour a former member of Pink Floyd?,[['dbo:formerBandMember']],"['dbo:associatedBand', 'dbo:bandMember', 'dbp:currentMembers', 'dbp:pastMembers']",boolean
877,0.0,0.0,0.0,12,1,1,"What is the serving railway line of Warwick railway station, Perth ?",[['dbo:servingRailwayLine']],['dbo:routeEnd'],factoid
879,0.0,0.0,0.0,9,1,1,What is an album by the royal philharmonic orchestra,[['dbo:artist']],['dbo:type'],factoid
902,0.0,0.0,0.0,6,1,2,How many people live in Poland?,[['dbo:populationTotal']],"['dbo:residence', 'dbp:residence']",count
904,0.0,0.0,0.0,10,1,1,What type of rock is new ipswich mountain made of,[['dbo:type']],['dbo:genre'],factoid
908,0.0,0.0,0.0,16,2,1,Name the TV show whose composer is Judy Hart Angelo and company as Paramount Television ?,"[['dbo:composer'], ['dbp:company']]",['dbp:themeMusicComposer'],list
909,0.0,0.0,0.0,6,1,2,What US state is watervale located?,[['dbo:location']],"['dbo:country', 'dbo:isPartOf']",factoid
947,0.0,0.0,0.0,16,2,1,Which company of Ford Theatre is the owning organization of F0ord Kansa City Assemply Plant ?,"[['dbo:owningOrganisation'], ['dbp:company']]",['dbp:owner'],factoid
954,0.0,0.0,0.0,7,1,2,Who is the founder of Penguin Books?,[['dbo:founder']],"['dbo:author', 'dbo:foundedBy']",factoid
973,0.0,0.0,0.0,12,1,1,Who was the writer for the episode titled old money (the simpsons),[['dbp:writer']],['dbo:writer'],factoid
990,0.0,0.0,0.0,8,1,2,"what type of style is jama masjid, delhi?",[['dbp:architectureStyle']],"['dbo:architecturalStyle', 'dbo:genre']",factoid
1006,0.0,0.0,0.0,9,2,3,How many different writers have written for Jump Square?,"[['dbp:magazine'], ['dbp:author']]","['dbo:author', 'dbo:writer', 'dbp:writer']",count
1013,0.0,0.0,0.0,5,1,1,what anime aired in 1968?,[['dbo:language']],['dbp:genre'],factoid
1030,0.0,0.0,0.0,6,1,0,What is the wavelength of Indigo?,[['dbo:wavelength']],[],factoid
1049,0.0,0.0,0.0,5,1,2,where is gustav sprick from?,"[['dbp:birthPlace', 'dbo:birthPlace']]","['dbo:hometown', 'dbo:nationality']",factoid
1056,0.0,0.0,0.0,9,2,0,Which country were the associates of Hilda Duhalde from?,"[['dbo:associate'], ['dbo:nationality']]",[],factoid
1068,0.0,0.0,0.0,5,1,2,Where was pallavi purohit born,[['dbo:nationality']],"['dbo:birthPlace', 'dbp:birthPlace']",factoid
1103,0.0,0.0,0.0,11,1,0,Did the New Way party merge in the One Israel party?,[['dbo:mergedIntoParty']],[],boolean
1119,0.0,0.0,0.0,5,1,1,Which rivers start in Wyoming?,[['dbo:sourceRegion']],['dbo:city'],factoid
1135,0.0,0.0,0.0,8,1,3,where in somalia is mohammed awale liban from,[['dbo:birthPlace']],"['dbo:country', 'dbo:hometown', 'dbo:nationality']",factoid
1137,0.0,0.0,0.0,9,1,1,Was the body of Elsie Paroubek discovered in Chicago?,[['dbo:bodyDiscovered']],['dbo:discoverer'],boolean
1138,0.0,0.0,0.0,7,1,2,how was beat street sold in stores,[['dbo:type']],"['dbo:distributor', 'dbo:publisher']",factoid
1141,0.0,0.0,0.0,12,2,2,List the other members of the team where Jason Hayne currently plays?,"[['dbo:currentMember'], ['dbp:name']]","['dbo:formerTeam', 'dbo:team']",list
1146,0.0,0.0,0.0,9,1,0,What is the automobile platform of Chiva bus ?,[['dbo:automobilePlatform']],[],factoid
1147,0.0,0.0,0.0,10,1,2,What are the names of books written by george orwell?,[['dbo:literaryGenre']],"['dbo:author', 'dbo:notableWork']",factoid
1151,0.0,0.0,0.0,15,1,0,When is the movie Worst Case Scenario going to be in cinemas in the Netherlands?,[['dbo:releaseDate']],[],factoid
1153,0.0,0.0,0.0,6,1,1,what kind of album is reallive!,[['dbo:type']],['dbo:genre'],factoid
1165,0.0,0.0,0.0,8,1,2,Which country did anthony acid have nationality in,[['dbo:hometown']],"['dbo:birthPlace', 'dbo:nationality']",factoid
1173,0.0,0.0,0.0,18,2,1, Name the city whose province is Metropolitan City of Venice and has leader as Luigi Brugnaro ?,"[['dbo:leaderName'], ['dbp:province']]",['dbo:leader'],list
1199,0.0,0.0,0.0,13,2,3, Wringer (novel) and Maniac Magee is the notable work of which author?,"[['dbp:notableworks'], ['dbp:notableworks']]","['dbo:author', 'dbo:literaryGenre', 'dbo:notableWork']",list
1223,0.0,0.0,0.0,9,1,1,Name a military leader from the battle of culloden,[['dbo:battle']],['dbo:place'],list
1229,0.0,0.0,0.0,11,1,1,What are the countries for which History of Trier principal to?,[['dbo:capital']],['dbo:country'],factoid
1251,0.0,0.0,0.0,15,2,0,Which district of Fort Heath radar station is also the state of Joesph Story ?,"[['dbp:district'], ['dbp:state']]",[],factoid
1279,0.0,0.0,0.0,8,1,1,what is a work by donovan leitch (actor),[['dbo:director']],['dbo:writer'],factoid
1288,0.0,0.0,0.0,7,1,0,Did Timm Gunn guest in Sunrise (HIMYM)?,[['dbp:guests']],[],boolean
1291,0.0,0.0,0.0,8,1,2,which country is john jones a citizen of,[['dbo:hometown']],"['dbo:birthPlace', 'dbo:nationality']",factoid
1292,0.0,0.0,0.0,10,1,1,Is Mike Babcock the head coach of Toronto Maple Leafs?,[['dbp:headCoach']],['dbo:team'],boolean
1296,0.0,0.0,0.0,8,1,0,Which state does Jerome B. Chaffee belong ?,[['dbp:state']],[],factoid
1341,0.0,0.0,0.0,5,1,2,When did Michael Jackson die?,[['dbo:deathDate']],"['dbo:deathPlace', 'dbp:deathPlace']",factoid
1349,0.0,0.0,0.0,12,2,0,What are some team members of the team based in Camp Nou?,"[['dbo:homeStadium'], ['dbp:name']]",[],factoid
1355,0.0,0.0,0.0,10,1,1,President of Ghana is the leader title of which country?,[['dbp:leaderTitle']],['dbo:leader'],list
1361,0.0,0.0,0.0,6,1,2,what state is shockoe bottom in,[['dbo:location']],"['dbo:country', 'dbo:region']",factoid
1367,0.0,0.0,0.0,6,1,1,Where was jim mitchell (cartoonist) born?,[['dbp:birthPlace']],['dbo:birthPlace'],factoid
1373,0.0,0.0,0.0,8,2,2,What are some famous veterinary physicians known for?,"[['dbp:field'], ['dbp:knownFor']]","['dbo:knownFor', 'dbo:occupation']",factoid
1379,0.0,0.0,0.0,8,1,1,Name an album from the Black Label Society,[['dbo:genre']],['dbo:recordLabel'],list
1382,0.0,0.0,0.0,15,2,0,"Enumerate all the first teams of the GPs which were held in Watkins Glen, NY?","[['dbp:location'], ['dbp:firstTeam']]",[],count
1395,0.0,0.0,0.0,12,1,2,How many television shows have  Fox Broadcasting Company as their channel?,[['dbp:channel']],"['dbo:network', 'dbp:network']",count
1401,0.0,0.0,0.0,8,1,1,Name a game published by delta tao software?,[['dbo:developer']],['dbo:publisher'],list
1405,0.0,0.0,0.0,7,1,2,Which person works at the American Magazine?,[['dbo:employer']],"['dbo:occupation', 'dbp:employer']",factoid
1406,0.0,0.0,0.0,7,1,2,Who are currently playing for Barcelona FC?,[['dbp:currentclub']],"['dbo:formerTeam', 'dbo:team']",factoid
1418,0.0,0.0,0.0,9,2,1,Who composed songs in the Mr Tambourine Man album?,"[['dbp:album'], ['dbo:composer']]",['dbo:writer'],factoid
1428,0.0,0.0,0.0,10,1,1,In which company is Raymond Conner at an important position?,[['dbo:keyPerson']],['dbp:keyPeople'],factoid
1455,0.0,0.0,0.0,6,1,2,Where is Richard Stites located ?,[['dbo:birthPlace']],"['dbo:country', 'dbo:region']",factoid
1459,0.0,0.0,0.0,9,2,1,List the producers who produced movies starring Michael Jackson.,"[['dbp:starring'], ['dbp:producer']]",['dbo:producer'],list
1470,0.0,0.0,0.0,8,1,1,When did the Boston Tea Party take place?,[['dbp:date']],['dbo:place'],factoid
1475,0.0,0.0,0.0,10,2,3,"What are Breann McGregor and Anika Knudsen, both known for?","[['dbp:knownFor'], ['dbp:knownFor']]","['dbo:field', 'dbo:knownFor', 'dbo:occupation']",factoid
1490,0.0,0.0,0.0,6,1,1,what language is kaffe written in?,[['dbo:programmingLanguage']],['dbo:language'],factoid
1494,0.0,0.0,0.0,10,1,0,Was A foreign policy on freedom covered by John Trumbull?,[['dbp:coverArtist']],[],boolean
1507,0.0,0.0,0.0,6,1,1,who wrote the episode mother simpson,[['dbp:writer']],['dbo:writer'],factoid
1514,0.0,0.0,0.0,7,1,0,Name the office of Richard Coke ?,[['dbp:office']],[],list
1515,0.0,0.0,0.0,10,1,2,Does the Toyota Verossa have the front engine design platform?,[['dbo:automobilePlatform']],"['dbp:designer', 'dbp:engine']",boolean
1546,0.0,0.0,0.0,6,1,1,which music is produced by speed,[['dbo:hometown']],['dbo:genre'],factoid
1564,0.0,0.0,0.0,7,1,1,which 2009 album was released by adele?,[['dbo:artist']],['dbo:type'],factoid
1592,0.0,0.0,0.0,12,2,1,In how many states can one find Burr Tuss kind of bridges?,"[['dbo:state'], ['dbp:style']]",['dbo:locatedInArea'],count
1596,0.0,0.0,0.0,5,1,2,where was jános vass deliveed,[['dbo:birthPlace']],"['dbo:country', 'dbo:region']",factoid
1597,0.0,0.0,0.0,7,1,2,Which city does the station wjbk serve,[['dbo:location']],"['dbo:broadcastArea', 'dbo:city']",factoid
1602,0.0,0.0,0.0,10,2,2,Who are some cofounders of record labels with Frank Rogers?,"[['dbo:foundedBy'], ['dbp:founder']]","['dbo:recordLabel', 'dbp:label']",factoid
1610,0.0,0.0,0.0,7,1,1,which albums were released by marduk (band)?,[['dbo:artist']],['dbo:type'],factoid
1621,0.0,0.0,0.0,10,1,1,what music is played in the one for all album,[['dbo:genre']],['dbo:musicComposer'],factoid
1630,0.0,0.0,0.0,5,1,1,which nationality is ramón carrillo,[['dbo:nationality']],['dbo:birthPlace'],factoid
1636,0.0,0.0,0.0,4,1,1,Where did cyprian die,[['dbp:deathPlace']],['dbo:deathPlace'],factoid
1642,0.0,0.0,0.0,8,1,1,What empire was gustav kirchhoff a part of,[['dbo:nationality']],['dbo:battle'],factoid
1647,0.0,0.0,0.0,13,2,3,What are the american football players whose former team's coach is Jason Maas?,"[['dbo:formerTeam'], ['dbp:coach']]","['dbo:coach', 'dbo:team', 'dbp:headcoach']",factoid
1651,0.0,0.0,0.0,6,1,1,which position does frank broyles play,[['dbp:playerPositions']],['dbo:position'],factoid
1657,0.0,0.0,0.0,9,1,1,What is the profession of William Luther Hill ?,[['dbo:profession']],['dbo:occupation'],factoid
1665,0.0,0.0,0.0,14,1,0,What is the country whose speaker of the Dewan Rakyat is Pandikar Amin Mulia?,[['dbp:leaderName']],[],factoid
1683,0.0,0.0,0.0,13,2,2,Who were the opponents of the people buried in the tower of London?,"[['dbp:restingPlace'], ['dbo:opponent']]","['dbo:restingPlace', 'dbp:restingplace']",factoid
1693,0.0,0.0,0.0,6,1,8,What is an airport inside ontario?,[['dbp:cityServed']],"['dbo:city', 'dbo:country', 'dbo:isPartOf', 'dbo:locatedInArea', 'dbo:location', 'dbo:province', 'dbo:region', 'dbo:state']",factoid
1696,0.0,0.0,0.0,9,1,0,What is the city whose mayor is Giorgos Kaminis?,[['dbp:mayor']],[],factoid
1706,0.0,0.0,0.0,16,2,0,"How many home stadium are there, of the soccer club seasons whose chairman is Merritt Paulson?","[['dbp:chairman'], ['dbo:homeStadium']]",[],count
1716,0.0,0.0,0.0,5,1,1,what nationality is Émilie loit,[['dbo:country']],['dbo:birthPlace'],factoid
1717,0.0,0.0,0.0,6,1,2,Where is hickam field located at?,[['dbo:location']],"['dbo:country', 'dbo:isPartOf']",factoid
1728,0.0,0.0,0.0,12,1,1,Who gave the musical score  of 9 to 5 (musical) ?,[['dbo:musicBy']],['dbo:musicComposer'],factoid
1730,0.0,0.0,0.0,5,1,1,Give me all Swedish holidays.,[['dbo:country']],['dbo:location'],list
1750,0.0,0.0,0.0,7,1,1,which company produced so proudly we hail!,[['dbo:distributor']],['dbp:studio'],factoid
1753,0.0,0.0,0.0,9,1,2,How many people currently play for the NYC FC?,[['dbp:currentclub']],"['dbo:formerTeam', 'dbo:team']",count
1754,0.0,0.0,0.0,8,1,3,Was the Model K designed by Herny Ford?,[['dbo:designCompany']],"['dbo:architect', 'dbo:manufacturer', 'dbp:designer']",boolean
1765,0.0,0.0,0.0,7,1,1,what is  john e. thrashers religion,[['dbo:religion']],['dbo:genre'],factoid
1769,0.0,0.0,0.0,6,1,2,what are simple minds album names,[['dbo:artist']],"['dbo:genre', 'dbo:type']",factoid
1775,0.0,0.0,0.0,7,1,1,What is the nationality of oscar mascorro?,[['dbo:birthPlace']],['dbo:nationality'],factoid
1781,0.0,0.0,0.0,8,1,1,From which country is Lawrence Okoye's nationality ?,[['dbp:nationality']],['dbo:birthPlace'],factoid
1789,0.0,0.0,0.0,7,1,1,what type of store is forever 21,[['dbo:industry']],['dbo:genre'],factoid
1836,0.0,0.0,0.0,13,2,3,"Through which important cities the does the river originating from the Duwamish, flow?","[['dbo:source'], ['dbo:city']]","['dbo:mouthMountain', 'dbo:riverMouth', 'dbo:sourcePlace']",factoid
1845,0.0,0.0,0.0,9,1,2,What is a body of work by sean delaney,[['dbo:artist']],"['dbo:author', 'dbo:writer']",factoid
1847,0.0,0.0,0.0,4,1,0,Who is les schwab?,[['dbo:occupation']],[],factoid
1853,0.0,0.0,0.0,8,1,1,which film was produced by abu dhabi media,[['dbp:studio']],['dbo:distributor'],factoid
1866,0.0,0.0,0.0,11,1,3,was the first national bank and trust building architectured by Chicago?,[['dbo:architecturalStyle']],"['dbo:architect', 'dbo:tenant', 'dbp:address']",boolean
1869,0.0,0.0,0.0,6,1,1,what types of play is geist,[['dbp:modes']],['dbo:genre'],factoid
1873,0.0,0.0,0.0,12,1,3,"Did James brown make the song Killing is Out, School Is In?",[['dbo:musicalBand']],"['dbo:artist', 'dbo:subsequentWork', 'dbp:artist']",boolean
1899,0.0,0.0,0.0,11,2,0,What is the common school of Chris Marve and Neria Douglass?,"[['dbo:school'], ['dbo:almaMater']]",[],factoid
1902,0.0,0.0,0.0,6,1,1,where was  andrzej pałys born,[['dbo:nationality']],['dbo:birthPlace'],factoid
1910,0.0,0.0,0.0,9,2,2,Who owns the company that made the Edsel Villager?,"[['dbp:products'], ['dbp:parent']]","['dbo:owner', 'dbp:owner']",factoid
1921,0.0,0.0,0.0,8,1,3,What is the region of Lumberjack  ?,[['dbp:region']],"['dbo:country', 'dbo:isPartOf', 'dbo:occupation']",factoid
1940,0.0,0.0,0.0,9,1,3,How many people are buried in Arlington National Cemetery?,[['dbp:placeofburial']],"['dbo:restingPlace', 'dbp:placeOfBurial', 'dbp:restingplace']",count
1956,0.0,0.0,0.0,12,2,0,What is the home stadium of the club coached by Justine Omojong?,"[['dbp:coach'], ['dbp:homeStadium']]",[],factoid
1963,0.0,0.0,0.0,8,1,1,Tandem Computers is the subsidiary of which company?,[['dbo:subsidiary']],['dbp:products'],factoid
1970,0.0,0.0,0.0,11,1,0,Was the street dogs of south central narrated by Queen Latifah?,[['dbp:narrator']],[],boolean
1976,0.0,0.0,0.0,7,1,1,What football position does matt odonnell play?,[['dbp:position']],['dbo:position'],factoid
2002,0.0,0.0,0.0,12,2,0,Which prime ministers were served by the governor who appointed Murray Gleeson?,"[['dbo:appointer'], ['dbo:primeMinister']]",[],factoid
2009,0.0,0.0,0.0,9,1,6,Is Rajya Sabha a house of parliament in India?,[['dbp:houses']],"['dbo:city', 'dbo:country', 'dbo:locatedInArea', 'dbo:location', 'dbo:region', 'dbo:state']",boolean
2036,0.0,0.0,0.0,7,1,1,"What type of film is ""Mockingbird Lane""?",[['dbo:genre']],['dbo:language'],factoid
2052,0.0,0.0,0.0,13,1,1,what is the name of the production company that released fright night ii?,[['dbo:distributor']],['dbp:studio'],factoid
2061,0.0,0.0,0.0,7,1,1,which musical films were broadcasted in israel?,"[['dbo:genre', 'dbp:genre']]",['dbo:musicComposer'],factoid
2074,0.0,0.0,0.0,11,2,0,On which river are there things belonging to zambezi river authority?,"[['dbp:owner'], ['dbo:river']]",[],factoid
2080,0.0,0.0,0.0,3,1,1,Who developed Slack?,[['dbo:product']],['dbo:developer'],factoid
2090,0.0,0.0,0.0,4,1,3,Where is tirich mir,[['dbo:locatedInArea']],"['dbo:country', 'dbo:isPartOf', 'dbo:region']",factoid
2095,0.0,0.0,0.0,5,1,2,where was amy vanderbilt born,[['dbo:deathPlace']],"['dbo:birthPlace', 'dbp:birthPlace']",factoid
2103,0.0,0.0,0.0,6,1,0,Who is the governor of Texas?,[['dbp:governor']],[],factoid
2107,0.0,0.0,0.0,7,1,1,What song was written by vonda shepard?,[['dbo:artist']],['dbo:writer'],factoid
2114,0.0,0.0,0.0,6,1,1,which film did siddiq barmak direct,[['dbo:editing']],['dbo:director'],factoid
