,recall,precision,f1,word_count,rel_count,sys_relations,question,gold_relations,system_relations,question_type
541,0.0,0.0,0.0,7,1,1,which song was composed by kanye west,[['dbo:writer']],['dbo:artist'],factoid
550,0.0,0.0,0.0,10,1,1,Who is the writer of the adventures of tom sawyer,[['dbo:author']],['dbo:writer'],factoid
572,0.0,0.0,0.0,4,1,1,whats billy lustigs nationality,[['dbo:nationality']],['dbo:birthPlace'],factoid
576,0.0,0.0,0.0,6,1,1,which continent is menengai located in?,[['dbo:locatedInArea']],['dbo:country'],factoid
588,0.0,0.0,0.0,10,1,1,What is the name of a song by rick derringer,[['dbo:artist']],['dbo:writer'],factoid
609,0.0,0.0,0.0,8,1,1,Does Walson Augustin play for the Brothers Union?,[['dbp:currentclub']],['dbo:region'],boolean
616,0.0,0.0,0.0,12,2,1,Who originally wrote the manga which was later illustrated by Tamon Ohta?,"[['dbo:illustrator'], ['dbp:author']]",['dbp:writer'],factoid
621,0.0,0.0,0.0,7,1,1,Who are the tenants of MasterCard Centre?,[['dbp:tenants']],['dbo:tenant'],factoid
623,0.0,0.0,0.0,5,1,1,aruvadai naal was written by?,[['dbo:writer']],['dbo:author'],factoid
628,0.0,0.0,0.0,7,1,1,which country is zoltán szabó affiliated with,[['dbo:nationality']],['dbo:birthPlace'],factoid
632,0.0,0.0,0.0,8,1,1,Who are the animator of The Skeleton Dance?,[['dbo:animator']],['dbp:animator'],factoid
633,0.0,0.0,0.0,9,1,1,what type of disaster was the san juanico disaster?,[['dbo:birthPlace']],['dbo:type'],factoid
647,0.0,0.0,0.0,11,1,1,Who was the production company for the film house party 2?,[['dbo:distributor']],['dbp:studio'],factoid
660,0.0,0.0,0.0,15,2,1,Which education institute of Duncan U. Fletcher is also the university of Vanderbilt Commodores ?,"[['dbo:almaMater'], ['dbo:university']]",['dbo:education'],factoid
665,0.0,0.0,0.0,6,1,1,which country is sam simon from,[['dbo:hometown']],['dbo:birthPlace'],factoid
673,0.0,0.0,0.0,5,1,1,Is Akan spoken in Ghana?,[['dbp:languages']],['dbo:language'],boolean
698,0.0,0.0,0.0,12,1,1,Into what military organizations is the United States Department of Defense divided?,[['dbo:commandStructure']],['dbo:country'],factoid
701,0.0,0.0,0.0,10,1,2,"Which famous person is born in Marlboro Township, New Jersey?",[['dbp:homeTown']],"['dbo:birthPlace', 'dbp:birthPlace']",factoid
702,0.0,0.0,0.0,8,1,1,heaven sent would be what kind of album,[['dbo:genre']],['dbo:type'],list
715,0.0,0.0,0.0,14,2,1,How many titles have been won by the beauty queens which had brown hair?,"[['dbp:hairColor'], ['dbp:title']]",['dbo:award'],count
717,0.0,0.0,0.0,6,1,1,what is john c. dvorak's nationality?,[['dbo:nationality']],['dbo:birthPlace'],factoid
726,0.0,0.0,0.0,14,2,1,In which areas can we find the networks owned by the govt of Mauritius?,"[['dbo:owningCompany'], ['dbp:broadcastArea']]",['dbo:owner'],factoid
729,0.0,0.0,0.0,11,1,1,What is the baseball team whose club manager is Chip Hale?,[['dbp:manager']],['dbo:position'],factoid
731,0.0,0.0,0.0,11,1,1,What are the baseball players who played for San Francisco Giants?,[['dbo:team']],['dbo:position'],factoid
740,0.0,0.0,0.0,6,1,1,what state is south ogden from,"[['dbo:country', 'dbo:isPartOf']]",['dbo:birthPlace'],factoid
743,0.0,0.0,0.0,17,2,1,Give me an estimate number of races where horses grandsired by the Wild Risk have raced in?,"[['dbp:race'], ['dbo:grandsire']]",['dbo:honours'],list
749,0.0,0.0,0.0,22,2,1,What is the city of the Maine School of Science and Mathematics is also the resting place of Charles A. Boutelle ?,"[['dbp:restingplace'], ['dbo:authority']]",['dbo:restingPlace'],factoid
761,0.0,0.0,0.0,16,2,1,Count the number of schools which are in a city governed by the West Berkshire Council?,"[['dbp:city'], ['dbo:leaderName']]",['dbo:location'],count
784,0.0,0.0,0.0,6,1,1,What is the origin of lumidee,[['dbo:birthPlace']],['dbo:hometown'],factoid
790,0.0,0.0,0.0,6,1,1,Kendall Jenner has how many relatives?,[['dbp:relatives']],['dbo:relative'],count
793,0.0,0.0,0.0,12,2,1,List the popular works of the author of Luther: The Calling ?,"[['dbp:author'], ['dbo:notableWork']]",['dbo:author'],list
799,0.0,0.0,0.0,18,2,1,What is the service of the Laemmle Theatres and is also the award of the Jos Rivera (playwright)?,"[['dbp:awards'], ['dbo:service']]",['dbo:award'],factoid
800,0.0,0.0,0.0,7,1,1,where is the birthplace of roni stoneman,[['dbo:hometown']],['dbo:birthPlace'],factoid
812,0.0,0.0,0.0,9,1,1,what is a song that the style council plays,[['dbo:artist']],['dbo:genre'],factoid
813,0.0,0.0,0.0,7,1,1,what mountain is found in lake district,[['dbo:mountainRange']],['dbo:location'],factoid
819,0.0,0.0,0.0,5,1,1,what is karin knapp's nationality?,[['dbo:country']],['dbo:birthPlace'],factoid
820,0.0,0.0,0.0,8,1,1,Who is the father of Barbara Ann Crancer?,[['dbo:child']],['dbo:parent'],factoid
828,0.0,0.0,0.0,15,2,1,Rashid Behbudov State Song Theatre and Baku Puppet Theatre can be found in which country?,"[['dbo:locationCountry'], ['dbo:locationCountry']]",['dbp:genre'],list
829,0.0,0.0,0.0,7,1,1,what is located in santa catalina mountains,[['dbo:location']],['dbo:locatedInArea'],factoid
833,0.0,0.0,0.0,9,2,1,Which HBO's television series was produced by Erik Bork?,"[['dbo:producer'], ['dbp:distributor']]",['dbo:series'],factoid
854,0.0,0.0,0.0,9,1,1,where is the place of birth of john madden,[['dbo:nationality']],['dbo:birthPlace'],factoid
872,0.0,0.0,0.0,5,1,1,what genre is the mount,[['dbo:literaryGenre']],['dbo:genre'],factoid
892,0.0,0.0,0.0,19,2,1,What is the Location of the Dofinivka Estuary which is also the  birthplace of the Liliya Lobanova ?,"[['dbp:location'], ['dbp:birthplace']]",['dbo:birthPlace'],factoid
900,0.0,0.0,0.0,8,1,1,what religion is kathleen lonsdale a part of?,[['dbp:religion']],['dbo:religion'],factoid
908,0.0,0.0,0.0,6,1,1,What's an album by daz dillinger,[['dbo:type']],['dbo:artist'],factoid
920,0.0,0.0,0.0,6,1,1,Name a tv program on Telenovela.,[['dbo:genre']],['dbp:genre'],list
925,0.0,0.0,0.0,5,1,1,which country produces bloodstained memoirs,[['dbo:country']],['dbo:literaryGenre'],factoid
927,0.0,0.0,0.0,13,2,1,What is the common official residence of Lezlee Westine and Arnold W. Braswell?,"[['dbp:residence'], ['dbp:residence']]",['dbo:residence'],factoid
933,0.0,0.0,0.0,6,1,1,What's an album that features dalida,[['dbo:type']],['dbo:artist'],factoid
946,0.0,0.0,0.0,6,1,1,which country is fancy farm in,"[['dbo:country', 'dbo:isPartOf']]",['dbo:location'],factoid
948,0.0,0.0,0.0,8,1,1,What is the genre of the three impostors?,[['dbo:literaryGenre']],['dbo:genre'],factoid
953,0.0,0.0,0.0,8,1,1,Which Fijian city was semisi naevo born in,[['dbp:birthPlace']],['dbo:birthPlace'],factoid
955,0.0,0.0,0.0,10,1,1,to what political movement does trentino tyrolean autonomist party belong,[['dbo:ideology']],['dbo:movement'],factoid
962,0.0,0.0,0.0,9,1,1,which of the niger–congo languages is spoken in gabon,[['dbo:languageFamily']],['dbo:language'],factoid
970,0.0,0.0,0.0,15,2,1,"In which city is the building, whose part is the Martin AN/FSG1 anti aircraft system?","[['dbo:part'], ['dbp:district']]",['dbo:manufacturer'],factoid
971,0.0,0.0,0.0,9,1,1,Does Air 2000 fly to the north american continent?,[['dbo:destination']],['dbo:artist'],boolean
993,0.0,0.0,0.0,7,1,1,which country does paul rabinow call home,[['dbo:citizenship']],['dbo:birthPlace'],factoid
999,0.0,0.0,0.0,13,2,1,How many nations' volleyball players have played for the Russian women volleyball team?,"[['dbp:placeOfBirth'], ['dbp:nationalteam']]",['dbo:league'],count
1009,0.0,0.0,0.0,9,1,1,what is the genre for the tv program botines,[['dbp:genre']],['dbo:genre'],factoid
1010,0.0,0.0,0.0,12,2,1,Who did the associated act which is a Peter Frampton production ?,"[['dbp:producer'], ['dbp:associatedActs']]",['dbo:associatedMusicalArtist'],factoid
1073,0.0,0.0,0.0,6,1,2,what state is antelope valley in?,"[['dbo:district', 'dbo:city', 'dbo:region', 'dbo:state']]","['dbo:country', 'dbo:isPartOf']",factoid
1075,0.0,0.0,0.0,6,1,1,What country is anita pointer from?,[['dbo:hometown']],['dbo:birthPlace'],factoid
1078,0.0,0.0,0.0,8,1,1,Did Paul Weatherwax an editor of Behave Yourself?,[['dbp:editing']],['dbo:editing'],boolean
1087,0.0,0.0,0.0,10,1,1,Is Hard Candy Fitness one of the divisions of Moscow?,[['dbp:divisions']],['dbp:weight'],boolean
1091,0.0,0.0,0.0,9,1,1,In which state is the King Range Wilderness located?,[['dbo:location']],['dbo:state'],factoid
1098,0.0,0.0,0.0,8,1,1,Whihc uni did Joshua A. Siegel attend ?,[['dbp:education']],['dbo:almaMater'],list
1107,0.0,0.0,0.0,11,1,1,Music of how many things has been given by Akira Ifukube?,[['dbp:music']],['dbp:birthPlace'],count
1111,0.0,0.0,0.0,9,1,1,who is a well known native son of crowborough,"[['dbp:birthPlace', 'dbo:birthPlace']]",['dbo:parent'],factoid
1121,0.0,0.0,0.0,11,2,1,Who are some people whose relation is hqed in Gold Base?,"[['dbp:headquarters'], ['dbo:religion']]",['dbo:relation'],factoid
1154,0.0,0.0,0.0,11,2,1,Where did the genres originate which can found in The Mudbloods?,"[['dbp:genre'], ['dbo:stylisticOrigin']]",['dbo:genre'],factoid
1160,0.0,0.0,0.0,13,2,1,Under which US president was a politician in opposition of John G Schmitz?,"[['dbp:opponent'], ['dbo:incumbent']]",['dbo:opponent'],factoid
1188,0.0,0.0,0.0,7,1,1,What's a song written by elvis presley,[['dbo:artist']],['dbo:writer'],factoid
1230,0.0,0.0,0.0,8,1,1,What kind of tv program is transformers: armada,[['dbp:genre']],['dbo:genre'],factoid
1252,0.0,0.0,0.0,9,1,1,what nintendo ds fighting game was released in 2011,[['dbo:genre']],['dbo:publisher'],factoid
1255,0.0,0.0,0.0,6,1,1,what are the albums by motorpsycho,[['dbo:type']],['dbo:artist'],factoid
1264,0.0,0.0,0.0,6,1,1,What's an album by judge smith,[['dbo:type']],['dbo:artist'],factoid
1287,0.0,0.0,0.0,9,1,1,which california theme park is mickey's toontown located in?,[['dbp:park']],['dbo:location'],factoid
1291,0.0,0.0,0.0,14,2,1,List the cities which share the same water body as that of Florida ?,"[['dbp:cities'], ['dbp:cities']]",['dbo:city'],list
1299,0.0,0.0,0.0,8,1,1,what type of album is the remix album,[['dbo:genre']],['dbo:type'],factoid
1305,0.0,0.0,0.0,6,1,1,what is an album by no-man?,[['dbo:type']],['dbo:artist'],factoid
1320,0.0,0.0,0.0,17,2,1,Name the movie whose director of photography is Gregg Toland and Bernard Herrmann was the music composer?,"[['dbo:cinematography'], ['dbo:musicComposer']]",['dbp:music'],list
1321,0.0,0.0,0.0,7,1,1,What kind of boxer is richel hersisia?,[['dbp:weight']],['dbo:genre'],factoid
1323,0.0,0.0,0.0,9,1,1,What's a anime film in the cutie honey franchise,[['dbo:language']],['dbo:director'],factoid
1324,0.0,0.0,0.0,8,1,1,what is an example of a trance album,[['dbo:type']],['dbo:genre'],factoid
1327,0.0,0.0,0.0,13,2,1,What tv shows were born out of a collaboration of playtone and dreamworks?,"[['dbo:company'], ['dbo:company']]",['dbo:genre'],factoid
1334,0.0,0.0,0.0,6,1,1,who wrote aliens ate my homework,[['dbo:author']],['dbo:writer'],factoid
1355,0.0,0.0,0.0,10,1,1,what type of work is akseli gallen-kallela most known for?,[['dbo:movement']],['dbo:field'],factoid
1357,0.0,0.0,0.0,9,1,1,Which bollywood film stars Menekka Arora and Arun Bali,[['dbo:language']],['dbo:starring'],factoid
1361,0.0,0.0,0.0,5,1,1,where did kwan shan die?,[['dbp:deathPlace']],['dbo:deathPlace'],factoid
1375,0.0,0.0,0.0,4,1,1,Who influenced Zakir Naik?,[['dbo:influenced']],['dbo:influencedBy'],factoid
1380,0.0,0.0,0.0,6,1,1,Which country is martin lel from,[['dbo:nationality']],['dbo:birthPlace'],factoid
1382,0.0,0.0,0.0,15,2,1,Count all the ethinic group who speaks language which belongs to Anglo-Frisian language family ?,"[['dbp:languages'], ['dbo:languageFamily']]",['dbo:language'],count
1395,0.0,0.0,0.0,7,1,1,what is elke schmitter's county of nationality?,[['dbo:country']],['dbo:birthPlace'],factoid
1399,0.0,0.0,0.0,8,1,1,What type of work does katell quillevere do,[['dbo:occupation']],['dbo:industry'],factoid
1402,0.0,0.0,0.0,10,2,1,Which company owns the airlines whose hub is in Dubai?,"[['dbp:hubs'], ['dbp:parent']]",['dbo:hubAirport'],factoid
1405,0.0,0.0,0.0,10,1,1,Which fictional character is portrayed by Roger Barton (film editor)?,[['dbp:portrayer']],['dbo:portrayer'],factoid
1420,0.0,0.0,0.0,5,1,1,Where did davie banda die,[['dbo:birthPlace']],['dbo:deathPlace'],factoid
1422,0.0,0.0,0.0,9,1,1,what country is the rugby player jim dymock from,[['dbp:birthPlace']],['dbo:country'],factoid
1424,0.0,0.0,0.0,8,1,1,From which region is the Melon de Bourgogne?,[['dbo:wineRegion']],['dbo:region'],factoid
1431,0.0,0.0,0.0,13,1,1,"Was Francisco Pizarro of the monarch of Charles 5, of the roman empire?",[['dbo:monarch']],['dbo:parent'],boolean
1449,0.0,0.0,0.0,11,2,2,What awards were presented to the person who produced Paradise place?,"[['dbp:producer'], ['dbp:awards']]","['dbo:award', 'dbo:producer']",factoid
1455,0.0,0.0,0.0,14,2,2,What is the information appliance whose successor is PlayStation 4 and maker is Foxconn?,"[['dbp:manufacturer'], ['dbp:successor']]","['dbo:manufacturer', 'dbo:successor']",factoid
1461,0.0,0.0,0.0,5,1,1,Is Robert Boyle a chemist?,[['dbo:field']],['dbo:occupation'],boolean
1467,0.0,0.0,0.0,7,1,1,what country gives nationality to ibrahim mahlab,[['dbo:birthPlace']],['dbo:nationality'],factoid
1476,0.0,0.0,0.0,13,1,1,Who is the headcoach of 2013-14 Marquette Golden Eagles men's basketball team ?,[['dbp:headcoach']],['dbo:coach'],factoid
1484,0.0,0.0,0.0,9,1,1,Who was the writer of the novel Maniac Magee?,[['dbp:notableworks']],['dbo:author'],factoid
1486,0.0,0.0,0.0,7,1,1,which film did bertolt brecht contribute to?,[['dbo:writer']],['dbo:musicComposer'],factoid
1494,0.0,0.0,0.0,6,1,1,What movie did animal logic produce,[['dbp:studio']],['dbo:producer'],factoid
1496,0.0,0.0,0.0,10,1,1,What are the names of books written by george orwell?,[['dbo:literaryGenre']],['dbo:author'],factoid
1500,0.0,0.0,0.0,5,1,2,what anime aired in 1968?,[['dbo:language']],"['dbo:genre', 'dbp:genre']",factoid
1501,0.0,0.0,0.0,8,1,1,what is an work created by jack mcduff,[['dbo:artist']],['dbo:author'],factoid
1502,0.0,0.0,0.0,12,2,1,What are some team members of the team based in Camp Nou?,"[['dbo:homeStadium'], ['dbp:name']]",['dbo:team'],factoid
1506,0.0,0.0,0.0,6,1,1,what albums are by elton john?,[['dbo:type']],['dbo:artist'],factoid
1513,0.0,0.0,0.0,11,2,1,"Janaka Thissakuttiarachchi follows what religion, which once employed Atisa Srijnana too?","[['dbo:occupation'], ['dbp:religion']]",['dbo:religion'],list
1534,0.0,0.0,0.0,5,1,1,Where did Whitney Wistert debut?,[['dbp:debutteam']],['dbo:debutTeam'],factoid
1560,0.0,0.0,0.0,5,1,1,What genre is zombie hotel,[['dbo:genre']],['dbo:literaryGenre'],factoid
1570,0.0,0.0,0.0,13,2,1,Who worked at  A Goon's Deed in a Weary World and CBS?,"[['dbo:occupation'], ['dbo:occupation']]",['dbo:employer'],factoid
1579,0.0,0.0,0.0,6,1,1,what religion does maria alexandrovna follow,[['dbp:religion']],['dbo:religion'],factoid
1580,0.0,0.0,0.0,7,1,1,which style of work is last human?,[['dbo:literaryGenre']],['dbo:genre'],factoid
1583,0.0,0.0,0.0,9,1,1,How many people are buried in Arlington National Cemetery?,[['dbp:placeofburial']],['dbo:restingPlace'],count
1587,0.0,0.0,0.0,5,2,1,Starwood operates in which places?,"[['dbp:operator'], ['dbp:address']]",['dbo:operator'],list
1602,0.0,0.0,0.0,7,1,1,what album is by the tea party?,[['dbo:type']],['dbo:artist'],factoid
1613,0.0,0.0,0.0,8,1,1,In what major city is Quebec Autoroute 20?,[['dbo:city']],['dbo:largestCity'],factoid
1619,0.0,0.0,0.0,9,1,1,what type of tv program was petite princess yucie,[['dbp:genre']],['dbo:genre'],factoid
1624,0.0,0.0,0.0,15,2,1,How many maintainers are there of the bridges that can carry motor vehicles over them?,"[['dbp:carries'], ['dbo:maintainedBy']]",['dbp:crosses'],count
1626,0.0,0.0,0.0,8,1,1,What film did daphne du maurier contribute too?,[['dbo:writer']],['dbo:musicComposer'],factoid
1640,0.0,0.0,0.0,8,1,1,What genre is the tv program code lyoko,[['dbo:genre']],['dbp:genre'],factoid
1642,0.0,0.0,0.0,13,1,1,Who were all the people in office when bob hawke was the PM?,[['dbo:primeMinister']],['dbp:primeminister'],factoid
1646,0.0,0.0,0.0,11,1,1,To which educational institutions did Lesli Sanchez go for her studies?,[['dbo:education']],['dbo:almaMater'],factoid
1649,0.0,0.0,0.0,5,1,1,which album is about revenge,[['dbo:type']],['dbo:genre'],factoid
1653,0.0,0.0,0.0,10,1,1,Who is a famous actor during the silent film era?,[['dbo:occupation']],['dbo:language'],factoid
1655,0.0,0.0,0.0,7,1,1,What country is russell olson originally from?,[['dbo:country']],['dbo:hometown'],factoid
1659,0.0,0.0,0.0,8,1,1,Where is the gold coast football club located?,[['dbp:location']],['dbo:location'],factoid
1665,0.0,0.0,0.0,9,1,1,"Which rivers have source origins asnorth western, Zambia ?",[['dbp:sourceRegion']],['dbo:sourceRegion'],factoid
1666,0.0,0.0,0.0,5,1,1,Where is mc harvey from?,[['dbo:birthPlace']],['dbo:hometown'],factoid
1675,0.0,0.0,0.0,9,1,2,what neighborhood is located in the cincinnati metropolitan area,[['dbo:city']],"['dbo:isPartOf', 'dbo:location']",factoid
1681,0.0,0.0,0.0,10,1,1,Name few TV shows aired by Prime Time Entertainment Network?,[['dbo:network']],['dbp:network'],list
1690,0.0,0.0,0.0,6,1,1,What city is mount airy in,[['dbo:isPartOf']],['dbo:locatedInArea'],factoid
1697,0.0,0.0,0.0,6,1,1,what county is john hardin from,[['dbp:namedFor']],['dbo:country'],factoid
1698,0.0,0.0,0.0,5,1,1,How did grigori rasputin die?,[['dbo:deathCause']],['dbo:deathPlace'],factoid
1717,0.0,0.0,0.0,7,1,1,which country is stephen cullen carpenter from,[['dbo:birthPlace']],['dbo:nationality'],factoid
1727,0.0,0.0,0.0,4,1,1,What genre is disgorge,[['dbo:genre']],['dbo:literaryGenre'],factoid
1741,0.0,0.0,0.0,7,1,1,Was Morrissey a member of the Smiths?,[['dbo:formerBandMember']],['dbo:bandMember'],boolean
1753,0.0,0.0,0.0,10,1,1,Of how many battles is Chickasaw Campaign of 1736 consisted?,[['dbp:combatant']],['dbp:battles'],count
1767,0.0,0.0,0.0,12,2,1,List the things for which people of New Orleans are famous for?,"[['dbp:placeOfBirth'], ['dbp:knownFor']]",['dbo:knownFor'],list
1777,0.0,0.0,0.0,11,1,1,Is N. C. Wyeth the illustration by of The Mysterious Stranger?,[['dbp:illustrator']],['dbo:field'],boolean
1781,0.0,0.0,0.0,13,1,1,Was Lionel Messi a member  of the 2009 FIFA World Cup squads?,[['dbo:currentMember']],['dbp:name'],boolean
1791,0.0,0.0,0.0,9,1,1,tell me the school to which Cyril Hume went?,[['dbp:education']],['dbo:school'],list
1797,0.0,0.0,0.0,9,1,1,Name the sport league of Hampton Roads Rhinos ?,[['dbp:league']],['dbo:sport'],list
1799,0.0,0.0,0.0,10,1,1,What is the country whose leader name is Grard Larcher?,[['dbp:leaderName']],['dbo:leader'],factoid
1806,0.0,0.0,0.0,5,1,1,what is rafiq husain's nationality,[['dbo:nationality']],['dbo:birthPlace'],factoid
1812,0.0,0.0,0.0,8,1,1,which country does adolph b. spreckels belong to,[['dbo:nationality']],['dbo:country'],factoid
1813,0.0,0.0,0.0,8,2,1,Relatives of Moses used to follow which religions?,"[['dbo:relative'], ['dbo:veneratedIn']]",['dbo:religion'],list
1816,0.0,0.0,0.0,9,1,1,Name the nearest city to Tennie and Laura ?,[['dbp:nearestCity']],['dbo:nearestCity'],list
1830,0.0,0.0,0.0,5,1,1,where is tip top located,"[['dbo:country', 'dbo:isPartOf']]",['dbo:locatedInArea'],factoid
1835,0.0,0.0,0.0,8,1,1,Ellen Kuras collaborated on these 3 short films.,[['dbo:cinematography']],['dbo:associatedMusicalArtist'],factoid
1844,0.0,0.0,0.0,7,1,1,Who is the child of reba mcentire,[['dbo:child']],['dbo:parent'],factoid
1846,0.0,0.0,0.0,9,2,1,List all the faiths that British Columbian politicians follow?,"[['dbp:residence'], ['dbp:religion']]",['dbo:religion'],list
