,recall,precision,f1,word_count,rel_count,sys_relations,question,gold_relations,system_relations,question_type
63,0.5,0.5,0.5,17,2,2,Name the office holder with predecessor as Samuel W. McCall and office in Massachusetts House of Representatives?,"[['dbp:office'], ['dbp:predecessor']]","['dbo:predecessor', 'dbp:predecessor']",list
64,1.0,1.0,1.0,8,1,2,what county and state is dade city in,"[['dbo:country', 'dbo:isPartOf']]","['dbo:country', 'dbo:isPartOf']",factoid
65,1.0,1.0,1.0,7,1,1,what type of lake is lake taylorville,[['dbo:type']],['dbo:type'],factoid
66,1.0,1.0,1.0,7,1,1,what weight class is harry wills in?,[['dbp:weight']],['dbp:weight'],factoid
67,1.0,1.0,1.0,8,1,1,what type of music is you & me?,[['dbo:genre']],['dbo:genre'],factoid
68,1.0,1.0,1.0,8,1,1,is where there's smoke disco or pop rock,[['dbo:genre']],['dbo:genre'],boolean
69,1.0,0.6666666666666666,0.8,13,1,3,"What is the name of the post office in watkins glen, new york","[['dbo:city', 'dbo:location']]","['dbo:city', 'dbo:isPartOf', 'dbo:location']",factoid
70,1.0,1.0,1.0,8,1,1,Who wrote the story for the penal colony?,[['dbo:writer']],['dbo:writer'],factoid
71,0.5,1.0,0.6666666666666666,10,2,1,Count the different genres of music made by Argentinian bands?,"[['dbo:genre'], ['dbo:hometown']]",['dbo:genre'],count
72,1.0,1.0,1.0,8,1,2,who was influenced by georg wilhelm friedrich hegel?,"[['dbo:influencedBy', 'dbo:influenced']]","['dbo:influenced', 'dbo:influencedBy']",factoid
73,1.0,1.0,1.0,8,1,1,What is a film that laurence fishburne produced?,[['dbo:producer']],['dbo:producer'],factoid
74,1.0,1.0,1.0,6,1,2,which baseball player is from halifax?,"[['dbp:birthPlace', 'dbo:birthPlace']]","['dbo:birthPlace', 'dbp:birthPlace']",factoid
75,0.0,0.0,0.0,7,1,2,where would you find weed patch hill,[['dbo:locatedInArea']],"['dbo:country', 'dbo:isPartOf']",factoid
76,1.0,1.0,1.0,10,1,1,What kind of music is vrisko to logo na zo,[['dbo:genre']],['dbo:genre'],factoid
77,1.0,1.0,1.0,7,1,1,Name an album from The Righteous Brothers.,[['dbo:artist']],['dbo:artist'],list
78,1.0,1.0,1.0,6,1,7,What historic sites are in florida,"[['dbo:locatedInArea', 'dbo:city', 'dbo:country', 'dbo:isPartOf', 'dbo:location', 'dbo:region', 'dbo:state']]","['dbo:city', 'dbo:country', 'dbo:isPartOf', 'dbo:locatedInArea', 'dbo:location', 'dbo:region', 'dbo:state']",factoid
79,1.0,1.0,1.0,8,1,1,what type os school is beaufort high school?,[['dbo:type']],['dbo:type'],factoid
80,1.0,1.0,1.0,6,1,1,what religion does dési bouterse practice,[['dbo:religion']],['dbo:religion'],factoid
81,1.0,1.0,1.0,7,1,1,Who wrote the film city of joy?,[['dbo:writer']],['dbo:writer'],factoid
82,1.0,1.0,1.0,7,1,1,where did john logie baird pass away,[['dbo:deathPlace']],['dbo:deathPlace'],factoid
83,1.0,1.0,1.0,8,1,1,Do the west coast airlines fly to seattle?,[['dbo:targetAirport']],['dbo:targetAirport'],boolean
84,1.0,1.0,1.0,10,1,1,What is the name of one of chet atkins albums,[['dbo:artist']],['dbo:artist'],factoid
85,1.0,1.0,1.0,8,1,2,"where is santa clara pueblo, new mexico located?","[['dbo:country', 'dbo:isPartOf']]","['dbo:country', 'dbo:isPartOf']",factoid
86,0.5,1.0,0.6666666666666666,9,2,1,Where is the constituency of John Smith Griffin ?,"[['dbp:constituency'], ['dbo:location']]",['dbp:constituency'],factoid
87,1.0,1.0,1.0,9,1,1,what is a book from the mystery literary genre,[['dbo:literaryGenre']],['dbo:literaryGenre'],factoid
88,1.0,1.0,1.0,6,1,1,who composed run for your life,[['dbo:writer']],['dbo:writer'],factoid
89,1.0,1.0,1.0,5,1,1,what event occurred in italy,[['dbo:place']],['dbo:place'],factoid
90,1.0,1.0,1.0,8,1,1,What's a track from the artist joao gilberto,[['dbo:artist']],['dbo:artist'],factoid
91,1.0,1.0,1.0,9,1,2,Who is a notable figure that is from tehran,"[['dbp:birthPlace', 'dbo:birthPlace']]","['dbo:birthPlace', 'dbp:birthPlace']",factoid
92,1.0,1.0,1.0,6,1,1,"Where did richard maltby, sr. die",[['dbo:deathPlace']],['dbo:deathPlace'],factoid
93,1.0,1.0,1.0,7,1,1,what is an album by Patrick Watson?,[['dbo:type']],['dbo:type'],factoid
94,1.0,1.0,1.0,4,1,1,Name a male teacher,[['dbo:occupation']],['dbo:occupation'],list
95,1.0,1.0,1.0,9,1,1,Name a private boarding school located in South Africa,[['dbo:type']],['dbo:type'],list
96,1.0,1.0,1.0,8,1,2,who has a place of birth in moscow,"[['dbp:birthPlace', 'dbo:birthPlace']]","['dbo:birthPlace', 'dbp:birthPlace']",factoid
97,0.0,0.0,0.0,12,1,1,What are the artists that have been in the band Framptons camel?,[['dbp:associatedActs']],['dbp:artist'],factoid
98,0.0,0.0,0.0,6,1,1,who was albrecht von graefe's father,[['dbo:parent']],['dbo:child'],factoid
99,1.0,1.0,1.0,4,1,1,what genre is carljah,[['dbo:genre']],['dbo:genre'],factoid
100,1.0,1.0,1.0,6,1,2,which area does kmky broadcast to,"[['dbo:city', 'dbo:broadcastArea']]","['dbo:broadcastArea', 'dbo:city']",factoid
101,1.0,0.5,0.6666666666666666,8,1,2,Which Nigerian football player was born in Kalba?,[['dbo:birthPlace']],"['dbo:birthPlace', 'dbp:birthPlace']",factoid
102,1.0,1.0,1.0,6,1,1,which language is spoken in symphony,[['dbo:language']],['dbo:language'],factoid
103,1.0,1.0,1.0,8,1,1,what football position does seko fofana play at?,[['dbo:position']],['dbo:position'],factoid
104,0.0,0.0,0.0,12,2,1,How many things are made by companies who produce mass media articles?,"[['dbp:products'], ['dbo:manufacturer']]",['dbo:product'],count
105,1.0,1.0,1.0,13,1,1,what kind of music is on the album we've come for you all,[['dbo:genre']],['dbo:genre'],factoid
106,1.0,1.0,1.0,7,1,1,what production company produced 10 rillington place,[['dbp:studio']],['dbp:studio'],factoid
107,1.0,1.0,1.0,8,1,1,in what genre does leon haywood perform in,[['dbo:genre']],['dbo:genre'],factoid
108,1.0,1.0,1.0,8,1,1,what's the name of a famous acting teacher,[['dbo:occupation']],['dbo:occupation'],list
109,1.0,1.0,1.0,6,1,2,What italian city is scillato in,"[['dbo:country', 'dbo:region']]","['dbo:country', 'dbo:region']",factoid
110,1.0,1.0,1.0,8,1,1,what kind or show is er (tv series),[['dbo:genre']],['dbo:genre'],factoid
111,1.0,1.0,1.0,6,1,1,where exactly was bill treacher born,[['dbo:birthPlace']],['dbo:birthPlace'],factoid
112,1.0,0.5,0.6666666666666666,6,1,2,which company produced blood work (film),[['dbp:studio']],"['dbo:distributor', 'dbp:studio']",factoid
113,1.0,1.0,1.0,6,1,1,Which era is max horkheimer from,[['dbo:era']],['dbo:era'],factoid
114,1.0,1.0,1.0,8,1,7,what is located inside of the united states,"[['dbo:locatedInArea', 'dbo:city', 'dbo:country', 'dbo:isPartOf', 'dbo:location', 'dbo:region', 'dbo:state']]","['dbo:city', 'dbo:country', 'dbo:isPartOf', 'dbo:locatedInArea', 'dbo:location', 'dbo:region', 'dbo:state']",factoid
115,1.0,1.0,1.0,6,1,1,what is feroz abbas khan's occupation?,[['dbo:occupation']],['dbo:occupation'],factoid
116,1.0,1.0,1.0,4,1,2,Where is darbhanga located?,"[['dbo:country', 'dbo:isPartOf']]","['dbo:country', 'dbo:isPartOf']",factoid
117,1.0,1.0,1.0,8,1,1,gösta nystroem was born in what swedish province?,[['dbo:birthPlace']],['dbo:birthPlace'],factoid
118,1.0,1.0,1.0,6,1,1,who is a producer of chicago,[['dbo:producer']],['dbo:producer'],factoid
119,1.0,1.0,1.0,6,1,2,"who was born in champagne, france","[['dbp:birthPlace', 'dbo:birthPlace']]","['dbo:birthPlace', 'dbp:birthPlace']",factoid
120,1.0,1.0,1.0,7,1,1,What kind of rock does hlah play,[['dbo:genre']],['dbo:genre'],factoid
121,1.0,1.0,1.0,7,1,1,Łosice  belongs to which time zone,[['dbo:timeZone']],['dbo:timeZone'],list
122,1.0,0.16666666666666666,0.2857142857142857,7,1,6,which mountain is located in south korea,[['dbo:locatedInArea']],"['dbo:city', 'dbo:country', 'dbo:isPartOf', 'dbo:locatedInArea', 'dbo:location', 'dbo:region']",factoid
123,1.0,1.0,1.0,12,1,1,what is the name of a track by the artist shakespears sister,[['dbo:artist']],['dbo:artist'],factoid
124,1.0,1.0,1.0,8,1,1,Where did prince carlos of bourbon-two sicilies die,[['dbo:deathPlace']],['dbo:deathPlace'],factoid
125,1.0,1.0,1.0,5,1,2,What county is gilmer in,"[['dbo:country', 'dbo:isPartOf']]","['dbo:country', 'dbo:isPartOf']",factoid
126,1.0,0.5,0.6666666666666666,9,1,2,What city was carlos rogers (american football) born in?,[['dbo:birthPlace']],"['dbo:birthPlace', 'dbp:birthPlace']",factoid
127,1.0,1.0,1.0,6,1,1,where did edmond s. meany die,[['dbo:deathPlace']],['dbo:deathPlace'],factoid
128,1.0,1.0,1.0,11,1,1,What was the release type of the album hot february night,[['dbo:type']],['dbo:type'],factoid
129,1.0,1.0,1.0,6,1,1,what state did hurricane bonnie affect,[['dbp:areas']],['dbp:areas'],factoid
130,0.0,0.0,0.0,9,1,1,List the people with Scientology as their religious belief?,[['dbo:religion']],['dbp:religion'],list
131,0.0,0.0,0.0,5,1,1,Where is roussan camille from,[['dbo:nationality']],['dbo:birthPlace'],factoid
132,1.0,1.0,1.0,5,1,1,where did john ireland die?,[['dbo:deathPlace']],['dbo:deathPlace'],factoid
133,0.5,1.0,0.6666666666666666,16,2,1,"To what did the parliament member swore her oath to, whose has sons is Lohan Ratwatte?","[['dbo:child'], ['dbp:allegiance']]",['dbp:allegiance'],factoid
134,1.0,1.0,1.0,8,1,1,to what film did andrew powell contribute music,[['dbo:musicComposer']],['dbo:musicComposer'],factoid
135,1.0,1.0,1.0,5,1,1,Where was andriy demchenko born?,[['dbo:birthPlace']],['dbo:birthPlace'],factoid
136,1.0,1.0,1.0,5,1,1,What is bikash malal's nationality?,[['dbo:birthPlace']],['dbo:birthPlace'],factoid
137,1.0,1.0,1.0,6,1,1,Name a person born in kapurthala,"[['dbp:birthPlace', 'dbo:birthPlace']]",['dbo:birthPlace'],list
138,0.5,1.0,0.6666666666666666,10,2,1,How many services does the company who made Onedrive provide?,"[['dbo:service'], ['dbp:services']]",['dbp:services'],count
139,1.0,0.25,0.4,8,1,4,"what area can be found in marrero, louisiana","[['dbo:country', 'dbo:region', 'dbo:state']]","['dbo:city', 'dbo:isPartOf', 'dbo:location', 'dbo:region']",factoid
140,1.0,1.0,1.0,11,1,1,What is the name of a public university located in Oahu?,[['dbo:type']],['dbo:type'],factoid
141,0.0,0.0,0.0,9,1,1,What is the official residence of Sarah Kazemy ?,[['dbp:residence']],['dbo:residence'],factoid
142,1.0,1.0,1.0,10,1,1,which language is spoken in the haunted house (1921 film),[['dbo:language']],['dbo:language'],factoid
143,1.0,1.0,1.0,4,1,1,who is a pitcher,[['dbo:position']],['dbo:position'],factoid
144,1.0,1.0,1.0,8,1,1,what is a book in the genre fiction,[['dbo:literaryGenre']],['dbo:literaryGenre'],factoid
145,1.0,1.0,1.0,6,1,1,WHich time zone is meteor in,[['dbo:timeZone']],['dbo:timeZone'],factoid
146,1.0,0.5,0.6666666666666666,6,1,2,who was alan greenspan influenced by,[['dbo:influenced']],"['dbo:influenced', 'dbo:influencedBy']",factoid
147,1.0,1.0,1.0,8,1,1,Who is an artist of contemporary worship music?,[['dbo:genre']],['dbo:genre'],factoid
148,1.0,1.0,1.0,6,1,1,what is a rock music album?,[['dbo:genre']],['dbo:genre'],factoid
149,1.0,1.0,1.0,9,1,1,which label does the artist becky hobbs work under,[['dbo:recordLabel']],['dbo:recordLabel'],factoid
150,1.0,1.0,1.0,6,1,5,Name a lake contained within Australia.,"[['dbo:locatedInArea', 'dbo:city', 'dbo:country', 'dbo:isPartOf', 'dbo:location', 'dbo:region', 'dbo:state']]","['dbo:city', 'dbo:country', 'dbo:locatedInArea', 'dbo:location', 'dbo:region']",list
151,1.0,1.0,1.0,8,1,1,what is a mountain within the mourne mountains,[['dbo:mountainRange']],['dbo:mountainRange'],factoid
152,1.0,1.0,1.0,8,1,1,what is the genre of the album yankees,[['dbo:genre']],['dbo:genre'],factoid
153,1.0,1.0,1.0,6,1,2,which photographer was born in burgos,"[['dbp:birthPlace', 'dbo:birthPlace']]","['dbo:birthPlace', 'dbp:birthPlace']",factoid
154,0.0,0.0,0.0,5,1,1,what type of organization is,[['dbo:industry']],['dbo:type'],factoid
155,0.0,0.0,0.0,7,1,1,in which movies have momoki kochi acted,[['dbp:starring']],['dbo:starring'],factoid
156,0.0,0.0,0.0,9,1,1,Where is the church of st peter ad vincula,[['dbo:location']],['dbo:religion'],factoid
157,1.0,1.0,1.0,10,1,1,what is the genre of the netflix show code monkeys?,[['dbo:genre']],['dbo:genre'],factoid
158,1.0,1.0,1.0,4,1,1,Name a baseball pitcher,[['dbo:position']],['dbo:position'],list
159,1.0,1.0,1.0,11,1,1,What type of rock is played on otteita tuomari nurmion laulukirjasta,[['dbo:genre']],['dbo:genre'],factoid
160,1.0,0.5,0.6666666666666666,9,1,2,who is a military leader born in kangaroo point,[['dbo:birthPlace']],"['dbo:birthPlace', 'dbp:birthPlace']",factoid
161,1.0,1.0,1.0,6,1,1,Where in the US is orr,"[['dbo:country', 'dbo:isPartOf']]",['dbo:country'],factoid
162,1.0,1.0,1.0,5,1,1,Where was paul tyler born,"[['dbp:birthPlace', 'dbo:birthPlace']]",['dbo:birthPlace'],factoid
163,0.5,0.5,0.5,17,2,2,Which education center Sidney Catlin Partrodge attended which was also the alma mater of Lisa Brummel ?,"[['dbo:almaMater'], ['dbp:education']]","['dbo:almaMater', 'dbo:education']",factoid
164,1.0,1.0,1.0,6,1,1,What time zone is irwindale in?,[['dbo:timeZone']],['dbo:timeZone'],factoid
165,1.0,1.0,1.0,12,1,1,What is a gameplay mode for disneys magical mirror starring mickey mouse?,[['dbp:modes']],['dbp:modes'],factoid
166,0.0,0.0,0.0,6,1,1,what is the genre of anthology,[['dbo:genre']],['dbo:literaryGenre'],factoid
167,1.0,1.0,1.0,7,1,1,which label is roll deep signed to,[['dbo:recordLabel']],['dbo:recordLabel'],factoid
168,1.0,1.0,1.0,7,1,1,Who directed the tv series episode shiva?,[['dbo:director']],['dbo:director'],factoid
169,0.0,0.0,0.0,6,1,1,Was Reza Amrollahi born in Iran?,[['dbp:birthplace']],['dbo:birthPlace'],boolean
170,1.0,1.0,1.0,6,1,2,which musician was born in elkhart,"[['dbp:birthPlace', 'dbo:birthPlace']]","['dbo:birthPlace', 'dbp:birthPlace']",factoid
171,1.0,1.0,1.0,8,1,1,what is the name of a remix album,[['dbo:type']],['dbo:type'],factoid
172,1.0,1.0,1.0,6,1,1,what religion does swaran singh practice,[['dbo:religion']],['dbo:religion'],factoid
173,1.0,1.0,1.0,10,1,1,what is a radio station known for its classical music,[['dbo:programmeFormat']],['dbo:programmeFormat'],factoid
174,1.0,1.0,1.0,7,1,1,what films has shyam prasad reddy produced,[['dbo:producer']],['dbo:producer'],factoid
175,1.0,1.0,1.0,7,1,1,Who directed the film donald's cousin gus?,[['dbo:director']],['dbo:director'],factoid
176,1.0,1.0,1.0,8,1,7,Name a city contained within the united states,"[['dbo:locatedInArea', 'dbo:city', 'dbo:country', 'dbo:isPartOf', 'dbo:location', 'dbo:region', 'dbo:state']]","['dbo:city', 'dbo:country', 'dbo:isPartOf', 'dbo:locatedInArea', 'dbo:location', 'dbo:region', 'dbo:state']",list
177,0.5,1.0,0.6666666666666666,16,2,1,"List all the hubs of the airline whose one of the hub is Subang, Indonesia ?","[['dbp:hubs'], ['dbp:hubs']]",['dbp:hubs'],list
178,1.0,1.0,1.0,7,1,1,what music genre is north from here?,[['dbo:genre']],['dbo:genre'],factoid
179,0.0,0.0,0.0,15,2,1,What are some common games played in PATTS college of aeronautics and Jamiatu muslim mindanao?,"[['dbp:athletics'], ['dbp:athletics']]",['dbo:sport'],factoid
180,1.0,1.0,1.0,8,1,1,which organizations did the sisters of mercy founded?,[['dbo:foundedBy']],['dbo:foundedBy'],factoid
181,1.0,1.0,1.0,8,1,1,Name the river crossed by the lechmere viaduct,[['dbo:crosses']],['dbo:crosses'],list
182,1.0,1.0,1.0,10,1,1,what genre of music does the artist vanity 6 perform,[['dbo:genre']],['dbo:genre'],factoid
183,1.0,1.0,1.0,7,1,1,which label is the farm signed to,[['dbo:recordLabel']],['dbo:recordLabel'],factoid
184,1.0,1.0,1.0,8,1,1,what position does marcell takács play in soccer?,[['dbo:position']],['dbo:position'],factoid
185,1.0,1.0,1.0,8,1,1,where would you find the cologne bonn airport,"[['dbo:city', 'dbo:location']]",['dbo:city'],factoid
186,1.0,1.0,1.0,7,1,1,what was subramaniam srinivasan's place of death,[['dbo:deathPlace']],['dbo:deathPlace'],factoid
187,1.0,1.0,1.0,5,1,1,where was cristina gaioni born,[['dbo:birthPlace']],['dbo:birthPlace'],factoid
188,1.0,1.0,1.0,7,1,1,what type of music is distant earth,[['dbo:genre']],['dbo:genre'],factoid
189,0.0,0.0,0.0,18,2,1,Name the team for which Cam Plante played for which were also the tenants of MasterCard center ?,"[['dbp:playedFor'], ['dbp:tenants']]",['dbo:tenant'],list
190,1.0,1.0,1.0,6,1,1,where was kenneth cooper alexander born,[['dbo:birthPlace']],['dbo:birthPlace'],factoid
191,1.0,1.0,1.0,11,1,1,which genre of music does the album hullabaloo soundtrack belong to?,[['dbo:genre']],['dbo:genre'],factoid
192,1.0,1.0,1.0,8,1,1,what type of book is eleven on top?,[['dbo:literaryGenre']],['dbo:literaryGenre'],factoid
193,1.0,1.0,1.0,7,1,1,where did operation planet x take place,[['dbo:place']],['dbo:place'],factoid
194,0.0,0.0,0.0,7,1,1,Who played Gus Fring in Breaking Bad?,[['dbo:portrayer']],['dbo:team'],factoid
195,1.0,1.0,1.0,8,1,1,what kind of music is after school session,[['dbo:genre']],['dbo:genre'],factoid
196,1.0,1.0,1.0,6,1,1,what books have susan estrich written?,[['dbo:author']],['dbo:author'],factoid
197,1.0,1.0,1.0,7,1,1,What country released berlin – ecke schönhauser…?,[['dbo:country']],['dbo:country'],factoid
198,1.0,1.0,1.0,6,1,1,what songs are by chet atkins?,[['dbo:artist']],['dbo:artist'],factoid
199,1.0,1.0,1.0,7,1,1,what river is partially located in gabon,[['dbo:locatedInArea']],['dbo:locatedInArea'],factoid
200,1.0,1.0,1.0,5,1,1,Who produced the love nest?,[['dbo:producer']],['dbo:producer'],factoid
