,recall_left,precision_left,f1_left,word_count_left,rel_count_left,sys_relations_left,question,gold_relations_left,system_relations_left,question_type_left,recall_right,precision_right,f1_right,word_count_right,rel_count_right,sys_relations_right,gold_relations_right,system_relations_right,question_type_right
571,1.0,1.0,1.0,9,1,1,What all are written in the C programming language?,[['dbp:programmingLanguage']],['dbp:programmingLanguage'],factoid,0.0,0.0,0.0,9,1,1,[['dbp:programmingLanguage']],['dbo:programmingLanguage'],factoid
608,1.0,1.0,1.0,7,1,2,what mountain is located in the himalayas?,"[['dbo:country', 'dbo:locatedInArea', 'dbo:region']]","['dbo:locatedInArea', 'dbo:region']",factoid,0.0,0.0,0.0,7,1,1,"[['dbo:country', 'dbo:locatedInArea', 'dbo:region']]",['dbo:mountainRange'],factoid
616,0.5,1.0,0.6666666666666666,14,2,1,Who is the developer of the software which distributes Batman: Arkham City Lockdown ?,"[['dbp:distributor'], ['dbp:developer']]",['dbp:developer'],factoid,0.0,0.0,0.0,14,2,1,"[['dbp:distributor'], ['dbp:developer']]",['dbo:developer'],factoid
623,1.0,0.5,0.6666666666666666,7,1,2,What genre is king of the hill,[['dbo:genre']],"['dbo:genre', 'dbo:literaryGenre']",factoid,0.0,0.0,0.0,7,1,1,[['dbo:genre']],['dbo:literaryGenre'],factoid
645,1.0,1.0,1.0,6,1,1,what album is by Ray Charles,[['dbo:type']],['dbo:type'],factoid,0.0,0.0,0.0,6,1,1,[['dbo:type']],['dbo:artist'],factoid
658,0.5,1.0,0.6666666666666666,20,2,1,What is the alma mater of the Marshall Fletcher McCallie and has affiliation with  Vanderbilt University Medical Center ?,"[['dbp:almaMater'], ['dbp:affiliation']]",['dbp:affiliation'],factoid,0.0,0.0,0.0,20,2,1,"[['dbp:almaMater'], ['dbp:affiliation']]",['dbo:almaMater'],factoid
664,1.0,1.0,1.0,7,1,1,Was Yabanc Damat first aired in UAE?,[['dbp:firstAired']],['dbp:firstAired'],boolean,0.0,0.0,0.0,7,1,1,[['dbp:firstAired']],['dbo:country'],boolean
713,1.0,1.0,1.0,9,1,1,"Where was Ne daj se, Nina first aired ?",[['dbp:firstAired']],['dbp:firstAired'],factoid,0.0,0.0,0.0,9,1,1,[['dbp:firstAired']],['dbo:country'],factoid
758,1.0,1.0,1.0,8,1,1,what is an album released by Dusty Springfield,[['dbo:type']],['dbo:type'],factoid,0.0,0.0,0.0,8,1,1,[['dbo:type']],['dbo:artist'],factoid
776,1.0,1.0,1.0,6,1,2,Where in the world is lewisport,"[['dbo:country', 'dbo:isPartOf']]","['dbo:country', 'dbo:isPartOf']",factoid,0.0,0.0,0.0,6,1,1,"[['dbo:country', 'dbo:isPartOf']]",['dbo:location'],factoid
793,1.0,1.0,1.0,8,1,1,Name the branch of Carroll E. Lanier ?,[['dbp:branch']],['dbp:branch'],list,0.0,0.0,0.0,8,1,1,[['dbp:branch']],['dbo:relative'],list
805,1.0,1.0,1.0,11,1,1,what is the production company of the sound of music (film)?,[['dbp:studio']],['dbp:studio'],factoid,0.0,0.0,0.0,11,1,1,[['dbp:studio']],['dbo:distributor'],factoid
846,0.5,1.0,0.6666666666666666,16,2,1,What is the home town of the musical artist who is the current members of Slapstick?,"[['dbp:currentMembers'], ['dbo:hometown']]",['dbo:hometown'],factoid,0.0,0.0,0.0,16,2,1,"[['dbp:currentMembers'], ['dbo:hometown']]",['dbp:artist'],factoid
853,1.0,1.0,1.0,7,1,1,Is Henry David Thoreau interested in Politics?,[['dbp:mainInterests']],['dbp:mainInterests'],boolean,0.0,0.0,0.0,7,1,1,[['dbp:mainInterests']],['dbo:occupation'],boolean
903,1.0,0.5,0.6666666666666666,5,1,2,What genre is twice-told tales,[['dbo:literaryGenre']],"['dbo:genre', 'dbo:literaryGenre']",factoid,0.0,0.0,0.0,5,1,1,[['dbo:literaryGenre']],['dbo:genre'],factoid
906,0.5,1.0,0.6666666666666666,16,2,1,Name the officeholder who hasa child named Augustus and has an associate named Marcus Bibulus ?,"[['dbo:associate'], ['dbp:children']]",['dbp:children'],list,0.0,0.0,0.0,16,2,1,"[['dbo:associate'], ['dbp:children']]",['dbo:child'],list
948,0.5,1.0,0.6666666666666666,10,2,1,Name some people working at someplace owned by News Corp.,"[['dbp:owners'], ['dbo:employer']]",['dbo:employer'],list,0.0,0.0,0.0,10,2,1,"[['dbp:owners'], ['dbo:employer']]",['dbp:owner'],list
951,0.5,1.0,0.6666666666666666,14,2,1,List the origin of the weapons which were used in the American Revolutionary War.,"[['dbo:usedInWar'], ['dbp:origin']]",['dbp:origin'],list,0.0,0.0,0.0,14,2,1,"[['dbo:usedInWar'], ['dbp:origin']]",['dbo:hometown'],list
973,1.0,0.5,0.6666666666666666,6,1,2,Who wrote the pigman & me?,[['dbo:author']],"['dbo:author', 'dbo:writer']",factoid,0.0,0.0,0.0,6,1,1,[['dbo:author']],['dbo:writer'],factoid
985,1.0,1.0,1.0,7,1,2,Who was david a. hargrave influemced by,"[['dbo:influencedBy', 'dbo:influenced']]","['dbo:influenced', 'dbo:influencedBy']",factoid,0.0,0.0,0.0,7,1,1,"[['dbo:influencedBy', 'dbo:influenced']]",['dbo:associatedMusicalArtist'],factoid
1107,1.0,1.0,1.0,6,1,1,What country is charlie monroe from?,[['dbo:birthPlace']],['dbo:birthPlace'],factoid,0.0,0.0,0.0,6,1,1,[['dbo:birthPlace']],['dbo:nationality'],factoid
1142,0.5,1.0,0.6666666666666666,17,2,1,"How many awards have been received by graduates of University of Melbourne, Faculty of VCA & MCM?","[['dbo:training'], ['dbo:award']]",['dbo:award'],count,0.0,0.0,0.0,17,2,1,"[['dbo:training'], ['dbo:award']]",['dbo:almaMater'],count
1148,0.5,1.0,0.6666666666666666,15,2,1,Which mainter of Pandaruan Bridge is also the land of Malaysia junior Hockey league ?,"[['dbo:country'], ['dbo:maintainedBy']]",['dbo:country'],factoid,0.0,0.0,0.0,15,2,1,"[['dbo:country'], ['dbo:maintainedBy']]",['dbo:locatedInArea'],factoid
1158,1.0,1.0,1.0,6,1,1,Name a song produced by u2?,[['dbo:artist']],['dbo:artist'],list,0.0,0.0,0.0,6,1,1,[['dbo:artist']],['dbp:producer'],list
1211,1.0,0.5,0.6666666666666666,11,1,2,What are the movies whose music is given by Laurie Johnson?,[['dbp:music']],"['dbo:musicComposer', 'dbp:music']",factoid,0.0,0.0,0.0,11,1,1,[['dbp:music']],['dbo:musicComposer'],factoid
1234,0.5,1.0,0.6666666666666666,13,2,1,What is the municipality of the Homestead Grays Bridge and Roberto Clemente Bridge?,"[['dbo:municipality'], ['dbo:municipality']]",['dbo:municipality'],factoid,0.0,0.0,0.0,13,2,1,"[['dbo:municipality'], ['dbo:municipality']]",['dbo:locatedInArea'],factoid
1242,1.0,1.0,1.0,10,1,1,what type of album was emre: dark matter released as,[['dbo:type']],['dbo:type'],factoid,0.0,0.0,0.0,10,1,1,[['dbo:type']],['dbo:genre'],factoid
1244,1.0,1.0,1.0,7,1,1,what is moses sichone's country of nationality?,[['dbo:birthPlace']],['dbo:birthPlace'],factoid,0.0,0.0,0.0,7,1,1,[['dbo:birthPlace']],['dbo:nationality'],factoid
1250,1.0,1.0,1.0,5,1,1,where was winifred asprey born,[['dbo:birthPlace']],['dbo:birthPlace'],factoid,0.0,0.0,0.0,5,1,1,[['dbo:birthPlace']],['dbo:nationality'],factoid
1253,0.5,1.0,0.6666666666666666,11,2,1,"In which region is the rival school of Somerset, Massachusetts located?","[['dbp:rival'], ['dbo:region']]",['dbo:region'],factoid,0.0,0.0,0.0,11,2,1,"[['dbp:rival'], ['dbo:region']]",['dbo:location'],factoid
1268,1.0,1.0,1.0,12,1,1,"What is the serving railway line of Warwick railway station, Perth ?",[['dbo:servingRailwayLine']],['dbo:servingRailwayLine'],factoid,0.0,0.0,0.0,12,1,1,[['dbo:servingRailwayLine']],['dbo:routeEnd'],factoid
1311,0.5,1.0,0.6666666666666666,12,2,1,How many different people hold authority over the members of Balanidae family?,"[['dbo:family'], ['dbo:binomialAuthority']]",['dbo:family'],count,0.0,0.0,0.0,12,2,1,"[['dbo:family'], ['dbo:binomialAuthority']]",['dbp:successor'],count
1331,1.0,1.0,1.0,7,1,1,which album is produced by Nancy Sinatra,[['dbo:type']],['dbo:type'],factoid,0.0,0.0,0.0,7,1,1,[['dbo:type']],['dbo:artist'],factoid
1336,1.0,0.5,0.6666666666666666,9,1,2,which scientific works were written by victor j. stenger?,[['dbo:author']],"['dbo:author', 'dbo:notableWork']",factoid,0.0,0.0,0.0,9,1,1,[['dbo:author']],['dbo:notableWork'],factoid
1355,1.0,0.5,0.6666666666666666,5,1,2,where is matt asiata from,[['dbo:birthPlace']],"['dbo:birthPlace', 'dbo:hometown']",factoid,0.0,0.0,0.0,5,1,1,[['dbo:birthPlace']],['dbo:hometown'],factoid
1379,0.5,0.5,0.5,8,2,2,List the colonel with branch as Militia ?,"[['dbp:branch'], ['dbp:rank']]","['dbo:militaryBranch', 'dbp:branch']",list,0.0,0.0,0.0,8,2,1,"[['dbp:branch'], ['dbp:rank']]",['dbo:militaryBranch'],list
1386,1.0,1.0,1.0,11,1,1,Name the home Stadium of Kenya national under-20 football team ?,[['dbp:homeStadium']],['dbp:homeStadium'],list,0.0,0.0,0.0,11,1,1,[['dbp:homeStadium']],['dbo:homeStadium'],list
1403,1.0,1.0,1.0,8,1,1,What is the region of Lumberjack  ?,[['dbp:region']],['dbp:region'],factoid,0.0,0.0,0.0,8,1,1,[['dbp:region']],['dbo:isPartOf'],factoid
1409,1.0,1.0,1.0,9,1,1,What are the things Eric Schiller known for ?,[['dbo:knownFor']],['dbo:knownFor'],factoid,0.0,0.0,0.0,9,1,1,[['dbo:knownFor']],['dbo:field'],factoid
1421,1.0,1.0,1.0,9,1,1,how is anhui university of traditional chinese medicine categorized,[['dbo:type']],['dbo:type'],factoid,0.0,0.0,0.0,9,1,1,[['dbo:type']],['dbo:literaryGenre'],factoid
1449,1.0,1.0,1.0,9,1,1,what kind of album is return of the pride?,[['dbo:genre']],['dbo:genre'],factoid,0.0,0.0,0.0,9,1,1,[['dbo:genre']],['dbo:type'],factoid
1468,1.0,1.0,1.0,5,1,2,where are sparks hill located,"[['dbo:country', 'dbo:isPartOf']]","['dbo:country', 'dbo:isPartOf']",factoid,0.0,0.0,0.0,5,1,1,"[['dbo:country', 'dbo:isPartOf']]",['dbo:locatedInArea'],factoid
1472,0.5,1.0,0.6666666666666666,7,2,1,Where can i find salad based food?,"[['dbp:mainIngredient'], ['dbp:country']]",['dbp:country'],factoid,0.0,0.0,0.0,7,2,1,"[['dbp:mainIngredient'], ['dbp:country']]",['dbo:ingredient'],factoid
1490,1.0,1.0,1.0,7,1,1,Who was John F. Kennedy's vice president?,[['dbo:vicePresident']],['dbo:vicePresident'],factoid,0.0,0.0,0.0,7,1,1,[['dbo:vicePresident']],['dbo:president'],factoid
1491,0.5,1.0,0.6666666666666666,10,2,1,How many relatives are there of veterans of operation Barbarossa?,"[['dbo:battle'], ['dbo:relation']]",['dbo:relation'],count,0.0,0.0,0.0,10,2,1,"[['dbo:battle'], ['dbo:relation']]",['dbp:battles'],count
1506,0.5,1.0,0.6666666666666666,12,2,1,Which continents can be reached by flight companies available on Gatwick Airport?,"[['dbo:targetAirport'], ['dbp:destinations']]",['dbp:destinations'],factoid,0.0,0.0,0.0,12,2,1,"[['dbo:targetAirport'], ['dbp:destinations']]",['dbo:destination'],factoid
1515,1.0,1.0,1.0,5,1,1,what is andré gumprecht's nationality,[['dbo:birthPlace']],['dbo:birthPlace'],factoid,0.0,0.0,0.0,5,1,1,[['dbo:birthPlace']],['dbo:nationality'],factoid
1531,1.0,1.0,1.0,10,1,1,is black label society from los angeles or san diego,[['dbo:hometown']],['dbo:hometown'],boolean,0.0,0.0,0.0,10,1,1,[['dbo:hometown']],['dbo:recordLabel'],boolean
1534,1.0,1.0,1.0,5,1,1,What genre is theocracy in?,[['dbo:genre']],['dbo:genre'],factoid,0.0,0.0,0.0,5,1,1,[['dbo:genre']],['dbo:literaryGenre'],factoid
1543,1.0,0.5,0.6666666666666666,6,1,2,what country is little walter from,[['dbo:hometown']],"['dbo:country', 'dbo:hometown']",factoid,0.0,0.0,0.0,6,1,1,[['dbo:hometown']],['dbo:birthPlace'],factoid
1585,0.5,1.0,0.6666666666666666,10,2,1,Whose band members are known to play a PRS guitar?,"[['dbp:notableInstruments'], ['dbp:currentMembers']]",['dbp:notableInstruments'],factoid,0.0,0.0,0.0,10,2,1,"[['dbp:notableInstruments'], ['dbp:currentMembers']]",['dbo:instrument'],factoid
1591,1.0,0.6666666666666666,0.8,15,2,3,Which office holder's predecessor is  Lucius Cornelius and his associate is Marcus Calpurnius Bibulus?,"[['dbo:associate'], ['dbo:predecessor']]","['dbo:associate', 'dbo:predecessor', 'dbp:predecessor']",factoid,0.0,0.0,0.0,15,2,1,"[['dbo:associate'], ['dbo:predecessor']]",['dbp:successor'],factoid
1611,0.5,1.0,0.6666666666666666,12,2,1,What is the common citizenship between JSM Hopoer and Robert Valentine ?,"[['dbo:citizenship'], ['dbo:country']]",['dbo:citizenship'],factoid,0.0,0.0,0.0,12,2,1,"[['dbo:citizenship'], ['dbo:country']]",['dbo:nationality'],factoid
1613,0.5,1.0,0.6666666666666666,10,2,1,How many rivers are crossed by different Box Girder bridges?,"[['dbp:crosses'], ['dbp:design']]",['dbp:crosses'],count,0.0,0.0,0.0,10,2,1,"[['dbp:crosses'], ['dbp:design']]",['dbo:crosses'],count
1621,1.0,1.0,1.0,7,1,1,what is the nationality of aatef jenyat,[['dbo:birthPlace']],['dbo:birthPlace'],factoid,0.0,0.0,0.0,7,1,1,[['dbo:birthPlace']],['dbo:nationality'],factoid
1626,1.0,1.0,1.0,4,1,1,"Who wrote i, robot?",[['dbo:writer']],['dbo:writer'],factoid,0.0,0.0,0.0,4,1,1,[['dbo:writer']],['dbp:writer'],factoid
1673,0.5,0.5,0.5,13,2,2,How many movies were directed by the graduate of Burbank High School ?,"[['dbp:director'], ['dbp:education']]","['dbo:director', 'dbp:director']",count,0.0,0.0,0.0,13,2,1,"[['dbp:director'], ['dbp:education']]",['dbo:director'],count
1730,1.0,1.0,1.0,4,1,1,Who is les schwab?,[['dbo:occupation']],['dbo:occupation'],factoid,0.0,0.0,0.0,4,1,1,[['dbo:occupation']],['dbo:genre'],factoid
1737,0.5,1.0,0.6666666666666666,18,2,1,"List the significant buildings of the arch. whose one of the important work is Government Building, Kiev ?","[['dbo:significantBuilding'], ['dbo:significantBuilding']]",['dbo:significantBuilding'],list,0.0,0.0,0.0,18,2,1,"[['dbo:significantBuilding'], ['dbo:significantBuilding']]",['dbo:architect'],list
1817,1.0,1.0,1.0,13,1,1,Where in the United States is the neskowin beach state recreation site located,[['dbo:location']],['dbo:location'],factoid,0.0,0.0,0.0,13,1,1,[['dbo:location']],['dbo:country'],factoid
1841,0.5,1.0,0.6666666666666666,8,2,1,Which shows had their painters born in England?,"[['dbo:creator'], ['dbp:birthPlace']]",['dbp:birthPlace'],factoid,0.0,0.0,0.0,8,2,1,"[['dbo:creator'], ['dbp:birthPlace']]",['dbo:birthPlace'],factoid
1878,1.0,1.0,1.0,5,1,1,Who wrote the magic show?,[['dbo:author']],['dbo:author'],factoid,0.0,0.0,0.0,5,1,1,[['dbo:author']],['dbp:writer'],factoid
1881,1.0,0.5,0.6666666666666666,9,1,2,Was Duanne Allman famous for playing the Gibson SG?,[['dbp:notableInstruments']],"['dbo:knownFor', 'dbp:notableInstruments']",boolean,0.0,0.0,0.0,9,1,1,[['dbp:notableInstruments']],['dbo:instrument'],boolean
1895,0.5,1.0,0.6666666666666666,15,2,1,What things canonized John of Damascus and and also venerated the Edwin of Northumbria ?,"[['dbp:veneratedIn'], ['dbo:canonizedBy']]",['dbo:canonizedBy'],factoid,0.0,0.0,0.0,15,2,1,"[['dbp:veneratedIn'], ['dbo:canonizedBy']]",['dbp:canonizedBy'],factoid
1903,1.0,1.0,1.0,17,1,1,"what city, located in the central part of the island of Honshu, Japan, was naoyuki shimizu born?",[['dbo:birthPlace']],['dbo:birthPlace'],factoid,0.0,0.0,0.0,17,1,1,[['dbo:birthPlace']],['dbp:birthPlace'],factoid
1922,1.0,0.6666666666666666,0.8,10,2,3,What team did Dan Daoust and Don Ashby play for?,"[['dbo:formerTeam'], ['dbp:playedFor']]","['dbo:formerTeam', 'dbo:team', 'dbp:playedFor']",factoid,0.0,0.0,0.0,10,2,1,"[['dbo:formerTeam'], ['dbp:playedFor']]",['dbo:team'],factoid
1932,1.0,1.0,1.0,7,1,1,What units are garrisoned in the Pentagon?,[['dbp:garrison']],['dbp:garrison'],factoid,0.0,0.0,0.0,7,1,1,[['dbp:garrison']],['dbo:militaryUnit'],factoid
1955,1.0,1.0,1.0,7,1,1,What is an album by Neville Staple?,[['dbo:type']],['dbo:type'],factoid,0.0,0.0,0.0,7,1,1,[['dbo:type']],['dbo:artist'],factoid
1958,0.5,1.0,0.6666666666666666,11,2,1,What is written in a programming language developed by GNOME Project?,"[['dbp:developer'], ['dbp:programmingLanguage']]",['dbp:programmingLanguage'],factoid,0.0,0.0,0.0,11,2,1,"[['dbp:developer'], ['dbp:programmingLanguage']]",['dbo:programmingLanguage'],factoid
2009,1.0,0.5,0.6666666666666666,11,1,2,Who was the director for the movie a star is born?,[['dbo:director']],"['dbo:birthPlace', 'dbo:director']",factoid,0.0,0.0,0.0,11,1,2,[['dbo:director']],"['dbo:birthPlace', 'dbp:birthPlace']",factoid
2049,1.0,1.0,1.0,7,1,1,Where does lake borgne flow out to,[['dbo:outflow']],['dbo:outflow'],factoid,0.0,0.0,0.0,7,1,1,[['dbo:outflow']],['dbo:riverMouth'],factoid
2064,1.0,1.0,1.0,5,1,1,what is an electronic album,[['dbo:type']],['dbo:type'],factoid,0.0,0.0,0.0,5,1,1,[['dbo:type']],['dbo:genre'],factoid
2102,1.0,1.0,1.0,14,1,1,michael apted was the film producer on which documentary film directed by Michael Apted?,[['dbo:producer']],['dbo:producer'],factoid,0.0,0.0,0.0,14,1,1,[['dbo:producer']],['dbo:director'],factoid
2103,1.0,1.0,1.0,7,1,1,which country is garcia de orta from,[['dbo:birthPlace']],['dbo:birthPlace'],factoid,0.0,0.0,0.0,7,1,1,[['dbo:birthPlace']],['dbo:nationality'],factoid
